Date,Views
20180110,462
20180111,466
20180112,412
20180113,369
20180114,418
20180115,441
20180116,437
20180117,826
20180118,2595
20180119,552
20180120,540
20180121,455
20180122,481
20180123,493
20180124,493
20180125,473
20180126,364
20180127,401
20180128,416
20180129,484
20180130,453
20180131,451
20180201,462
20180202,464
20180203,460
20180204,498
20180205,637
20180206,837
20180207,752
20180208,1038
20180209,2050
20180210,3574
20180211,2648
20180212,2787
20180213,2494
20180214,2239
20180215,1787
20180216,1736
20180217,2023
20180218,1994
20180219,1822
20180220,1831
20180221,1588
20180222,1736
20180223,1605
20180224,1807
20180225,2422
20180226,2749
20180227,1013
20180228,832
20180301,729
20180302,625
20180303,577
20180304,635
20180305,608
20180306,555
20180307,512
20180308,438
20180309,583
20180310,519
20180311,444
