File,Percent Increase
Order of precedence in England and Wales,683.5
RAF Search and Rescue Force,672.55
"Prince Henry, Duke of Gloucester",663.34
"Natalia Grosvenor, Duchess of Westminster",646.87
Boris Johnson,618.64
Princess Beatrice,616.67
Archbishop of Canterbury,614.67
Wanderers F.C.,613.82
Diana Spencer,597.37
Prince Lerotholi Seeiso,580.95
Château d'Autet,571.43
George VI,563.87
Commonwealth realm,556.92
Prince and Great Steward of Scotland,554.55
Sarah Clarke (Black Rod),549.83
Concert for Diana,544.19
"Prince George, Duke of Kent",541.89
Llwynywermod,537.16
Prince Andrew of Greece and Denmark,532.35
Buckingham Palace,528.53
National Health Service,518.16
The Windsors,518.0
Dermot Farrell,509.09
David Glover,503.75
Tom Bradby,497.96
Knight of the Order of the Garter,494.26
Earl of Sunderland,493.33
Ted Croker,490.91
Prince Octavius of Great Britain,489.88
Peerage of Great Britain,487.77
Lord High Commissioner to the General Assembly of the Church of Scotland,483.72
Prince Alfred of Great Britain,463.78
Royal Standard of the United Kingdom,459.25
George V,448.49
Robert Runcie,428.73
Irish Guards,425.25
David Manning,425.0
George IV,420.12
Salman bin Hamad Al Khalifa,418.18
House of Glücksburg,416.23
Peerage of England,414.06
"Prince George, Duke of Cambridge",410.17
East Anglian Air Ambulance,407.45
Edward VIII,405.86
George III,401.08
"Hugh Grosvenor, 7th Duke of Westminster",400.34
Peter Clarke (police officer),400.0
"Leonor, Princess of Asturias",399.77
"Nicholas True, Baron True",395.83
Balmoral Castle,393.72
"Ralph Percy, 12th Duke of Northumberland",393.16
Westminster Abbey,391.95
"George Lascelles, 7th Earl of Harewood",391.88
British monarchy,391.18
2011 royal tour of Canada,389.8
"Catharina-Amalia, Princess of Orange",387.91
Commonwealth Heads of Government Meeting 2003,382.61
Baron of Renfrew (title),371.25
Princess Alice of Battenberg,369.71
Prince William of Gloucester,364.97
Prince consort,358.55
Willem-Alexander of the Netherlands,354.2
"David Armstrong-Jones, 2nd Earl of Snowdon",353.46
"Prince Adolphus, Duke of Cambridge",351.88
David Davies (football administrator),347.3
No. 1564 Flight RAF,347.06
Archbishop of York,327.21
"Frederik, Crown Prince of Denmark",323.27
Dynasty,322.31
"Prince Edward, Duke of Kent and Strathearn",320.76
House of Oldenburg,319.62
Fields in Trust,319.61
John Major,317.14
HMS Iron Duke (F234),315.09
Earl of Chester,309.94
England national football team,308.68
Monarchy of Australia,306.87
Henry VIII,306.42
"Edward Fitzalan-Howard, 18th Duke of Norfolk",304.94
Edward VII,299.53
Baron Fermoy,297.83
Order of precedence in Northern Ireland,295.35
British Sub-Aqua Club,293.88
"Charles Wellesley, 9th Duke of Wellington",292.56
Prince John of the United Kingdom,292.06
George I of Great Britain,290.25
"Valerie Amos, Baroness Amos",290.14
"Charles Stuart, Duke of Cambridge (1660–1661)",287.72
Wembley Stadium,287.58
"Alexander Montagu, 13th Duke of Manchester",286.86
George II of Great Britain,286.28
Town & Country (magazine),280.94
Edward VI,280.25
Black Rod,279.59
William IV,273.33
Tina Brown,269.98
"John Seymour, 19th Duke of Somerset",263.27
Press Complaints Commission,257.48
Peerage of Scotland,252.88
Lupo (dog),246.92
Saudi Arabia,246.52
"Jacques, Hereditary Prince of Monaco",246.02
Order of precedence in Scotland,245.39
George III of the United Kingdom,245.27
"Susan Hussey, Baroness Hussey of North Bradley",244.68
"Prince Leopold, Duke of Albany",243.73
"David Triesman, Baron Triesman",239.64
Mohammed bin Salman,237.4
Trooping the Colour,236.9
Royal Air Force,235.91
Royal Military Academy Sandhurst,235.25
Diamond Jubilee of Elizabeth II,234.54
The Football Association,232.04
"Frederick, Prince of Wales",231.26
"Prince Frederick, Duke of York and Albany",228.51
Royal standards of Canada,224.56
TED Talk,221.78
"Prince Albert Victor, Duke of Clarence and Avondale",220.08
Plunket Society,219.32
Lord Chamberlain,218.17
"Arthur Kinnaird, 11th Lord Kinnaird",217.5
Malaysia,216.91
Master of Arts (Scotland),215.64
"James Hamilton, 5th Duke of Abercorn",215.6
News of the World royal phone hacking scandal,215.22
Royal Arms of Canada,214.29
Rishi Sunak,211.97
George IV of the United Kingdom,211.34
100 Most Influential People in the World,206.15
"Charles Kay-Shuttleworth, 5th Baron Shuttleworth",206.0
"Elizabeth Lyon, Countess of Strathmore",204.26
Flight Lieutenant,203.73
"Ernest Augustus, King of Hanover",203.01
Label (heraldry),201.2
"Anne, Queen of Great Britain",200.41
Tortel,200.0
George V of Hanover,198.68
Graham Kelly (football administrator),197.62
Jonathan Tennyson (physicist),197.14
Gordonstoun,192.41
Constantine II of Greece,191.44
Armenians,191.32
"Prince William Frederick, Duke of Gloucester and Edinburgh",190.16
Order of the Thistle,190.09
"Charles Stuart, Duke of Cambridge (1677)",189.47
Football Association,186.32
Centrepoint (charity),184.04
David Steel,182.4
William Pickford,180.95
"Prince William Henry, Duke of Gloucester and Edinburgh",180.45
Royal Air Force College Cranwell,179.19
Eton College,175.78
Beatrix of the Netherlands,175.48
Wendy Hall,173.61
Privy Council of the United Kingdom,173.31
"William Cullen, Baron Cullen of Whitekirk",171.29
Moderator of the General Assembly of the Church of Scotland,170.29
University of St Andrews,168.88
"James Stuart, Duke of Cambridge",168.32
Greg Clarke,167.97
Michael Jackson (bishop),166.67
"Guillaume, Hereditary Grand Duke of Luxembourg",166.48
Battle of Britain Memorial Flight,166.36
Xi Jinping,165.92
Tusk Trust,162.07
Joe Biden,161.29
"Prince Arthur, Duke of Connaught and Strathearn",159.12
Lord Mayor of Belfast,158.18
Karen Steel,157.89
British Academy of Film and Television Arts,157.36
Saint David's Day,155.54
"George Robertson, Baron Robertson of Port Ellen",151.37
Michael Batty,150.72
"Victoria, Crown Princess of Sweden",150.15
David J. C. MacKay,148.89
Lesotho,147.54
"Albert, Prince Consort",147.22
"David Carnegie, 4th Duke of Fife",145.71
"Alexander Douglas-Hamilton, 16th Duke of Hamilton",144.49
Royal coat of arms of the United Kingdom,144.02
Welsh Guards,143.74
LGBT rights,143.49
"Hussein, Crown Prince of Jordan",143.34
"Henry FitzRoy, 12th Duke of Grafton",142.96
Gentleman Usher of the Green Rod,142.86
Earl of Carrick,141.24
"David Ogilvy, 13th Earl of Airlie",139.91
"Charles Edward, Duke of Saxe-Coburg and Gotha",139.75
Bahrain,139.67
Adam Crozier,138.65
Bodorgan Hall,137.5
"Haakon, Crown Prince of Norway",136.11
Peerage of Ireland,135.68
Charles I of England,134.12
Francis Marindin,132.61
Duke of Marlborough (title),131.57
2012 Olympics,130.85
"Charles Gordon-Lennox, 11th Duke of Richmond",128.41
"Alois, Hereditary Prince of Liechtenstein",128.08
David Attenborough,127.73
2012 Summer Olympics,127.65
Anglesey,127.45
Instagram,127.45
"Alfred, Duke of Saxe-Coburg and Gotha",127.25
Jigme Namgyel Wangchuck,127.07
Thomas Dunne (Lord Lieutenant),126.67
Edward II of England,123.96
Pilot in command,122.72
Prince Arthur of Connaught,122.42
"Andrew Russell, 15th Duke of Bedford",122.05
Mary Peters (athlete),121.05
"Prince Henry, Duke of Cumberland and Strathearn",120.39
Arthur Pember,120.0
"Prince Edward, Duke of York and Albany",119.68
Prince George William of Great Britain,119.25
Nanterre,118.85
David Fergusson (theologian),117.65
Al-Muhtadee Billah,117.11
Paparazzi,116.92
Peter Buneman,116.0
"Moulay Hassan, Crown Prince of Morocco",115.96
Defence Helicopter Flying School,115.87
John Holdren,115.44
C-SPAN,115.05
"Princess Elisabeth, Duchess of Brabant",114.67
Dissertation,113.55
Timothy Duke,113.46
UNICEF,113.34
John McDowell (bishop),112.5
Henry VI of England,111.68
"Alexander Cambridge, 1st Earl of Athlone",111.62
Keith Shine,110.81
Andrew Stephen,110.53
Charles II of England,110.49
Sandringham Estate,107.14
Overpopulation,106.84
Charles III,105.41
Margrethe II of Denmark,104.23
Ray Gravell,103.47
"Francis Egerton, 7th Duke of Sutherland",103.3
"Alfred, Hereditary Prince of Saxe-Coburg and Gotha",101.41
Joseph Morrow (Lord Lyon),101.14
British Army,100.77
County Meath,100.35
"Henry Somerset, 12th Duke of Beaufort",100.13
Malcolm Stevens,100.0
Royal William rose,100.0
"Johann Leopold, Hereditary Prince of Saxe-Coburg and Gotha",98.65
"James Spencer-Churchill, 12th Duke of Marlborough",98.38
Falklands War,98.3
Michael Duff (physicist),98.13
Clive Goodman,97.7
Closer (magazine),97.39
Henry V of England,96.78
Joe Mears,96.67
"Murray Beauclerk, 14th Duke of St Albans",96.43
"Maurice FitzGerald, 9th Duke of Leinster",95.6
Arthur Drewry,95.19
Ian Wood (businessman),95.0
Felipe VI,94.18
Norwich International Airport,93.28
Prince Frederick of Great Britain,93.1
Cross,92.9
Bloomberg News,92.81
British Armed Forces,92.07
RAF Cranwell,91.94
The Athletic,91.67
Canadian Broadcasting Corporation,91.03
"Merlin Hay, 24th Earl of Erroll",90.55
Alastair Campbell,90.24
"Richard Scott, 10th Duke of Buccleuch",90.09
Or (heraldry),89.04
Lord Lieutenant,88.84
Harald V of Norway,88.8
YouGov,88.6
Falkland Islands,87.39
Juan Carlos I,87.14
George Reid (Scottish politician),86.84
List of Blackadder characters,86.22
Great Ormond Street Hospital,85.99
Cyril Ramaphosa,85.35
Vert (heraldry),85.33
Earl Marshal,85.08
BAFTA,84.37
Resource consumption,84.36
"Torquhil Campbell, 13th Duke of Argyll",83.84
"John McFall, Baron McFall of Alcluith",82.98
Atlantic slave trade,82.06
"Robin Butler, Baron Butler of Brockwell",81.14
"David Manners, 11th Duke of Rutland",79.82
Tonga,79.31
Sky News,77.39
Secondment,76.43
Kingdom of England,76.0
"Charles Lennox, 1st Duke of Richmond",75.44
"Malise V, Earl of Strathearn",75.0
Eliza Manningham-Buller,73.65
Greg Dyke,72.81
Deputy Assistant Commissioner,72.5
Na-Dene languages,72.46
Genealogical DNA test,72.39
Marcus Rashford,72.01
"Narendra Patel, Baron Patel",71.23
GQ (magazine),71.11
Emperor Akihito,70.44
Henry VII of England,70.3
Garter Principal King of Arms,70.29
Azure (heraldry),70.24
N.N. Club,70.0
British Red Cross,69.93
Ross J. Anderson,69.89
Lord Speaker,69.87
Chatsworth House,68.76
"Maurice de Moravia, Earl of Strathearn",68.75
Kensington School,68.57
Tatler,67.87
Cyberbullying,67.77
Cadet branch,67.53
Dipangkorn Rasmijoti,67.45
Lord Steward,67.37
Christchurch,66.87
Harper's Bazaar,66.5
Richard Attenborough,66.36
Archbishop of Dublin (Roman Catholic),66.3
Graham Hutchings,65.62
Steven D. Tanksley,65.52
"Ernest Augustus, Duke of Brunswick",65.51
Yakov Sinai,65.0
Solomon Islands,63.94
Jenny Clack,63.64
John Hardy (geneticist),63.16
Intensive care medicine,61.41
"David Hope, Baron Hope of Craighead",61.03
List of shrievalties,60.92
"Prince William, Duke of Cumberland",60.6
"Robert Smith, Baron Smith of Kelvin",60.25
Association football,60.22
Strathtyrum,60.0
"David Stewart, Earl of Strathearn",59.57
Archbishop of Armagh (Roman Catholic),59.46
Prince William Cup,58.93
Rory Stewart,58.92
"Malise II, Earl of Strathearn",58.62
"Edward of Middleham, Prince of Wales",58.47
King's Lynn,58.27
Michael Sheen,58.01
Press Association,57.9
The Sun (United Kingdom),57.83
Antigua and Barbuda,57.67
Freemium Isn't Free,57.52
"Henry FitzRoy, 1st Duke of Grafton",57.48
Heraldic flag,57.48
Empress Michiko,57.31
Thomas Kailath,57.2
Abdullah bin Hamad bin Khalifa Al Thani,56.7
Pale (heraldry),55.32
Robert Lacey,55.22
Fellow of the Royal Society,55.15
Charles W. Alcock,54.69
"Washington, D.C.",54.6
H. Robert Horvitz,54.34
Bovington Camp,54.19
President of the Supreme Court of the United Kingdom,53.73
Saint Kitts and Nevis,53.25
Gules,52.16
Wayback Machine,51.86
"James Graham, 8th Duke of Montrose",51.78
Civil Service F.C.,51.54
Blackheath Proprietary School,51.16
Michelle Obama,51.15
RAF Shawbury,50.99
Kingdom of Scotland,50.63
Queensland,50.57
Daniel Burley Woolfall,50.53
"Richard Luce, Baron Luce",50.14
"Ian Burnett, Baron Burnett of Maldon",50.14
Matrilineally,50.0
The Independent,49.76
Raleigh International,49.7
John Wakeham,49.58
Edward V of England,49.55
Dexter and sinister,49.41
RAF Valley,49.25
Clan Stewart of Appin,49.15
"Bruce Murray, 12th Duke of Atholl",49.14
Lord High Constable of Scotland,49.09
Kildare,48.86
Eamon Martin,48.4
Stockholm,48.27
"Henry Frederick, Prince of Wales",48.16
"James, Duke of Rothesay (born 1540)",48.04
Rodrigues,47.55
Clay pigeon shooting,46.79
Republicanism,46.76
Liechtenstein,46.64
Angela McLean (biologist),45.71
Kingdom of the Netherlands,45.32
Northwest Territories,45.28
"Edgar Stuart, Duke of Cambridge",45.16
Arthur B. McDonald,45.0
Prince of Wales's feathers,44.73
Principality of Wales,44.54
Sub-lieutenant,44.33
Edward the Black Prince,44.27
Jordan,44.02
Daily Star (United Kingdom),43.82
Britannia Royal Naval College,43.81
Alister Jack,43.75
David Cameron,43.47
"Edward of Westminster, Prince of Wales",43.3
Qatar,42.9
"Arthur, Prince of Wales",42.85
Stephen Fry,42.72
"Andrew Bruce, 11th Earl of Elgin",42.43
Government of Canada,42.3
Childline,41.86
English Cocker Spaniel,41.76
Roundel (heraldry),41.71
"Euphemia Stewart, Countess of Strathearn",41.54
Rashid Sunyaev,41.38
Joseph Stiglitz,41.29
Wokingham,41.25
"Henry, Duke of Cornwall",41.17
Reparations for slavery,40.96
Jock Stirrup,40.91
Fauna and Flora International,40.74
Foreign Office,40.64
Ian Watmore,40.57
The New York Times,40.56
Honours degree,40.26
Lingkana Palace,40.2
Denis Follows,40.0
Prime Minister of the United Kingdom,39.91
Charles Clegg (footballer),39.62
Sable (heraldry),38.89
Laurens van der Post,38.89
King of Scots,38.18
Harold Warris Thompson,38.18
Japan,37.91
Roger D. Kornberg,37.85
British Trust for Ornithology,37.84
HSBC,37.58
Bert Millichip,37.5
David Bernstein (executive),37.5
Saint Vincent and the Grenadines,37.26
Tressure,37.21
Supreme Court of New Zealand,37.12
"Peter St Clair-Erskine, 7th Earl of Rosslyn",37.01
Geography,36.93
Daily Telegraph,36.66
"David Wilson, Baron Wilson of Tillyorn",36.65
Australia 2022 FIFA World Cup bid,36.64
John Key,36.47
BBC,36.39
Kingdom of Gwynedd,36.36
Scallop,36.29
"Peregrine Cavendish, 12th Duke of Devonshire",36.27
Thames Diamond Jubilee Pageant,35.9
Prince Alexander John of Wales,35.25
The Times of India,34.9
Australia,34.85
Swansea,34.82
Kingdom of Great Britain,34.79
World War I,34.71
Lord of the Isles,34.69
Canadian Heraldic Authority,34.3
Lord Privy Seal,34.1
Ministry of Defence (United Kingdom),34.09
The Scotsman,33.51
Internship,33.37
Belize,33.34
Moderator of the Presbyterian Church in Ireland,33.33
Bhutan,33.33
Monaco,33.24
World Bank,33.18
Andrzej Duda,32.99
Māori people,32.9
The Times,32.63
CNN,32.41
Banner of arms,32.23
Brexit,31.97
King's College London,31.9
Royal Society,31.66
Yunnan,31.39
Auckland,31.06
Brian Barwick,30.36
Carl XVI Gustaf,29.75
Robert II of Scotland,29.48
The Observer,29.16
Fleur de lys,29.07
Tuvalu,28.61
Secretary of State for Scotland,28.57
Ebenezer Cobb Morley,28.5
James I of Scotland,28.49
Reuters,28.42
Grenada,28.37
Fairfax New Zealand,27.68
Cornwall,27.64
"James Mackay, Baron Mackay of Clashfern",27.61
Land management,27.57
Christine Holt,27.5
Royal Marsden Hospital,27.45
Sweden,27.2
Ben Summerskill,27.03
Arms of Canada,26.79
Barack Obama,26.78
Wellington,26.26
Papua New Guinea,26.24
Canada,26.14
Stanley Rous,26.04
Cross country running,25.97
White House,25.88
Denmark,25.85
Daily Mail,25.76
"Alexander Stewart, Duke of Rothesay",25.74
Tony Blair,25.28
Boeing C-17 Globemaster III,25.23
Tokyo Imperial Palace,25.07
Morocco,24.84
United Kingdom,24.79
Lord Chief Justice of England and Wales,24.41
The Crown (TV series),24.23
Lord Chancellor,23.71
Defacement (flag),23.41
Mental health,23.39
"Robert Gascoyne-Cecil, 7th Marquess of Salisbury",23.37
Luxembourg,23.09
Argent,22.85
Time (magazine),22.83
Investiture,22.73
Water polo,22.43
Victoria (Australia),22.28
Royal coat of arms of Scotland,22.15
Nicola Sturgeon,22.13
Colonialism,21.4
The Bahamas,21.24
Kuwait,21.21
FIFA,20.95
"Ernest Augustus, Crown Prince of Hanover",20.62
David Leigh (scientist),20.55
Associated Press,20.52
"Malise Graham, 1st Earl of Menteith",20.0
Swahili language,19.65
James III of Scotland,19.63
Attitude (magazine),19.56
James Gimzewski,19.44
Spain,19.36
New Zealand,19.3
Norway,18.62
High Steward of Scotland,18.58
Elin Jones,18.25
The Big Issue,18.07
David White (officer of arms),17.65
The Guardian,17.64
Akihito,17.63
Surat,17.45
Saint Lucia,17.42
New South Wales,17.41
McDonald's,17.31
Bezant,16.91
Blackadder,16.85
Welsh Rugby Union,16.63
Deutsche Presse-Agentur,16.36
Royal Navy,16.12
Brunei,15.7
IMDb,15.6
Elizabeth Roads,14.89
Stuff.co.nz,14.38
"Rupert Ponsonby, 7th Baron de Mauley",14.16
Crystal Palace F.C. (1861),14.06
Lord Lyon King of Arms,13.89
Royal Badge of Wales,13.73
Attitude (heraldry),13.68
"Gille Brigte, Earl of Strathearn",13.64
James VI and I,13.52
Kingdom of Ireland,11.86
James II of Scotland,11.85
"Presidential Palace, Warsaw",11.81
Belgium,11.58
Lord Great Chamberlain,11.48
Daily Express,10.27
2011 Tōhoku earthquake and tsunami,10.25
History of art,9.95
Flying officer,9.82
Newsbeat,9.74
The London Gazette,9.48
"John Morris, Baron Morris of Aberavon",9.36
Thailand,7.97
"Mervyn King, Baron King of Lothbury",7.85
Canada Day,7.83
Michel Chrétien,7.5
Sheriff Principal,7.41
BBC One,7.18
List of Ambassadors and High Commissioners to the United Kingdom,6.55
Llandaff,6.31
James Francis Edward Stuart,5.27
Jamaica,4.97
Archbishop of Armagh (Church of Ireland),4.08
Archbishop of Dublin (Church of Ireland),4.0
Blackheath F.C.,3.44
100 Women in Hedge Funds,3.23
USA Today,3.2
Bishop of Winchester,2.54
"Robert, Earl of Strathearn",1.75
Aston Villa F.C.,0
Duke of Rothesay,0
Ducati 1198,0
"Malise IV, Earl of Strathearn",0
Heir apparent,0
List of covers of Time magazine (1990s),0
Royal Berkshire Hospital,0
Wales Air Ambulance,0.0
William & Catherine: A Royal Romance,0
"Alastair Windsor, 2nd Duke of Connaught and Strathearn",0
"St Mary's Hospital, London",0
Prince of Scotland,0
"Maurice Roche, 4th Baron Fermoy",0
Spencer family,0
Candle in the Wind 1997,0
"Birgitte, Duchess of Gloucester",0
Windrush generation,0
"Albert Spencer, 7th Earl Spencer",0
Mayors in Northern Ireland,0
Nazrin Shah of Perak,0
Andrew Morton (writer),0
Baron Carrickfergus,0
Wedding dress of Lady Diana Spencer,0
Tribunal d'instance,0.0
"Funeral of Diana, Princess of Wales",0
List of covers of Time magazine (2010s),0
Earl of Strathearn,0
Elton John,0
Polo,-0.23
Senedd,-0.54
Nelson Mandela Children's Fund,-0.78
British undergraduate degree classification,-1.16
James V of Scotland,-2.29
Chung Mong-joon,-2.73
Cambridge Airport,-3.68
GCE Advanced Level,-4.97
Richard II of England,-6.16
Graham Doggart,-6.25
CTV News,-6.49
Daily Mirror,-7.65
Elish Angiolini,-8.06
Chris Goodnow,-10.0
Parliament Hill,-10.67
Westland Sea King,-13.03
Gossip magazine,-13.87
Jonathan Keating,-14.04
James IV of Scotland,-14.83
BBC Television,-20.82
BBC News,-21.45
"Richard of York, 3rd Duke of York",-23.92
The Daily Telegraph,-24.97
Red box (government),-28.16
Wales national football team,-100.0
Walt Disney World,-100.0
Martin Buck,-100.0
David Brewer (broker),-100.0
Tupoutoʻa ʻUlukalala,-100.0
UEFA Euro 2020,-100.0
The Sydney Morning Herald,-100.0
Russian invasion of Ukraine,-100.0
2011 Christchurch earthquake,-100.0
Burt Totaro,-100.0
Sebastian Roberts,-100.0
2022 FIFA World Cup,-100.0
Galway,-100.0
Uki Goñi,-100.0
Telethon,-100.0
"Falmouth, Cornwall",-100.0
Bandy,-100.0
Stephen Cottrell,-100.0
Vaucluse,-100.0
Speaker of the House of Commons (United Kingdom),-100.0
Blackfriars Bridge,-100.0
Disasters Emergency Committee,-100.0
"Walter Stewart, Earl of Atholl",-100.0
Henning Sirringhaus,-100.0
"David Stewart, Duke of Rothesay",-100.0
