File,Percent Increase
Nervous breakdown,153.22
The Stroke Association,152.63
Decree nisi,152.45
Princess Margaret of Connaught,150.73
Willie Hamilton,150.68
Depression (mood disorder),147.96
John Minton (artist),145.45
"John Ryder, 5th Earl of Harrowby",144.44
Theo Aronson,144.19
Princess Mary of Great Britain,139.61
Kensington Palace,137.16
Randolph Churchill,136.76
Bermuda,134.7
House of Windsor,132.83
Theudas,131.71
Queen Elizabeth II Coronation Award,130.38
Alexandra of Denmark,129.86
HMY Britannia,129.1
Castaway,128.8
Royal Marriages Act 1772,127.34
Lucy Cohu,126.03
Abdication crisis,125.49
"Princess Alexandra, The Honourable Lady Ogilvy",124.5
Scala Theatre,124.39
"Claude Bowes-Lyon, 14th Earl of Strathmore and Kinghorne",123.53
"Princess Alice, Countess of Athlone",122.98
Winston Churchill,122.94
"Frances Bowes-Lyon, Countess of Strathmore and Kinghorne",122.92
Maud of Wales,120.97
"Cecilia Bowes-Lyon, Countess of Strathmore and Kinghorne",119.59
Louisa Cavendish-Bentinck,119.41
Princess Amelia of the United Kingdom,118.72
British royal family,115.2
Oliver Messel,113.99
Dominion,113.89
Princess Margaret Rose Cave,113.21
Princess Victoria Melita of Saxe-Coburg and Gotha,112.78
Princess Augusta of Cambridge,111.26
Marie Claire,109.17
CBC News,108.87
Coat of arms of Ireland,107.06
"St George's Chapel, Windsor Castle",106.67
Princess Margaret Cancer Centre,106.25
Chancellor of Keele University,105.88
Hugo Vickers,103.85
"Francis, Duke of Teck",102.83
Princess Sophia of the United Kingdom,102.65
Tuvalu,101.31
"Louise, Princess Royal",101.08
Mick Jagger,100.46
Sarah Bradford,98.65
Vanessa Kirby,98.54
"Prince George, Duke of Kent",98.39
Royal Family Order of King George V,97.67
Dynasty,97.05
Civil List,97.0
Princess Margaret School,95.12
Provisional Irish Republican Army,94.68
Prince of Wales,93.79
"Princess Mary, Duchess of Gloucester and Edinburgh",92.92
Peter Sellers,92.7
Charles Cavendish-Bentinck (priest),91.14
Royal Households of the United Kingdom,90.45
Glamis Castle,89.91
"Claude Bowes-Lyon, 13th Earl of Strathmore and Kinghorne",88.99
The Archers,87.5
Princess Sibylla of Saxe-Coburg and Gotha,85.62
LMS Princess Royal Class 6203 Princess Margaret Rose,84.21
Second World War,82.69
Church of England Newspaper,82.14
Princess Patricia of Connaught,81.73
Royal Standard of the United Kingdom,81.54
"Princess Alexandra, 2nd Duchess of Fife",79.72
Heir presumptive,77.86
Westminster Abbey,76.95
Commonwealth of Nations,76.78
Mass-Observation,75.73
Birmingham Royal Ballet,75.54
List of honours of the British royal family by country,75.41
Danny Kaye,74.74
Order of the Precious Crown,71.59
Burberry,70.95
Swan Lake,70.33
Sophia Loren,69.96
London Palladium,69.45
London Gazette,69.31
Snob,69.17
Royal Windsor Horse Show,68.6
"John Scott, 9th Duke of Buccleuch",68.19
The King's Speech,67.94
Princess Margaret Hospital (Hong Kong),66.67
Bermuda Regiment,66.34
Venerable Order of St John,66.27
Christian Dior,65.69
Sophia Dorothea of Hanover,65.39
Lewis Williams Douglas,65.35
Tenovus Cancer Care,64.58
Royal Highness,63.29
20th Century Press Archives,62.7
Parish register,62.6
Gore Vidal,62.42
Michael Munn,61.54
Princess Caroline Mathilde of Saxe-Coburg and Gotha,60.77
"Claus Moser, Baron Moser",56.92
Children's Hour,56.62
Order of the Brilliant Star of Zanzibar,56.52
Children 1st,55.56
Pneumonia,54.38
Sir Alan Lascelles,51.95
Girlguiding UK,51.89
Famous Grouse,51.22
"Douglas Hogg, 1st Viscount Hailsham",51.03
German National Library of Economics,50.59
Girl Guides,50.5
Air attaché,50.24
Town house,50.0
Confirmed,50.0
"The Mall, London",49.1
British Vogue,48.84
British throne,48.07
Lyndon B. Johnson,47.54
Lord Chancellor,47.38
St James's Palace,47.03
Jane Byrne,46.81
Ronald Searle,45.79
Leslie Weatherhead,44.96
Michael I of Romania,44.94
Lady Bird Johnson,44.34
Royal Ascot,43.55
Irv Kupcinet,43.22
Caroline Matilda of Great Britain,42.46
Craig Brown (satirist),42.39
J. R. Clynes,41.61
Royal Opera House,41.33
Ramona Marquez,40.33
Gastroenteritis,40.12
Royal coat of arms of the United Kingdom,39.92
Media circus,39.49
The Establishment,39.23
Princess Elizabeth of Great Britain,38.76
Terrence Higgins Trust,38.49
Can-can,38.35
Canada,37.99
Prince Philip,37.93
Migraine,37.74
Cliff Richard,36.64
Jamaica,36.53
Kenneth Rose,36.49
New Zealand Gazette,35.9
News of the World,35.71
Marie of Romania,35.5
Birth registration,35.29
NSPCC,35.14
Privy Council of the United Kingdom,35.1
Order of the Crown (Belgium),34.94
The Frogs,34.45
Frank Sinatra,34.13
Mirabelle (London restaurant),33.7
Statute of Westminster 1931,33.29
Daily Mirror,32.58
Scottish Ballet,32.56
Princess Amelia of Great Britain,32.06
"Ernest Augustus, Crown Prince of Hanover",32.06
Triskaidekaphobia,31.77
Zanzibar,31.51
John Turner,31.45
Daily Express,31.39
Inheritance tax,30.51
Princess Ingrid of Sweden,30.43
Princess Marie Louise of Hanover,30.39
Princess Marie of Hanover,30.12
Home Secretary,30.08
Queen Alexandra's Royal Army Nursing Corps,29.37
"Anne, Princess Royal and Princess of Orange",29.36
Bronchitis,29.27
Princess Frederica of Hanover,28.52
Uganda,28.27
The Independent,27.81
The Royal Ballet,27.55
Netherlands,27.3
Labour Party (UK),26.79
Frederica of Hanover,26.75
Princess Sophia of Gloucester,26.46
News Chronicle,26.32
Spitting Image,25.89
St John Ambulance,24.85
White House,24.71
Princess Augusta of Great Britain,24.04
Show jumping,23.92
Swaziland,23.65
Royal Anglian Regiment,23.57
Peter Pan,23.24
Brownie (Girl Guides),23.05
Margot Fonteyn,22.86
Princess Louisa of Great Britain,22.67
The Beatles,22.64
Japan,22.18
The Manchester Guardian,21.43
Church of England,21.15
Governess,20.93
Coat of arms of England,20.35
New Zealand,20.31
World War II,20.1
Monty Python's Flying Circus,20.03
Civil marriage,19.65
Mod (subculture),19.23
J. M. Barrie,18.94
Pyotr Ilyich Tchaikovsky,18.72
Hereditary monarchy,18.66
Kenneth Tynan,18.49
Royal Newfoundland Regiment,18.47
Dictionary of National Biography,18.34
Transient ischemic attack,17.24
Order of the Crown of India,16.87
Christie's,16.45
Princess Caroline of Gloucester,16.35
East End of London,16.31
Philippines,16.15
Slough,16.06
The Times,15.54
Calypso music,14.76
Desert Island Discs,14.7
Gallup poll,14.4
Alcoholic hepatitis,13.68
Eucharist,13.23
Louise of Great Britain,12.77
David Niven,12.37
Belgium,11.15
Age disparity in sexual relationships,10.9
Order of the Netherlands Lion,10.87
United Kingdom,10.83
Bohemianism,9.78
Sunday Express,8.67
The Daily Telegraph,6.5
Belfast,6.33
Caesarean section,4.92
Royal College of Nursing,4.44
Laryngitis,4.35
Royal Highland Fusiliers,2.14
The London Gazette,1.72
Piccadilly,0.78
Prime Minister of Canada,0
Michael Maclagan,0
Vivienne Westwood,0
The National Archives (United Kingdom),0
Australia,0
Smoking,0
BBC,0
National Trust,0
GMT,-8.96
Divorce in England and Wales,-14.16
"John Spencer-Churchill, 11th Duke of Marlborough",-100.0
Pantomime,-100.0
"Diana, Princess of Wales",-100.0
Light Dragoons,-100.0
Wallis Simpson,-100.0
King Edward VIII,-100.0
Peter Townsend (RAF officer),-100.0
"Colin Tennant, 3rd Baron Glenconner",-100.0
Archbishop of Canterbury,-100.0
Mustique,-100.0
Princess Victoria Melita of Edinburgh,-100.0
Princess Margaret Hospital for Children,-100.0
Norman Hartnell,-100.0
"David Armstrong-Jones, 2nd Earl of Snowdon",-100.0
The Crown (TV series),-100.0
"Princess Alice, Duchess of Gloucester",-100.0
Princess Margaret Road,-100.0
Robin Douglas-Home,-100.0
The Royal Highland Fusiliers of Canada,-100.0
Queen Elizabeth II,-100.0
Windsor Castle,-100.0
Margaret Greville,-100.0
Princess Margaret (disambiguation),-100.0
Royal Family Order of King George VI,-100.0
Geoffrey Fisher,-100.0
Dominica,-100.0
Royal Victorian Chain,-100.0
"Antony Armstrong-Jones, 1st Earl of Snowdon",-100.0
Tim Heald,-100.0
Eddie Fisher,-100.0
Les Jolies Eaux,-100.0
Honorary Air Commodore,-100.0
Abra Prentice Wilkin,-100.0
Bailiff Grand Cross of the Order of St John,-100.0
Companion of the Order of the Crown of India,-100.0
Sharman Douglas,-100.0
Knight Grand Cross of the Royal Victorian Order,-100.0
Rab Butler,-100.0
David Bowes-Lyon,-100.0
Dennis Canavan,-100.0
Alec Douglas-Home,-100.0
Lady Sarah Chatto,-100.0
Cosmo Gordon Lang,-100.0
Anthony Eden,-100.0
"Michael Alfred Rufus Isaacs, 3rd Marquess of Reading",-100.0
Sandringham House,-100.0
"Rosemary Pratt, Marchioness Camden",-100.0
"Serena Armstrong-Jones, Countess of Snowdon",-100.0
"Augustus Bampfylde, 2nd Baron Poltimore",-100.0
Elizabeth Bowes-Lyon,-100.0
"Robert Gascoyne-Cecil, 5th Marquess of Salisbury",-100.0
Royal Archives,-100.0
The Queen's Sister,-100.0
King Edward VII's Hospital,-100.0
King George VI,-100.0
"Patrick Anson, 5th Earl of Lichfield",-100.0
Leslie Hutchinson,-100.0
Marion Crawford,-100.0
Counsellor of State,-100.0
Tooro Kingdom,-100.0
Winfield House,-100.0
Daniel Chatto,-100.0
Keith Miller,-100.0
