File,Percent Increase
1853 Copenhagen cholera outbreak,123.48
2020s in United Kingdom political history,150.6
2020s,600.06
2020 stock market crash,-100.0
2010s Haiti cholera outbreak,1006.13
2021 in science,-100.0
735–737 Japanese smallpox epidemic,462.92
Ai Fen,1783.52
2015–2016 Zika virus epidemic,140.81
2005 dengue outbreak in Singapore,342.58
2018 Middle East respiratory syndrome outbreak,-100.0
Air charter,0
1924 Los Angeles pneumonic plague outbreak,-100.0
Ahmed Aboul Gheit,0
2020 Russia–Saudi Arabia oil price war,619.63
2020 in science,133.59
2019 Philippines measles outbreak,-100.0
1775–1782 North American smallpox epidemic,0
1974 smallpox epidemic in India,1551.77
2019 Pacific Northwest measles outbreak,155.08
2009–2010 West African meningitis outbreak,343.18
2014 Democratic Republic of the Congo Ebola virus outbreak,-8.71
2013 Swansea measles epidemic,105.0
2020,83.87
21st century Madagascar plague outbreaks,1285.22
2009 Gujarat hepatitis outbreak,1137.82
1563 London plague,135.55
2022 in sports,0
2021,0
2006 dengue outbreak in India,352.42
2023,30.75
2022,0
2020s in music,55.01
2015 Indian swine flu outbreak,1399.25
1793 Philadelphia yellow fever epidemic,221.6
1899–1923 cholera pandemic,657.25
2020 in politics and government,659.89
1972 Yugoslav smallpox outbreak,-100.0
2021 in sports,0
2019 New York measles outbreak,87.4
2007 Iraq cholera outbreak,216.67
1770–1772 Russian plague,171.01
2020 in art,-100.0
2019 Samoa measles outbreak,-100.0
2018 Équateur province Ebola outbreak,397.03
1994 plague in India,575.3
3D printing,0
2020 in sports,-100.0
2013 dengue outbreak in Singapore,90.0
African Union,43.47
ABC News,154.08
2018 Nipah virus outbreak in Kerala,887.18
2023 in sports,108.89
2014 Odisha jaundice outbreak,1381.33
2011 dengue outbreak in Pakistan,638.79
2019 Kuala Koh measles outbreak,71.01
Ageusia,125.54
1961–1975 cholera pandemic,167.55
2019 Tonga measles outbreak,51.64
1837 Great Plains smallpox epidemic,62.34
1847 North American typhus epidemic,46.09
2006 dengue outbreak in Pakistan,229.67
2020s in science and technology,70.0
2009 Bolivian dengue fever epidemic,108.08
2020s in political history,-100.0
2002–2004 SARS outbreak,384.05
1629–1631 Italian plague,734.7
Acquired immunity,279.25
1863–1875 cholera pandemic,1102.81
2015 Middle East respiratory syndrome outbreak in South Korea,367.12
1854 Broad Street cholera outbreak,325.31
2008 Zimbabwean cholera outbreak,895.51
2016 Angola and DR Congo yellow fever outbreak,114.42
"2012 yellow fever outbreak in Darfur, Sudan",190.48
2009 swine flu pandemic,0
1826–1837 cholera pandemic,560.62
2018 Madagascar measles outbreak,14.91
1947 New York City smallpox outbreak,140.74
COVID-19 pandemic,49877.71
2020 United States presidential election,151.13
1881–1896 cholera pandemic,568.28
1817–1824 cholera pandemic,1065.96
1846–1860 cholera pandemic,246.85
Aerosol,233.81
2020s in film,54.33
2020s in spaceflight,204.78
2017 Gorakhpur hospital deaths,61.22
2003 Midwest monkeypox outbreak,980.91
