File,Percent Increase
Eden Hazard,1179.44
Own goal,1047.32
Ahmed Musa,27893.55
Kia Motors,54.97
1954 FIFA World Cup squads,140.55
List of football clubs in Russia,0
Mamayev Kurgan,1163.36
1994 FIFA World Cup squads,263.76
Milorad Mažić,1496.51
2018 FIA World Rallycross Championship,326.77
2014 FIFA World Cup bids,0
FIS Ski Flying World Championships 2018,-100.0
European nations at the FIFA World Cup,0
David Cameron,97.03
Edson Álvarez,1485.15
The Times of Israel,-100.0
Panama national football team,1614.56
The Moscow Times,28.03
Antoine Griezmann,1129.4
ESPN,52.45
Prime Minister of the United Kingdom,120.31
Dylan Bronn,5542.11
Sergio Agüero,438.31
Morocco national football team,1785.11
Jan Bednarek (footballer),1185.98
Stephan Lichtsteiner,632.66
Ricardo Quaresma,1769.05
Russia national football team,1424.87
List of FIFA World Cup finals,0
Carlos Sánchez Moreno,3177.69
Mengniu Dairy,518.76
Russian Premier League,149.47
2018 World Fencing Championships,329.93
Portugal national football team,462.91
Adidas Telstar 18,0
2018 World Rally Championship,183.8
Emil Forsberg,2352.63
Jordan Henderson,964.42
Harry Maguire,14449.94
Michael Krohn-Dehli,1623.18
Russia national under-20 football team,120.0
Rostov-on-Don,935.52
ABC News (Australia),43.45
Argentine Football Association,322.46
Grozny,173.73
Aziz Bouhaddouz,3963.15
Copa América,0
Rostov Arena,1124.62
Juan Cuadrado,0
YouTube,7.82
Reuters,34.0
New Caledonian Football Federation,607.14
Ferjani Sassi,9373.63
Denmark national football team,1065.15
Du (company),-100.0
Russian Foreign Ministry,60.42
Gehad Grisha,3537.06
Hispanic and Latino Americans,29.11
BeIN Sports,165.31
India Today,24.15
Video assistant referee,3666.53
Volgograd International Airport,392.93
Jan Vertonghen,687.95
"Roshchino, Leningrad Oblast",1930.0
UA:PBC,67.57
Judge,-0.47
Yaroslavl,163.71
Paul Pogba,0
2018 FIFA World Cup broadcasting rights,631.49
Chung Mong-joon,183.51
2018 Acrobatic Gymnastics World Championships,52.27
Mauricio Espinosa,1165.62
World Rapid Chess Championship,79.54
Hisense,0
Felipe Baloy,3835.95
"Nacho (footballer, born 1990)",0
FIFA World Rankings,1848.84
2018 World Lacrosse Championship,480.17
Bamlak Tessema Weyesa,0
Chile national football team,236.73
Michy Batshuayi,787.23
Fahad Al-Mirdasi,460.44
2018 FIM Women's Motocross World Championship,42.65
Ivory Coast national football team,186.9
Verkhneuslonsky District,460.54
Fyodor Smolov,1601.62
Joe Fletcher (referee),5533.33
2014 FIFA World Cup officials,562.1
Samuel Umtiti,2949.89
Central Stadium (Yekaterinburg),978.06
Cosmos Arena,823.86
Costa Rica national football team,946.28
The Korea Herald,73.42
Mehdi Abid Charef,0
Yonhap,104.97
Salem Al-Dawsari,1337.3
The Football Association,169.09
