File,Percent Increase
Japan,119.77
Evan Lysacek,1445.12
List of Olympic medalists in gymnastics (women),4950.55
Gymnastics at the 2000 Summer Olympics – Women's vault,1117.99
Kyle Snyder (wrestler),3691.37
Hungary at the 1992 Summer Olympics,0
Selena,140.37
Pak Se-ri,153.57
Jordyn Wieber,1914.18
HuffPost,39.84
United Airlines Flight 93,90.5
Edwin Moses,2463.28
The Guardian,54.63
Ronda Rousey,75.54
Gymnastics at the 1928 Summer Olympics – Women's artistic team all-around,2313.04
Lawson Little,-100.0
Kristen Shaldybin,132.0
Voice of America,116.8
U.S. Classic,322.86
Kelly Miller (basketball),200.0
Kyla Ross,1899.46
"Huntsville, Texas",151.95
Joanne Herring,464.31
James E. Sullivan Award,230.72
Karen Hughes,-100.0
Gina Gogean,883.9
2020 in artistic gymnastics,480.25
Wilhelmina Ruth Delco,108.33
Ester Ledecká,0
2015 City of Jesolo Trophy,226.09
Harriet O'Neill,0.0
Gymnastics at the 1984 Summer Olympics – Women's artistic team all-around,1101.73
Teen Choice Awards,27.5
Gymnastics at the 2016 Summer Olympics,3537.98
Yelena Davydova,5889.8
Márta Károlyi,2570.58
Ashley Postell,73.08
NCAA,175.81
Alex Diab,1146.81
Germany at the 1936 Summer Olympics,750.0
Henrietta Ónodi,457.93
Brandon Briones,2197.18
1970 World Artistic Gymnastics Championships,216.42
USA Gymnastics,1978.61
Amy Palmiero-Winters,334.21
Horace Ashenfelter,201.18
Aaronetta Hamilton Pierce,100.0
Gymnastics at the 1996 Summer Olympics – Women's artistic team all-around,1218.15
Glenn Davis (athlete),643.65
Gymnastics at the 1984 Summer Olympics – Women's floor,630.43
Soviet Union at the 1988 Summer Olympics,1024.76
Judy Rankin,660.16
Code of Points (artistic gymnastics),1882.55
Ann Stuart,0
2019 in artistic gymnastics,484.62
Elsa Murano,-100.0
Gymnastics at the 1992 Summer Olympics – Women's artistic individual all-around,2414.01
Simona Amânar,1152.34
Brody Malone,9828.24
Jonah Lomu,96.19
United States,25.21
Věra Čáslavská,645.83
Kara Eaker,5696.6
2015 in artistic gymnastics,281.82
Senfronia Thompson,9093.62
Tommie Smith,415.75
Gymnastics World Championships,577.19
Mary Lavinia Griffith,86.67
Brenna Dowell,122.14
Jimmy Connors,738.09
Althea Gibson,339.48
Parry O'Brien,872.19
Cornelius Warmerdam,303.7
The Daily Beast,71.92
Peyton Manning,545.8
Edna Gardner Whyte,27.59
Lilia Podkopayeva,1221.1
2006 World Artistic Gymnastics Championships,362.58
The Hollywood Reporter,94.8
Bridget Sloan,3750.0
Paul Hamm,2530.18
Glamour Awards,111.62
Wayback Machine,32.55
Elena Piskun,109.68
World Gymnastics Championships,514.14
International Federation of Gymnastics,415.46
2020 FIG Artistic Gymnastics World Cup series,525.51
Kidney stone,151.8
Martina Navratilova,2252.11
Margaret Pease Harper,3.45
Terry Hershey,45.45
Gymnastics at the 1980 Summer Olympics – Women's vault,303.85
1983 World Artistic Gymnastics Championships,350.82
Maya Moore,2062.62
Romania at the 1996 Summer Olympics,2155.29
Caeleb Dressel,8094.94
Maurice Greene (sprinter),1138.87
Cecile Canqueteau-Landi,3874.06
Tamara Manina,459.62
Jennifer Boykin,515.7
Brazil at the 2020 Summer Olympics,3251.39
Rosa Ramirez Guerrero,8.33
Olympic Games,1003.35
World Artistic Gymnastics Championships – Women's vault,405.36
2018 World Artistic Gymnastics Championships,622.11
Li Shijia,396.2
Tokyo,0
Barney Berlinger,61.54
Arthur Ashe Courage Award,1698.6
Gymnastics at the 1956 Summer Olympics – Women's artistic team all-around,881.4
Ship sponsor,442.86
Olesya Dudnik,0
Cheng Fei,705.6
1985 World Artistic Gymnastics Championships,141.03
The Washington Post,80.12
Elena Zamolodchikova,419.11
Jesolo,127.44
Trevor Ringland,87.34
Doc Blanchard,47.35
Alec Yoder,5359.55
Gymnastics at the 2016 Summer Olympics – Women's vault,2249.03
Dick Button,275.45
Iryna Krasnianska,0
Gymnastics at the 2012 Summer Olympics – Women's artistic team all-around,1993.06
Maria Bueno,2034.34
Senate Judiciary Committee,21.22
Tom Burnett,30.82
2020 U.S. Olympic Trials (gymnastics),2709.42
Gymnastics at the 2000 Summer Olympics – Women's artistic team all-around,1285.79
Gymnastics at the 2012 Summer Olympics – Women's floor,631.28
Bill Russell,202.63
Andreea Răducan,597.1
Sunisa Lee,17627.56
Aurelia Dobre,180.17
BBC Sports Personality World Sport Star of the Year,307.35
Bobby Morrow,857.14
Nancy Lopez,254.55
ISBN (identifier),0
Monica Seles,528.66
Charlotte Drury,459.97
2020 Summer Olympics,2666.1
Soviet Union at the 1976 Summer Olympics,1126.36
2018 in artistic gymnastics,429.41
Mary Kay Ash,15.43
Ludmila Belousova,110.71
"Nike, Inc.",30.36
Houston Chronicle,317.47
Gymnastics at the 1964 Summer Olympics – Women's artistic team all-around,782.86
2016 Simone Biles gymnastics season,4135.61
Gymnastics at the 1996 Summer Olympics – Women's vault,484.21
NPR,0
Kate Atkinson Bell,57.89
Yelena Isinbayeva,1555.52
Gymnastics at the 1976 Summer Olympics – Women's artistic team all-around,957.69
1934 World Artistic Gymnastics Championships,0.0
Angelique Kerber,8003.62
World Champions Centre,2959.88
Russian Olympic Committee athletes at the 2020 Summer Olympics,7721.04
Romania at the 1980 Summer Olympics,1088.89
2014 in artistic gymnastics,54.17
Netherlands at the 1928 Summer Olympics,0
Gymnastics at the 1996 Summer Olympics – Women's artistic individual all-around,2376.39
The Straits Times,60.06
2021 in artistic gymnastics,1861.22
Diana Taurasi,3796.53
Unified Team at the 1992 Summer Olympics,2587.21
Ecaterina Szabo,926.33
Mark O'Meara,374.05
Axios (website),60.55
Glenna Goodacre,56.98
Yul Moldauer,19505.49
Gymnastics at the 2016 Summer Olympics – Women's balance beam,1462.21
Bruce Baumgartner,0
Columbine High School massacre,1.01
Greg Louganis,1146.31
Mike Powell (long jumper),1484.29
Helena Rakoczy,277.78
United States at the 1996 Summer Olympics,2204.46
2017 U.S. National Gymnastics Championships,310.79
Erika Zuchold,196.3
CNN,116.9
World Artistic Gymnastics Championships – Women's individual all-around,1498.35
Hong Un Jong,1146.23
Mary Decker,251.75
United States women's national soccer team,972.91
Gil Dodds,83.33
Elena Gómez,101.43
Ukraine at the 1996 Summer Olympics,1215.65
Lila Cockrell,209.33
Ritalin,542.03
Gymnastics at the 2020 Summer Olympics – Women's uneven bars,0
David Cullen (basketball),120.83
Alice Marble,204.4
Amy Van Dyken,2312.72
Anne Armstrong,95.24
Monica Rokhman,2505.41
United States at the 2016 Summer Olympics,4698.63
Associated Press,50.44
Gymnastics elements named after Simone Biles,2971.43
Eleanor Montague,530.0
Vitali Klitschko,111.27
Genzebe Dibaba,1202.62
Zaevion Dobson,276.83
Shane Wiskus,13154.72
Aliaksei Shostak,2151.33
Jim MacLaren,123.08
AT&T Stadium,0
Laurent Landi,10167.91
45th People's Choice Awards,38.58
Gymnastics at the 1992 Summer Olympics – Women's floor,636.9
Gymnastics at the 2020 Summer Olympics – Women's artistic team all-around,17075.49
2005 World Artistic Gymnastics Championships,168.25
The Hershey Company,60.69
Alexander Naddour,1098.57
Russia at the 2000 Summer Olympics,1385.93
Maria Paseka,742.67
Romania at the 2000 Summer Olympics,1465.92
Jim Bausch,107.04
2015 U.S. National Gymnastics Championships,104.88
Gymnastics at the 1988 Summer Olympics – Women's artistic team all-around,853.82
Yurchenko (vault),6069.9
List of top female medalists at major artistic gymnastics events,2117.0
Michael Phelps,5284.67
Bob Richards,316.96
Oveta Culp Hobby,34.99
Donald Jackson (figure skater),64.15
Missy Franklin,5808.37
Soviet Union at the 1972 Summer Olympics,992.17
Lindsey Vonn,459.13
Maria Gorokhovskaya,2778.63
"Columbus, Ohio",28.22
Janica Kostelić,121.64
Andre Agassi,406.42
Maureen Connolly,843.54
United Airlines,-100.0
Roger Federer,2643.79
2017 World Artistic Gymnastics Championships,269.89
List of sports terms named after people,4531.0
Sandra Izbașa,567.32
Gap Inc.,-100.0
Mo'ne Davis,6580.5
Laura Zeng,896.31
Ekaterina Kalinchuk,0
Amateur Athletic Union,704.43
Alvia Wardlaw,64.0
Bill Toomey,602.14
Jack Nicklaus,269.84
Morgan Hurd,1288.65
The Atlantic,46.64
Barbara Jordan,34.97
"Arlington, Texas",45.93
Marion Jones,619.86
Kurt Thomas (gymnast),8169.85
Katie Ledecky,18137.16
Angelina Melnikova,13341.94
1992 World Artistic Gymnastics Championships,220.93
Janet Evans,5183.58
1979 World Artistic Gymnastics Championships,701.02
Soviet Union at the 1980 Summer Olympics,1339.52
Indianapolis,11.86
Novak Djokovic,6044.55
Renu Khator,99.52
Newport News Shipbuilding,-11.33
2019 ESPY Awards,1735.0
2016 U.S. Olympic Trials (gymnastics),-100.0
Andrew Rodriguez (American football),16.0
Michael Sam,-100.0
Jessica Gadirova,13163.64
Gymnastics at the 1988 Summer Olympics – Women's artistic individual all-around,2747.08
USA Gymnastics sex abuse scandal,3669.5
Boris Becker,2941.24
United States at the 2008 Summer Olympics,4885.88
Gymnastics at the 1964 Summer Olympics – Women's vault,0
Elena Shushunova,411.36
Cathy Freeman,524.36
Nadia Comăneci,1501.36
COVID-19 pandemic in the United States,12.19
Ginger Kerrick,105.75
Jim Abbott,-0.57
Simona Halep,1548.33
BBC News,59.31
Mike Tyson,70.54
John Pennel,468.42
Twitter,0
Mai Murakami,5714.71
Brittney Griner,7350.02
Tang Xijing,7133.73
Romania at the 2004 Summer Olympics,0
Robin Roberts (newscaster),2074.93
Ninfa Laurenzo,62.86
Olga Bicherova,371.79
Czechoslovakia at the 1948 Summer Olympics,554.29
"Spring, Texas",1234.47
Romania at the 1976 Summer Olympics,2165.52
Catholicism,0
The Independent,31.5
Charlie Ward,212.05
Pauline Schäfer,2239.76
United States at the 2012 Summer Olympics,4667.56
East Germany at the 1972 Summer Olympics,997.44
Cătălina Ponor,503.77
Shawn Johnson,1670.24
1997 World Artistic Gymnastics Championships,158.82
Sandra Day O'Connor,180.98
Soviet Union at the 1968 Summer Olympics,1261.19
Rebeca Andrade,27535.74
Maria Olaru,793.13
Soviet Union women's national gymnastics team,1264.63
Chellsie Memmel,359.01
Evonne Goolagong Cawley,19858.4
Keiko Tanaka-Ikeda,0
List of top female medalists at the World Artistic Gymnastics Championships,3309.57
Ronaldo (Brazilian footballer),158.13
Lili Mizuno,2695.31
Produnova,1245.22
Jamie Dantzscher,1213.25
Peggy Fleming,333.63
Kendra Scott,448.58
JJ Redick,193.58
Oksana Omelianchik,307.51
Romania at the 1984 Summer Olympics,1920.42
Gymnastics at the 1984 Summer Olympics – Women's artistic individual all-around,2312.76
Helen Stephens,700.0
Denisse López,3149.18
World Anti-Doping Agency,2543.56
Rio de Janeiro,56.23
Kiana Eide,96.15
Mal Whitfield,112.4
Gymnastics at the 1936 Summer Olympics – Women's artistic team all-around,573.91
1994 World Artistic Gymnastics Championships (Team),257.53
Procter & Gamble,40.9
Barani flip,224.64
Us Weekly,159.62
Lauren Carlini,3064.94
Dean Smith,114.1
Dancing with the Stars (U.S. TV series),12.83
Susan Combs,53.33
Björn Borg,394.68
Ksenia Afanasyeva,400.32
St. Louis,23.24
Kayla DiCello,2181.99
Gymnastics balance beam,1862.9
Laura Bush,52.58
Gymnastics at the 1960 Summer Olympics – Women's vault,318.18
Nancy Brinker,83.72
Karin Janz,309.2
Jacques Anquetil,520.83
Niki Lauda,54.0
Frank Shorter,678.21
Beth Tweddle,10526.39
2007 World Artistic Gymnastics Championships,162.35
Bone spurs,1046.79
China at the 2008 Summer Olympics,2673.33
Aliya Mustafina,851.86
Mikaela Shiffrin,-100.0
Hong Un-jong,550.99
Martha Wong,71.43
Joan Benoit,1856.64
Gymnastics at the 1952 Summer Olympics – Women's artistic individual all-around,1897.78
Jonathan Owens,4730.76
2013 U.S. National Gymnastics Championships,144.87
Sweden,19.89
Kathy Whitworth,1406.32
Mal Meninga,72.08
Nina Godiwalla,31.58
Nina Derwael,11630.52
Juliet V. García,273.91
Gymnastics at the 2000 Summer Olympics – Women's artistic individual all-around,2585.96
Daniela Silivaș,901.75
Gymnastics at the 1964 Summer Olympics – Women's individual all-around,958.62
2016 Summer Olympics,1660.15
Pat Tillman,184.48
Mark Spitz,2747.3
Judith Zaffirini,163.64
Maggie Haney,986.61
Amanar,1759.92
Ann Richards,51.22
Gymnastics at the 1980 Summer Olympics – Women's artistic team all-around,1148.0
Liz Carpenter,26.76
Sarah T. Hughes,24.56
Elena Delle Donne,552.01
Valeriy Brumel,575.46
2019 FIG Artistic Gymnastics World Cup series,380.2
Allan Bower,3337.04
Pamela Willeford,0.0
Alicia Sacramone,1849.79
1987 World Artistic Gymnastics Championships,150.51
Emergency room,65.38
Gymnastics at the 1992 Summer Olympics – Women's artistic team all-around,1449.58
2021 World Artistic Gymnastics Championships,637.22
Beth Daniel,397.08
Texas Women's Hall of Fame,57.14
Soviet Union,67.59
Kelly Holmes,1982.78
Aleksandr Tkachyov (gymnast),1541.82
COVID-19 pandemic in Japan,37.03
Gymnastics at the 1960 Summer Olympics – Women's artistic individual all-around,1434.57
Chris Evert,1660.93
McKayla Maroney,824.98
Rachael Denhollander,1519.3
Zina Garrison,381.5
2002 World Artistic Gymnastics Championships,260.75
Vanessa Ferrari,11418.67
United States at the 2020 Summer Olympics,4306.34
Michelle Kwan,157.41
USS Enterprise (CVN-80),205.02
Lydia Mendoza,30.6
2016 in artistic gymnastics,2420.93
Artistic gymnastics,3685.75
Lorena Ochoa,342.47
Keenan Reynolds (American football),480.0
Chi Cheng (athlete),0
Usain Bolt,1463.23
1974 World Artistic Gymnastics Championships,389.8
Eusébio,218.02
Nanning,5.69
Eva Bosáková,239.8
Carolyn Wright (Chief Justice),345.83
Jessica Long,7055.2
Mo Huilan,0
Shane Warne,0
Jim Ryun,335.7
Steffi Graf,667.78
Helen Jacobs,375.65
Sally Ride,161.27
Lavinia Miloșovici,1797.54
Lauren Anderson (dancer),21.28
Gymnastics at the 2016 Summer Olympics – Women's floor,1155.44
1966 World Artistic Gymnastics Championships,983.78
Eleanor Tinsley,425.0
Caitlyn Jenner,41.95
Ashton Locklear,1045.55
Octagon (sports agency),162.38
Bob Mathias,0
Shawn Johnson East,1992.13
Gymnastics at the 2012 Summer Olympics – Women's artistic individual all-around,2974.97
Larisa Iordache,2556.07
Laurie Hernandez,3246.37
Olympic Channel,1026.87
Eliud Kipchoge,4477.5
World Artistic Gymnastics Championships – Women's floor,645.16
Tide (brand),20.06
Mickey Wright,424.12
Danell Leyva,757.49
Rafael Nadal,1253.0
Ruth Sharp Altshuler,210.53
2010 World Artistic Gymnastics Championships,202.18
Lifetime (TV network),0
Francie Larrieu Smith,190.83
Czechoslovakia at the 1964 Summer Olympics,541.86
Rod Laver,1521.0
Oksana Chusovitina,5471.18
Natalia Kuchinskaya,769.92
Switzerland,72.36
Daiane dos Santos,5303.97
Natalia Yurchenko,1451.75
Sui Lu,402.82
Vault at the Olympics,3845.28
Fred Wilt,106.67
Sammy Lee (diver),249.64
1995 World Artistic Gymnastics Championships,241.76
Bill Walton,161.24
Carl Lewis,1408.72
Gymnastics at the 2012 Summer Olympics – Women's vault,718.38
Don Lash,142.86
Dancing with the Stars (U.S. season 23),69.14
Jemele Hill,334.78
Billie Jean King,612.23
Cristina Bontaș,426.97
Shelly-Ann Fraser,2073.68
John Kinsella (swimmer),463.08
Christia Adair,79.17
Klein Independent School District,38.07
MeToo movement,-100.0
Edward Arthur Thomas,0
Svetlana Khorkina,1181.2
Irma Rangel (Texas politician),4.88
Dewey Bozella,51.05
Dan Carter,85.62
Annette Strauss,31.75
Ezekiel Elliott,311.35
Gary Player,515.06
Garfield Sobers,176.07
100 Women (BBC),72.89
Shorty Awards,30.02
2019 U.S. Classic,402.27
Nadia Comaneci,0
Gymnastics at the 1996 Summer Olympics – Women's floor,462.2
Vlasta Děkanová,166.67
List of Olympic female artistic gymnasts for the United States,1025.62
2015 World Artistic Gymnastics Championships,447.35
Grace McCallum,6643.45
Loretta Claiborne,0
2019 U.S. National Gymnastics Championships,445.0
Appendicitis,13.35
Chris Brooks (gymnast),683.46
Summer Olympic Games,626.62
Marte Olsbu Røiseland,0
Gymnastics at the 1992 Summer Olympics – Women's vault,358.76
Gymnastics at the 2020 Summer Olympics – Women's artistic individual all-around,0
Joe Biden,120.71
Kathryn Plummer,2045.98
Kim Olson,623.19
George Weah,23.99
Gymnastics at the 2008 Summer Olympics – Women's artistic team all-around,2180.53
Moors (gymnastics),716.04
American football,0
UCLA,77.58
Ágnes Keleti,4980.81
Ebby Halliday,41.79
Tammie Jo Shults,42.07
1958 World Artistic Gymnastics Championships,241.03
Bobby Jones (golfer),233.79
Steve Palermo,261.88
Cristiano Ronaldo,229.33
Emilia Eberle,803.72
Serena Williams,656.93
Gymnastics at the 1972 Summer Olympics – Women's artistic individual all-around,2583.33
Richard Blumenthal,160.5
Yelena Shushunova,1279.2
President of the United States,37.35
Dancing with the Stars (U.S. season 24),242.66
Gymnastics at the 2004 Summer Olympics – Women's vault,433.85
Deng Linlin,892.94
Kay Granger,41.25
USA Today,102.33
Aly Raisman,2810.32
NBC News,101.41
International Olympic Committee,511.03
Sports Illustrated,109.16
Fan Ye (gymnast),445.95
2016 Pacific Rim Gymnastics Championships,1206.36
Jessica Ennis-Hill,4574.03
Floor (gymnastics),1625.9
Vikki Carr,230.92
Bill Bradley,91.39
Breanna Stewart,1976.03
ISSN (identifier),88.7
BBC Sport,29.15
Donna Lopiano,65.12
World Artistic Gymnastics Championships,1065.98
Gabrielle Kirk McDonald,150.0
Coco Miller,66.2
Brian Lara,65.41
Gymnastics at the 2016 Summer Olympics – Women's artistic individual all-around,3623.36
Jody Conradt,51.25
Laura van Leeuwen,1127.27
Tracy Austin,5190.41
2012 U.S. National Gymnastics Championships,464.58
Gymnastics uneven bars,1940.79
Liu Tingting (gymnast),726.56
Oleg Protopopov,131.06
1996 World Artistic Gymnastics Championships,154.81
Monica Roșu,461.05
Soviet Union at the 1952 Summer Olympics,856.67
Gymnastics at the 2020 Summer Olympics – Women's vault,0
Gymnastics at the 2000 Summer Olympics – Women's floor,739.33
Nellie Kim,1268.38
List of Olympic medal leaders in women's gymnastics,6771.27
Sam Mikulak,15281.15
Helene Madison,183.95
Silivas (gymnastics),1764.0
Marlene Hagge,51.47
Kevin Love,188.54
Doi (identifier),0
Hungary at the 1952 Summer Olympics,2150.0
2013 World Artistic Gymnastics Championships,443.33
Michael Johnson (sprinter),2819.08
Jim Valvano,271.62
Venus Williams,869.24
Madison Desch,433.33
Betty Hicks,213.51
China,24.61
Ana Padurariu,632.71
Sasha Farber,397.14
NBC Sports,287.61
1993 World Artistic Gymnastics Championships,392.86
Boris Shakhlin,1174.29
Academy of Achievement,-100.0
Debbie Meyer,822.45
Jury Chechi,2012.1
Kayla Williams (gymnast),164.36
COVID-19 pandemic,23.13
Tim Shaw (swimmer),306.41
Giulia Steingruber,2365.75
Gymnastics at the 1984 Summer Olympics – Women's vault,448.08
Kim Zmeskal,2041.16
Nelson Mandela,117.3
Dan Jansen,527.49
2021 U.S. National Gymnastics Championships,667.89
Jennifer Capriati,329.47
Patty Berg,167.86
Glenn Morris,84.1
Larry Nassar,2716.72
Sarah Hughes,199.87
1978 World Artistic Gymnastics Championships,780.73
Gymnastics at the 1980 Summer Olympics – Women's floor,734.0
National Letter of Intent,939.93
Gymnastics at the 2020 Summer Olympics – Women's balance beam,92336.36
Megan Rapinoe,2057.35
Presidential Medal of Freedom,29.93
Laureus World Sports Award for Sportswoman of the Year,411.58
Russia,28.32
Czechoslovakia at the 1968 Summer Olympics,330.77
Houston,12.61
Spencer Lee,347.0
Gymnastics at the 1976 Summer Olympics – Women's artistic individual all-around,1800.94
Todd Beamer,46.09
Aimee Boorman,7660.42
Dumitrița Turner,433.33
Kōhei Uchimura,4019.96
Arthur Ashe,384.28
United States Olympic Committee,241.79
Evander Holyfield,51.64
Howard Cosell,93.98
Bonnie Blair,272.22
Leanne Wong,2740.26
Kellogg's,57.12
Gabby Douglas,5638.08
Martina Hingis,988.3
Soviet Union at the 1956 Summer Olympics,628.66
Babe Didrikson Zaharias,1.66
Hungary at the 1956 Summer Olympics,0
Randy Matson,1511.21
City of Jesolo Trophy,558.4
Amy Tinkler,995.69
Gymnastics floor,3475.0
Gymnastics at the 1952 Summer Olympics – Women's artistic team all-around,968.29
Abby Wambach,510.38
2021 French Open,777.87
Gymnastics at the 1968 Summer Olympics – Women's artistic individual all-around,1726.67
Mihai Brestyan,961.6
Time Person of the Year,138.44
Kui Yuanyuan,0
Maggie Nichols (gymnast),632.63
Logan Dooley,381.08
Gymnastics at the 1972 Summer Olympics – Women's floor,806.67
"Antwerp, Belgium",62.96
Maxi Gnauck,435.62
Gymnastics at the 2016 Summer Olympics – Women's artistic team all-around,4724.7
Laureus World Sports Awards,308.87
Katelyn Ohashi,1032.06
United States women's national gymnastics team,7445.8
Joe Burk,79.17
American Academy of Achievement,114.37
Mia Hamm,114.13
1981 World Artistic Gymnastics Championships,231.82
Francesco Molinari,999.43
Barbara Bush,43.38
Fox Sports,48.05
CNBC,115.84
Wilma Rudolph,177.27
Lee Trevino,246.75
Mae Jemison,174.91
Simone Biles,10270.28
Gymnastics at the 1976 Summer Olympics – Women's vault,455.56
Attention deficit hyperactivity disorder,48.47
John Urschel,178.88
Gymnastics at the 1956 Summer Olympics – Women's artistic individual all-around,2486.67
Elena Mukhina,21855.52
Gymnastics at the 2004 Summer Olympics – Women's artistic team all-around,1255.74
1999 World Artistic Gymnastics Championships,94.27
Kay Bailey Hutchison,70.62
Final Five (gymnastics),8738.5
Gymnastics at the 2004 Summer Olympics – Women's artistic individual all-around,3494.8
Bill Bonthron,79.17
Eric Heiden,1385.59
The New York Times,0
Yips,4561.56
Tiger Woods,158.54
Gymnastics at the 1988 Summer Olympics – Women's vault,452.63
Instagram,0
Gymnastics at the 2018 Summer Youth Olympics – Mixed multi-discipline team,281.08
Candace Parker,523.88
ESPN The Magazine,723.4
2019 World Artistic Gymnastics Championships,1642.7
Mary Lou Retton,2744.4
Marsha Sharp,75.32
Guan Chenchen,57218.71
Gymnastics at the 1960 Summer Olympics – Women's artistic team all-around,1004.26
Trinidad Mendenhall,5816.67
Gymnastics at the 1972 Summer Olympics – Women's artistic team all-around,1037.23
Annika Sörenstam,2750.5
2001 World Artistic Gymnastics Championships,144.39
Emma Malabuyo,835.44
Gymnastics at the 2020 Summer Olympics,3143.95
Pat McCormick (diver),441.59
All-Star Legends & Celebrity Softball Game,4178.36
Madison Kocian,3707.26
Deadspin,264.64
Amanda Dunbar,74.29
Time (magazine),41.53
Oksana Fabrichnova,1169.7
2018 U.S. National Gymnastics Championships,929.85
Galina Shamrai,117.86
Catholic News Agency,124.06
Daniela Ryf,190.94
Elizabeth Price (gymnast),327.59
Gymnastics at the 2008 Summer Olympics – Women's vault,459.42
Tim Tebow,1019.16
Mattress Firm,86.04
Julie Krone,44.75
Huda Zoghbi,25.65
1954 World Artistic Gymnastics Championships,213.33
Taryne Mowatt,948.53
