File,Percent Increase
Providence Grays,204.14
No-trade clause,175.0
1922 Chicago Cubs season,363.89
Rockford Rivets,36.67
New Zealand national rugby union team,350.4
Pennant (sports),896.98
1897 Chicago Colts season,0
Trinity Christian College,69.18
1910 Chicago Cubs season,1891.01
Jon Sciambi,-100.0
National Hockey League,79.8
West Side Park,2550.25
Oscar Bielaski,81.08
Bob Scheffing,0
1984 Major League Baseball season,514.47
Johnny Evers,1507.36
UIS Prairie Stars,52.17
Riggs Stephenson,201.85
Grant DePorter,1253.16
Division Series,13403.52
Ryne Sandberg,2398.68
Federal League,399.55
Dusty Baker,5414.24
1881 Chicago White Stockings season,0
Houston Astros,555.34
1967 Major League Baseball season,151.02
1993 in baseball,398.41
Ice hockey,-12.86
"Jim Adduci (baseball, born 1985)",129.33
Jim Essian,195.83
World Series Most Valuable Player Award,1987.36
1898 Chicago Orphans season,642.47
Mark Grace,1615.71
1961 Chicago Cubs season,345.31
Atlanta Braves,543.43
2017 Chicago Cubs season,1842.86
The Washington Post,43.55
Ex-Cubs Factor,1538.32
2003 Atlanta Braves season,184.93
Walk-off home run,-100.0
1908 World Series,8663.91
New York Evening Mail,262.86
Timeline of Major League Baseball,473.84
Pat Hughes (sportscaster),3550.45
DePaul Blue Demons,72.73
List of Major League Baseball awards,312.63
1929 World Series,1457.04
Premier League of America,5.58
List of Chicago Cubs seasons,3528.23
Addison Russell,31452.76
Dennis Franz,48.11
Fred McGriff,152.1
List of National League presidents,230.37
Lakefront Park II,3661.11
1950 Chicago Cubs season,0
1893 Chicago Colts season,160.0
Major League Baseball Wild Card Game,-100.0
1989 San Francisco Giants season,-100.0
Rob Manfred,528.86
Curse of the Bambino,7540.74
Carl Edwards Jr.,0
List of National League pennant winners,2441.78
Tony La Russa,489.7
1921 Chicago Cubs season,262.0
"3,000 hit club",113.4
Major League Baseball rivalries,471.07
Addison Street,962.75
The Natural (film),92.99
1983 Chicago Cubs season,961.54
1882 in baseball,158.25
Dansby Swanson,69.8
Major League Baseball Hall of Fame,68.89
Aaron Miles,337.11
The Mountain Goats,30.46
Dallas Green (baseball),612.54
List of college athletic programs in Illinois,33.64
Whittington Park (baseball),76.6
"Nike, Inc.",29.86
Ford C. Frick Award,176.92
Lincoln College (Illinois),15.25
West Tenn Diamond Jaxx,200.0
Brawn GP,537.88
1932 Chicago Cubs season,2045.0
Jump (Van Halen song),20.35
Lou Brock,333.29
International League,133.71
Wisconsin–Parkside Rangers,77.14
Saint Xavier University,32.18
Windy City Bulls,326.7
2008 Major League Baseball season,438.46
1990 Chicago Cubs season,1144.87
Kankakee County Soldiers,-7.55
University of St. Francis,31.25
Milo Hamilton,686.32
1943 Chicago Cubs season,254.76
Gary Jones (manager),2015.22
Paul Hines,174.47
Claude Passeau,1026.67
Tyler Chatwood,58.06
2017 Major League Baseball season,180.71
Billy Herman,65.42
Gary Gaetti,290.42
Major professional sports leagues in the United States and Canada,86.3
2004 San Francisco Giants season,194.0
2001 St. Louis Cardinals season,52.44
McLean County MissFits,37.93
2004 New York Mets season,224.43
Arizona Diamondbacks,354.83
Baseball color line,173.41
Johnny Frigo,419.44
Jorge Soler,1637.44
Eureka College,233.36
History of baseball in the United States,551.04
Rogers Hornsby,148.5
1984 New York Mets season,96.36
1972 Chicago Cubs season,265.52
1871 Chicago White Stockings season,144.58
2016 San Francisco Giants season,-100.0
Bobby Murcer,327.56
"Hot Springs, Arkansas",20.36
Carolina League,113.2
National League West,290.88
Dick Ruthven,468.42
Associated Press,274.97
Concordia University Chicago,25.53
Thomas Ian Nicholas,79.77
2004 Chicago Cubs season,1174.77
This Old Cub,621.21
1903 Chicago Cubs season,832.0
Solly Hofman,1365.38
American League West,272.27
Gene Michael,111.18
Australian rules football,-100.0
1989 Oakland Athletics season,611.76
Mordecai Brown,1084.69
Bleacher Bums,901.53
1875 in baseball,43.84
Javier Baez,3312.28
Women's Flat Track Derby Association,192.33
Miami Marlins,387.57
Triple-A (baseball),120.41
Fred Pfeffer,155.17
Chicago Red Hots,37.84
1900 in baseball,400.0
Retired number,52.63
Drew Smyly,129.06
Tyler Duffey,71.43
The Star-Ledger,-7.08
1954 Chicago Cubs season,87.32
Phil Cavarretta,976.26
Major League Baseball Most Valuable Player Award,213.09
1999 New York Yankees season,424.73
Héctor Rondón,2789.45
Major League Roller Hockey,16.55
1893 in baseball,0
Hank O'Day,871.11
1987 Chicago Cubs season,781.55
1877 Chicago White Stockings season,0
Opening Day,197.49
Jake Arrieta,6597.89
Union Base-Ball Grounds,970.27
Roller derby,26.44
Tommy Hottovy,945.83
Basketball,47.2
Ross Barnes,169.72
Major League Baseball division winners,-100.0
Right fielder,242.17
1932 Major League Baseball season,67.61
Baltimore Orioles,-100.0
1918 World Series,1440.75
1925 Chicago Cubs season,219.57
George Gibson (baseball),9.47
"Bohemian National Cemetery (Chicago, Illinois)",0
RWB Adria,75.61
NHL Winter Classic,0
Cleveland Indians,5900.33
Rugby Super League (United States),56.25
1907 World Series,4320.57
Entercom,61.82
Italy national football team,-100.0
Steve Trout,649.57
2015 National League Wild Card Game,-100.0
Trey Mancini,-100.0
Michael Barrett (baseball),497.89
Kosuke Fukudome,1036.49
1969 Major League Baseball expansion,254.87
FC Barcelona,64.7
Guaranteed Rate Field,37730.61
United States Hockey League,104.21
1988 Chicago Cubs season,1087.83
Monmouth College,51.63
Illinois College,17.23
List of Major League Baseball career records,114.29
Scott Sanderson (baseball),384.09
American Ultimate Disc League,30.86
1914 Chicago Cubs season,860.34
Baseball,311.1
2015 World Series,4555.63
Play-by-play,110.14
Take Me Out to the Ball Game,2906.67
2013 Chicago Cubs season,2297.01
Daniel Stern (actor),148.87
Chicago Plan Commission,20.0
1965 Chicago Cubs season,228.77
1984 World Series,1034.35
National Women's Soccer League,132.48
BALCO scandal,50.71
1929 Philadelphia Athletics season,366.99
Chicago Cubs all-time roster,855.91
A League of Their Own,166.28
Jim Hendry,1009.73
2000 Chicago Cubs season,543.02
Dale Sveum,855.5
1948 Chicago Cubs season,886.0
BBC News,52.69
"Go, Cubs, Go",0
Montreal Expos,513.28
New York Giants (NL),411.92
Brewers–Cubs rivalry,0
Double play,754.92
1885 in baseball,227.54
Thad Bosley,179.03
Twitter,40.99
"William Wrigley, Jr.",1576.11
Jon Lester,13519.83
List of Major League Baseball franchise postseason streaks,1908.85
1976 Chicago Cubs season,389.52
Roger Bresnahan,126.42
National League Central,866.76
Cap Anson,348.72
Neil Ramirez,197.17
Jed Hoyer,12553.07
Carl Lundgren,1542.86
Team tennis,60.0
FC Bayern Munich,58.38
1916 in baseball,598.33
Center fielder,111.64
Sinclair Broadcast Group,34.51
Tom Tunney,433.33
NCAA Division II,37.97
Mike Borzello,1970.31
2004 Major League Baseball season,1168.34
Second baseman,292.34
Dominican Summer League Cubs,676.47
1939 Chicago Cubs season,188.89
Abner Dalrymple,100.0
Ferguson Jenkins,1072.47
1907 Chicago Cubs season,1757.82
Grant Park (Chicago),535.94
Chicago Red Stars,19.61
1998 National League Wild Card tie-breaker game,543.12
1998 Major League Baseball expansion,232.87
Pearl Jam,102.38
1994 Chicago Cubs season,954.05
HoHoKam Park,110.2
NCAA Division III,41.68
1910 Philadelphia Athletics season,1126.42
Michael Fulmer,2347.77
Hurricane Ike,1984.61
Manager,77.3
1908 Chicago Cubs season,10228.15
Flag of Illinois,43.09
UIC Flames,62.84
Jimmy Sheckard,806.1
1936 Chicago Cubs season,327.03
Cubs–White Sox rivalry,3276.58
Talkin' Baseball,185.81
1994 in baseball,341.26
1979 Chicago Cubs season,281.89
American League,1808.46
Australia national cricket team,46.27
1932 World Series,1110.0
1998 Major League Baseball home run record chase,478.29
Carlos Zambrano,898.9
Thomas S. Ricketts,10197.2
Cubs Win Flag,10271.33
WPWR-TV,-100.0
Kiki Cuyler,212.5
Deacon White,217.31
Tom Gordon,134.42
Pittsburgh Pirates,384.12
Santo Domingo Province,71.52
1887 Chicago White Stockings season,276.47
2015 Pittsburgh Pirates season,125.66
Chunichi Dragons,314.66
Chicago City Council,84.93
Peoria Rivermen (SPHL),0
1947 Chicago Cubs season,498.39
Lou Piniella,653.08
Players' League,283.43
1929 Major League Baseball season,40.54
Andy Pafko,962.93
2003 Houston Astros season,69.77
2015 Major League Baseball season,-100.0
MLB lockout,290.64
Wild card (sports),-100.0
1923 Chicago Cubs season,375.0
1901 Chicago Orphans season,212.05
Billy Goat Tavern,5829.3
MLB Most Valuable Player award,82.26
Kent Mercker,825.69
1889 Chicago White Stockings season,150.0
Commissioner of Baseball,301.15
Merkle's Boner,2899.19
Mike Montgomery (baseball),0
Women in baseball,225.34
List of Major League Baseball tie-breakers,709.18
Bill Lange,125.0
Stan Hack,413.84
Doubleheader (baseball),251.07
1981 Chicago Cubs season,326.55
Ernie Banks,1802.04
1993 Major League Baseball expansion,178.57
1952 Chicago Cubs season,98.81
All the Way (Eddie Vedder song),0
1938 New York Yankees season,310.13
Dominican Summer League,99.43
WCIU-TV,42.19
1882 Chicago White Stockings season,468.83
Illinois Institute of Technology,24.23
1969 in baseball,286.9
Southern Professional Hockey League,139.02
2017 Los Angeles Dodgers season,269.84
Chicago Cubs minor league players,967.4
Flag of Chicago,102.56
Tommy Beals,38.46
New York Mets,-100.0
Nine Black Poppies,500.0
1880 in baseball,141.67
FSN Chicago,82.52
Continental League,122.69
Brett Jackson,97.36
China at the 2008 Summer Olympics,227.16
American Hockey League,37.88
1963 Chicago Cubs season,231.25
Jumbotron,18.97
Chuck Klein,95.28
Chicago Cubs Radio Network,5077.69
Chicago Maroons,169.1
1938 Major League Baseball season,90.48
Burleigh Grimes,166.16
Jim Frey,1082.72
Clark (mascot),1586.14
2015 Chicago Cubs season,2754.64
American League Championship Series,6965.48
Windy City Rollers,59.02
Rookie of the Year (award),84.51
2000 New York Yankees season,413.1
1910 Major League Baseball season,431.25
Brazil national football team,294.66
"Champaign, Illinois",24.34
List of events at Wrigley Field,678.05
1878 in baseball,285.71
Yosh Kawano,0
"Santa Catalina Island, California",586.08
Majestic Park (baseball),6.35
1912 Chicago Cubs season,552.5
Rockford Rage,78.57
"Long Beach, California",1.74
Willie Harris,108.33
Don Kessinger,902.99
List of Chicago Cubs team records,2265.67
Billy Jurges,0
Lacrosse,22.11
David Ross (baseball),25913.67
Kyle Schwarber,0
List of Chicago Cubs first-round draft picks,431.79
Tampa Bay Rays,1376.75
National League,1137.43
Gary Matthews,436.48
1998 Chicago White Sox season,0
Chicago,92.93
Wayne Messmer,0
Boston Beaneaters,308.33
Jameson Taillon,-2.38
Henry Rodríguez (outfielder),256.0
Preston Wilson,469.03
Chicago White Sox,3601.0
National Basketball Association,73.42
Spalding (sports equipment),111.37
Jim Vitti,46.81
2008 Los Angeles Dodgers season,916.49
Bill Giles (baseball),313.33
Lee Elia,922.73
Roy Johnson (pitcher),518.92
1935 World Series,906.23
Charlie Metro,113.95
The Cubs Fan's Guide To Happiness,908.33
National League Division Series,14199.52
Major League Baseball on NBC,108.97
2007 Cincinnati Reds season,30.36
Pocket billiards,38.72
Henry Blanco,3419.19
1970 Chicago Cubs season,691.89
1891 Chicago Colts season,0
Bob Ferguson (infielder),31.52
William Hulbert,2854.23
Reed Johnson,240.31
Olivet Nazarene University,880.83
"Tampa, Florida",-100.0
2006 Chicago Cubs season,1048.39
Kris Bryant,0
1984 National League Championship Series,2088.67
Cal McVey,0
Major League Baseball Players Association,65.42
2008 St. Louis Cardinals season,-100.0
1877 in baseball,286.89
Addison station (CTA Red Line),201.25
Chicago Steam,0
Infielder,235.35
"Myrtle Beach, South Carolina",152.92
Ben Zobrist,0
Philip K. Wrigley,1491.84
"Des Moines, Iowa",165.86
Ron Santo,2266.16
2009 Chicago Cubs season,1540.86
Bradley Braves,47.88
Jerry Pritikin,601.75
1941 Chicago Cubs season,0
Corey Black,415.38
23rd Street Grounds,4634.86
Crain's Chicago Business,103.33
Babe Ruth's called shot,1099.09
Women's National Basketball Association,285.38
1962 Major League Baseball expansion,148.53
1879 Chicago White Stockings season,137.31
2016 National League Division Series,4480.87
Jackie Robinson Day,95.54
Catcher,605.72
Frank Lucchesi,151.43
Jim Deshaies,612.61
1895 Chicago Colts season,238.1
1930 Chicago Cubs season,0
Don Baylor,237.46
Bill Killefer,26.79
Barry Bonds perjury case,59.88
Pedro Strop,3656.18
Lester Strode,2216.9
Beth Mowins,144.26
Pat Pieper,354.1
1992 Chicago Cubs season,1133.33
Major League Soccer,86.93
LaTroy Hawkins,-100.0
Ron Coomer,1864.46
Major League Baseball drug policy,335.98
1910 World Series,1209.63
1959 Chicago Cubs season,78.72
Rick Sutcliffe,2246.56
2011 Chicago Cubs season,1755.47
Geovany Soto,969.96
Johnny Kling,1461.18
Los Angeles Angels,128.49
Sheridan station (CTA),329.63
Mike Napoli,5238.72
Chicago Whales,1058.8
World Baseball Classic,512.49
Colorado Rockies,433.14
Franklin Pierce Adams,118.62
1874 Chicago White Stockings season,155.07
1967 Chicago Cubs season,452.54
Greg Maddux,1223.2
"Amazon.com, Inc.",930.77
Third baseman,222.41
WLS (AM),90.42
Justin Grimm,2470.55
Dickie Noles,149.43
Kerry Wood,3940.62
George Gore,54.84
1928 Chicago Cubs season,158.06
Harry Caray,13182.03
1916 Chicago Cubs season,420.97
Bruce Kimm,196.88
National Association of Professional Base Ball Players,405.61
Len Kasper,905.81
National Baseball Hall of Fame,230.63
The Homer in the Gloamin',1126.67
1985 Chicago Cubs season,1515.15
George Kelly (baseball),162.75
1932 New York Yankees season,0
Gabby Hartnett,271.46
Mike Royko,416.92
Detroit Tigers,448.56
World TeamTennis,55.43
Interleague play,1662.46
2012 Texas Rangers season,346.73
1902 in baseball,820.55
1919 Chicago Cubs season,221.05
Joe Mantegna,33.76
Larry Bowa,381.11
El Tappe,480.95
1984 San Diego Padres season,5409.3
Women's Premier Soccer League,170.68
1927 Chicago Cubs season,244.23
Bill Buckner,1354.88
Miguel Montero,12054.55
Bob Elson,444.0
Dave Otto,465.12
Poetry,0.58
Major League Baseball logo,182.9
Major League Baseball transactions,206.65
Dead-ball era,476.56
1968 Chicago Cubs season,1111.36
Sports in Chicago,0
Minor League Baseball,172.18
Chicago Outfit Roller Derby,0
North Central College,30.99
1891 in baseball,216.05
Robin Roberts (baseball),98.86
1881 Major League Baseball season,0
Spain national football team,421.16
Adam Warren (baseball),1259.77
Jim Edmonds,231.58
1956 Chicago Cubs season,308.16
1945 Major League Baseball season,1825.42
Rene Lachemann,285.51
Quad City Eagles,50.98
Judson University,92.59
1885 Major League Baseball season,46.81
The Cubby Bear,791.11
Andre Dawson,2537.26
Carthage College,54.46
Billy Sunday,-9.22
Major League Baseball,541.06
Rahm Emanuel,466.5
1945 Chicago Cubs season,20156.62
1907 Major League Baseball season,934.55
2003 Florida Marlins season,1097.59
Jack Brickhouse,2860.09
Chicago Bulls,140.33
"Pasadena, California",14.15
MLB.com,88.67
Wrigley Field renovations,646.33
2017 Milwaukee Brewers season,74.07
1985 Kansas City Royals season,831.05
1969 Major League Baseball season,626.7
Kenny Lofton,2513.66
Laureus World Sports Award for Team of the Year,31.71
1996 Chicago Cubs season,701.43
1989 National League Championship Series,-100.0
Yan Gomes,4440.71
List of World Series champions,4264.26
List of Chicago Cubs owners and executives,8674.03
Victor Caratini,138.89
1918 Major League Baseball season,1.15
West Side Park II,3759.23
Yahoo! Sports,0
Greece national football team,399.6
Terry Cashman,103.14
1934 Chicago Cubs season,154.84
Lee Smith (baseball),322.03
American League Central,733.33
1887 in baseball,98.8
1961 Major League Baseball expansion,375.0
1884 Chicago White Stockings season,250.94
Richard M. Daley,89.34
Kane County Cougars,127.98
2015 National League Division Series,3022.15
National League Championship Series,7608.2
Trinity International University,-100.0
Gateway Grizzlies,16.34
Windy City ThunderBolts,71.77
Cactus League,187.41
1999 Chicago Cubs season,746.05
Harry Steinfeldt,1130.86
Randy Hundley,1654.32
Quincy Gems,17.24
Washington Nationals,1558.46
Seattle Mariners,378.4
Lou Klein,116.07
Forbes' list of the most valuable sports teams,54.13
First baseman,265.57
American football,34.92
Rick Reuschel,412.22
1905 Chicago Cubs season,218.06
Danville Dans,55.0
Rugby football,41.05
2002 Chicago Cubs season,654.65
Steve Bartman incident,9129.48
Gleyber Torres,0
Golden age of baseball,67.21
Mike Quade,903.03
Sloan Park,0
WGN-TV,228.98
1974 Chicago Cubs season,300.0
Joliet Slammers,99.14
MLB Network,790.38
2004 Houston Astros season,182.61
Marty McFly,206.38
History of the American League,197.25
Roenis Elías,148.65
2016 World Series,4470.69
Association football,26.09
List of pre-World Series baseball champions,1476.74
Rabbit Maranville,184.08
Florida State League,110.38
Chick Fraser,1317.02
2015 New York Mets season,890.91
Batting cage,72.06
1946 Chicago Cubs season,625.49
Daniel Moskos,-100.0
Joe Maddon,13094.89
2017 Washington Nationals season,354.05
Ken Griffey Jr.,231.94
1978 Chicago Cubs season,574.24
John Vukovich,185.6
NCAA Division I,116.86
2001 Houston Astros season,1.82
Mark McGwire,221.79
List of largest peaceful gatherings in history,8150.97
Peoria Chiefs,361.75
1888 Chicago White Stockings season,241.38
American League Division Series,29267.6
Matt Garza,436.71
1937 Chicago Cubs season,216.33
Midwest Cities Lacrosse Conference,31.58
Aurora University,38.3
Aramis Ramírez,889.18
Champaign Swarm,103.33
1995 Chicago Cubs season,914.06
2005 Major League Baseball season,503.88
The Sporting News,164.77
Whitey Lockman,235.71
Jayson Stark,286.36
List of baseball jargon (F),0
Theo Epstein,18413.43
"South Bend, Indiana",40.26
USA Roller Sports,26.09
1945 World Series,11092.12
Ace (baseball),227.86
Jason Heyward,11141.19
Kevin Tapani,228.26
1883 Chicago White Stockings season,93.59
1909 Chicago Cubs season,408.66
1889 in baseball,420.45
Danny Hultzen,378.87
1882 Major League Baseball season,66.67
1906 Chicago Cubs season,2081.94
Joe Tinker,1314.33
1885 World Series,998.46
1890 in baseball,457.69
"Lake View, Chicago",271.81
Texas Rangers (baseball),984.87
2016 St. Louis Cardinals season,400.0
Los Angeles Dodgers,951.98
Regional sports network,17.04
Brendan Ryan (baseball),278.22
1938 Chicago Cubs season,2467.03
Glenn Beckert,1367.96
Sports in New Orleans,24.12
Charlie Root,267.46
Andy Green (baseball),194.18
Benedictine University,27.59
William Wrigley III,1965.42
1903 in baseball,570.73
Arne Harris,1291.67
1977 Chicago Cubs season,951.67
Eastern Illinois Panthers,46.2
WGN Sports,420.59
2016 Los Angeles Dodgers season,1607.49
Starlin Castro,953.85
Charles Weeghman,0
Goose Gossage,178.76
1949 Chicago Cubs season,216.07
Frankie Frisch,45.51
2001 Chicago Cubs season,665.91
Silver Flint,95.24
Warren Brusstar,220.59
Weeghman Park,1372.5
1918 Boston Red Sox season,1231.82
Chicago Cubs,9163.15
American Broadcasting Company,12.47
"Sevierville, Tennessee",101.93
Springfield Celts Rugby Club,103.7
1964 Chicago Cubs season,148.89
Owned-and-operated station,7.03
Ultimate (sport),-100.0
Rockford IceHogs,74.77
Blackburn College (Illinois),74.23
2007 World Series,3047.11
P.K. Wrigley,934.88
Franklin P. Adams,162.96
Chicago Outlaws,109.76
ESPN Major League Baseball,128.65
Rugby union,56.7
Gary SouthShore RailCats,69.19
"William Veeck, Sr.",628.21
2012 Chicago Cubs season,2050.29
Tom Loftus,414.89
Chicago Tribune,292.59
NBC Sports,56.68
1989 Chicago Cubs season,2457.34
Richie Ashburn,156.33
