File,Baseline,Baseline Date,Peak,Peak Date,Percent Increase
Screen Actors Guild Award for Outstanding Performance by an Ensemble in a Drama Series,190.6,11/14/2019,292.6,12/11/2019,53.52
John Connally,468.6,10/31/2019,1594.0,11/22/2019,240.16
L.A. Law,493.4,11/22/2019,627.6,11/09/2019,27.2
Tom Burke (actor),676.2,10/23/2019,1493.6,12/10/2019,120.88
66th Primetime Emmy Awards,117.4,12/12/2019,224.6,11/01/2019,91.31
Lia Williams,394.0,11/12/2019,1220.8,12/08/2019,209.85
Breaking Bad (season 5),867.0,12/14/2019,0.0,10/20/2019,-100.0
HMY Britannia,462.0,11/06/2019,1246.4,11/24/2019,169.78
Natascha McElhone,1542.6,11/28/2019,2033.6,11/20/2019,31.83
Game of Thrones,10216.2,11/15/2019,16074.8,10/30/2019,57.35
NYPD Blue (season 2),49.6,11/04/2019,103.2,11/15/2019,108.06
Primetime Emmy Award for Outstanding Drama Series,206.0,12/14/2019,441.2,10/24/2019,114.17
Lord of Mann,96.4,10/26/2019,150.8,11/08/2019,56.43
The Queen's Corgi,517.6,11/05/2019,719.2,11/10/2019,38.95
The Dragon Prince,1839.2,10/31/2019,22853.6,11/24/2019,1142.58
Queen Elizabeth II (painting),0.0,10/20/2019,391.0,10/23/2019,0
The West Wing (season 4),165.0,11/09/2019,192.0,12/01/2019,16.36
ER (season 5),235.0,11/05/2019,326.8,11/08/2019,39.06
CSI: Crime Scene Investigation,2021.8,11/29/2019,2298.4,12/07/2019,13.68
Alex Jennings,673.6,10/24/2019,4019.8,11/18/2019,496.76
Victoria Hamilton,525.6,10/31/2019,2863.2,11/18/2019,444.75
Mannix (season 4),11.8,11/06/2019,11.8,11/18/2019,0.0
Burmese (horse),54.0,10/31/2019,209.6,11/23/2019,288.15
Stephen Dillane,731.8,10/31/2019,1033.8,11/17/2019,41.27
Elite (TV series),2086.0,12/06/2019,0.0,10/20/2019,-100.0
Julian Jarrold,31.2,10/29/2019,0.0,10/20/2019,-100.0
List of The Affair episodes,816.2,12/12/2019,6006.6,11/04/2019,635.92
Vietnam War,12395.2,10/26/2019,19375.4,11/11/2019,56.31
34th Primetime Emmy Awards,17.0,10/25/2019,124.8,12/11/2019,634.12
Lost (season 1),318.0,10/30/2019,0.0,10/21/2019,-100.0
My So-Called Life,553.4,12/04/2019,2312.0,12/11/2019,317.78
The Coronation Theatre: Portrait of HM Queen Elizabeth II,8.0,11/24/2019,25.0,10/22/2019,212.5
Execution of the Romanov family,2071.8,11/28/2019,2286.2,11/03/2019,10.35
Aureole (horse),31.0,10/23/2019,119.4,11/24/2019,285.16
31st Primetime Emmy Awards,21.4,10/27/2019,25.8,12/10/2019,20.56
Nicholas Farrell,201.6,11/13/2019,291.6,10/23/2019,44.64
Matthew Goode,3606.2,12/12/2019,0.0,10/21/2019,-100.0
List of official openings by Elizabeth II in Australia,12.8,10/29/2019,20.8,11/17/2019,62.5
Monarchy of Saint Kitts and Nevis,121.8,10/25/2019,240.4,11/18/2019,97.37
Entertainment Weekly,1079.8,11/18/2019,1669.0,11/01/2019,54.57
The Wire,2564.8,12/13/2019,3779.4,11/26/2019,47.36
The Audience (2013 play),136.2,11/01/2019,706.0,11/18/2019,418.36
Golden Globe Award for Best Television Series – Drama,177.8,11/01/2019,307.4,11/09/2019,72.89
Her Majesty (song),112.4,11/02/2019,120.0,11/26/2019,6.76
"Penelope Knatchbull, Countess Mountbatten of Burma",72.2,11/01/2019,432.6,11/21/2019,499.17
Stephen Daldry,286.8,12/06/2019,475.8,11/18/2019,65.9
Rhythm + Flow,1046.4,12/12/2019,7953.2,10/24/2019,660.05
Susan (dog),51.2,10/23/2019,107.4,11/26/2019,109.77
Dominic West,1543.4,12/13/2019,5130.2,11/04/2019,232.4
65th Primetime Emmy Awards,114.2,11/15/2019,148.6,12/08/2019,30.12
NYPD Blue (season 1),66.2,10/24/2019,133.4,11/07/2019,101.51
Queen Elizabeth II Golden Jubilee Medal,120.4,12/07/2019,343.2,11/10/2019,185.05
Prequel,629.2,12/05/2019,829.8,10/30/2019,31.88
Villa Guardamangia,96.6,11/01/2019,328.6,10/23/2019,240.17
Alcoa Theatre,19.2,10/29/2019,23.6,11/21/2019,22.92
Breakdancing,639.4,12/07/2019,911.8,11/13/2019,42.6
Rotten Tomatoes,4856.2,10/24/2019,5906.0,11/30/2019,21.62
Benjamin Caron,0.0,10/21/2019,410.2,11/18/2019,0
Charles Dance,1726.4,11/07/2019,7956.4,11/18/2019,360.87
53rd Primetime Emmy Awards,74.0,12/09/2019,73.2,12/10/2019,-1.08
9th Primetime Emmy Awards,14.0,12/08/2019,20.2,11/27/2019,44.29
Marcus Sarjeant,79.8,10/31/2019,169.0,12/08/2019,111.78
"Martin Charteris, Baron Charteris of Amisfield",558.6,10/31/2019,3428.4,11/18/2019,513.75
John Grigg (writer),0.0,10/21/2019,3382.8,11/24/2019,0
Dominion of Ceylon,442.2,10/25/2019,888.6,11/17/2019,100.95
The Handmaid's Tale (TV series),5816.0,12/13/2019,0.0,10/20/2019,-100.0
Cagney & Lacey,784.0,11/26/2019,1142.2,12/09/2019,45.69
I'll Fly Away (TV series),101.4,11/01/2019,132.2,12/12/2019,30.37
Mission: Impossible (season 1),24.6,11/21/2019,34.8,12/08/2019,41.46
Monarchy of Fiji,93.8,12/11/2019,90.8,12/10/2019,-3.2
Emerald Fennell,394.0,10/31/2019,4490.8,11/18/2019,1039.8
Spitting Image,709.4,12/11/2019,666.4,12/09/2019,-6.06
Mark Lewis Jones,650.2,11/06/2019,1637.6,11/24/2019,151.86
Bob Hawke,0.0,10/20/2019,2876.8,12/08/2019,0
Taco Chronicles,0.0,10/20/2019,29.8,12/08/2019,0
The Waltons,1410.4,11/24/2019,1916.4,12/02/2019,35.88
18th Primetime Emmy Awards,27.6,11/14/2019,36.2,11/30/2019,31.16
"Murder, She Wrote",956.0,12/13/2019,1683.8,12/01/2019,76.13
Edens Zero,376.6,12/07/2019,646.0,10/28/2019,71.53
32nd Primetime Emmy Awards,21.2,10/25/2019,37.0,11/29/2019,74.53
Private Secretary to the Sovereign,399.4,10/25/2019,1895.8,11/24/2019,374.66
Alexandria,2255.0,11/15/2019,2532.8,12/10/2019,12.32
Wedding of Princess Elizabeth and Philip Mountbatten,569.4,11/01/2019,3467.6,11/20/2019,508.99
List of Machin stamps,31.8,12/13/2019,57.2,11/12/2019,79.87
Ardverikie House,90.8,11/05/2019,209.6,12/04/2019,130.84
Vanity Fair (magazine),943.8,10/27/2019,1271.6,11/25/2019,34.73
The Rockford Files (season 4),7.0,10/27/2019,19.0,11/09/2019,171.43
How to Sell Drugs Online (Fast),406.8,11/28/2019,474.4,11/24/2019,16.62
Homicide: Life on the Street (season 5),17.0,10/26/2019,24.6,12/08/2019,44.71
Chatham Dockyard,181.2,11/22/2019,224.6,11/26/2019,23.95
The X-Files (season 3),170.6,11/29/2019,0.0,10/20/2019,-100.0
The Umbrella Academy (TV series),3530.8,12/13/2019,6112.4,11/01/2019,73.12
Dame Judi Dench,14.0,10/29/2019,167.6,12/13/2019,1097.14
49th Primetime Emmy Awards,31.8,10/29/2019,39.4,12/05/2019,23.9
Cruden Bay,34.0,11/07/2019,44.2,10/24/2019,30.0
"Charles, Prince of Wales",14496.6,10/30/2019,105523.6,11/24/2019,627.92
The Queen and I (novel),41.6,11/01/2019,117.4,11/21/2019,182.21
Wilding series,31.8,10/25/2019,49.2,11/18/2019,54.72
1977 Silver Jubilee and Birthday Honours,55.0,10/22/2019,127.2,12/02/2019,131.27
Eton College,2330.6,10/31/2019,3325.2,12/13/2019,42.68
Her Majesty Queen Elizabeth II – An 80th Birthday Portrait,43.2,12/10/2019,78.0,11/19/2019,80.56
Jared Harris,3788.8,11/15/2019,4940.6,11/24/2019,30.4
60th Primetime Emmy Awards,66.2,12/08/2019,170.4,12/01/2019,157.4
"Anne, Princess Royal",5805.8,10/25/2019,102200.4,11/18/2019,1660.32
2012 Diamond Jubilee Honours,22.4,10/29/2019,39.8,11/20/2019,77.68
Historical drama,62.8,12/06/2019,213.6,11/03/2019,240.13
Amazon.com,1639.6,11/15/2019,1963.2,11/02/2019,19.74
27th Primetime Emmy Awards,41.2,12/09/2019,45.4,12/11/2019,10.19
24 (TV series),2081.4,11/23/2019,2633.2,12/05/2019,26.51
"Royal Naval College, Greenwich",70.4,11/01/2019,144.8,11/22/2019,105.68
Peter Morgan,488.0,10/31/2019,2425.4,11/18/2019,397.01
Anthony Eden,3972.4,10/24/2019,21597.2,11/18/2019,443.68
Vanessa Kirby,7155.8,10/24/2019,13031.0,11/17/2019,82.1
The Snuke,81.4,10/23/2019,105.0,11/06/2019,28.99
Prince Philip,234.6,10/25/2019,1838.8,11/18/2019,683.8
Stanisław Albrecht Radziwiłł,253.6,11/07/2019,399.6,11/23/2019,57.57
46th Primetime Emmy Awards,54.6,12/11/2019,60.2,11/07/2019,10.26
Cobham Hall,56.0,10/30/2019,71.4,11/22/2019,27.5
Mad Men (season 7),619.4,11/29/2019,744.0,11/11/2019,20.12
Sapphire Jubilee of Elizabeth II,365.0,11/01/2019,1939.6,11/24/2019,431.4
Masters of the Universe: Revelation,117.8,10/31/2019,205.2,11/08/2019,74.19
Sagana Lodge,97.0,11/01/2019,392.6,11/15/2019,304.74
IMDb,10248.4,10/29/2019,13579.4,12/05/2019,32.5
"Martha, Meet Frank, Daniel and Laurence",29.2,10/30/2019,48.8,11/17/2019,67.12
BuzzFeed News,245.8,10/25/2019,343.4,12/09/2019,39.71
Dean of Windsor,14.0,10/27/2019,1062.6,11/19/2019,7490.0
Lyndon B. Johnson,6296.4,10/27/2019,22905.2,11/17/2019,263.78
"List of Upstairs, Downstairs episodes",48.4,12/09/2019,84.2,11/11/2019,73.97
28th Primetime Emmy Awards,20.2,10/25/2019,33.6,11/29/2019,66.34
Monarchy of Jamaica,201.8,10/31/2019,325.4,11/21/2019,61.25
The Rockford Files,600.6,12/04/2019,779.2,12/08/2019,29.74
The X-Files (season 2),199.8,11/14/2019,255.2,11/25/2019,27.73
Anton Lesser,365.8,10/29/2019,965.0,11/17/2019,163.81
Billions (TV series),3175.6,11/28/2019,4092.2,12/05/2019,28.86
Buckingham Palace,3071.6,10/26/2019,6598.8,11/24/2019,114.83
Homicide: Life on the Street (season 4),24.4,11/12/2019,29.6,11/26/2019,21.31
Columbo (season 2),77.8,10/31/2019,162.0,11/03/2019,108.23
17th Primetime Emmy Awards,16.2,12/08/2019,26.6,11/30/2019,64.2
Balmoral Castle,1063.4,11/08/2019,2640.0,10/27/2019,148.26
Baz Bamigboye,19.2,11/17/2019,42.0,12/11/2019,118.75
74th Golden Globe Awards,144.8,10/24/2019,636.6,12/10/2019,339.64
360 (film),106.8,10/26/2019,159.0,11/05/2019,48.88
SS Gothic (1947),23.0,10/31/2019,39.0,10/28/2019,69.57
The Defenders (1961 TV series),90.8,10/24/2019,127.8,12/08/2019,40.75
"List of Murder, She Wrote episodes",336.8,12/09/2019,498.8,11/28/2019,48.1
24 (season 5),209.8,11/06/2019,248.2,12/05/2019,18.3
Primetime Emmy Award,1249.0,12/13/2019,1757.2,12/07/2019,40.69
"Upstairs, Downstairs (1971 TV series)",325.4,12/05/2019,0.0,10/20/2019,-100.0
50th Primetime Emmy Awards,58.4,12/12/2019,106.6,11/24/2019,82.53
Paul Bettany,3401.0,10/31/2019,4471.6,11/17/2019,31.48
The Sopranos,4668.8,11/01/2019,5649.6,12/01/2019,21.01
Minions (film),1812.6,10/24/2019,1125.8,12/14/2019,-37.89
Handbagged,0.0,10/20/2019,32.8,10/23/2019,0
The Sopranos (season 3),294.0,11/09/2019,348.2,11/25/2019,18.44
4K resolution,3305.0,10/26/2019,4379.2,11/24/2019,32.5
Málaga,884.2,12/13/2019,0.0,10/20/2019,-100.0
Southwark Cathedral,153.6,10/25/2019,374.6,10/29/2019,143.88
Harold Macmillan,2437.0,10/23/2019,12862.6,11/17/2019,427.8
Undercover (2019 TV series),143.0,11/28/2019,0.0,10/20/2019,-100.0
"Rich Man, Poor Man (miniseries)",265.6,10/25/2019,1079.6,11/03/2019,306.48
The Americans,2311.4,11/07/2019,3415.2,11/25/2019,47.75
Dickie Arbiter,25.4,10/31/2019,747.0,11/18/2019,2840.94
Better Call Saul (season 4),714.6,12/13/2019,0.0,10/20/2019,-100.0
Castle series stamps,15.0,11/10/2019,22.0,11/22/2019,46.67
Ratched (TV series),401.0,12/06/2019,1014.8,11/01/2019,153.07
Edward Millward,3.8,10/25/2019,2547.8,11/18/2019,66947.37
"Wallis, Duchess of Windsor",41.4,10/28/2019,390.4,12/01/2019,843.0
Lonesome Dove (miniseries),411.0,11/01/2019,761.4,11/29/2019,85.26
The Crown (season 2),0.0,10/20/2019,11065.2,11/17/2019,0
Margaret Thatcher,8536.6,11/08/2019,18254.2,12/13/2019,113.83
Boardwalk Empire (season 1),152.8,11/01/2019,248.6,12/01/2019,62.7
Harrods,1193.0,10/25/2019,1576.4,11/10/2019,32.14
Edward Heath,1213.6,10/26/2019,20595.2,11/18/2019,1597.03
Annus horribilis,1061.2,10/31/2019,6100.8,11/24/2019,474.9
John Bowes-Lyon,96.0,11/01/2019,389.0,11/23/2019,305.21
Camilla Parker Bowles,1919.0,11/01/2019,14566.8,11/24/2019,659.08
Downton Abbey (series 2),306.6,12/13/2019,0.0,10/20/2019,-100.0
6th Primetime Emmy Awards,18.2,10/22/2019,26.0,11/17/2019,42.86
Castle of Mey,515.0,11/01/2019,1687.4,11/24/2019,227.65
Hallmark Hall of Fame,191.2,10/24/2019,425.6,12/10/2019,122.59
List of L.A. Law episodes,63.4,10/24/2019,78.6,11/12/2019,23.97
Lee Radziwill,742.0,11/13/2019,1153.4,11/23/2019,55.44
Roddy Llewellyn,0.0,10/20/2019,20801.0,11/24/2019,0
List of The Handmaid's Tale episodes,2884.4,11/28/2019,0.0,10/20/2019,-100.0
63rd Primetime Emmy Awards,95.4,12/04/2019,124.4,12/11/2019,30.4
Pietro Annigoni's portraits of Elizabeth II,24.6,10/29/2019,314.0,11/30/2019,1176.42
Brighton City Airport,55.2,11/15/2019,68.8,11/25/2019,24.64
Goldsmiths' Hall,22.4,10/31/2019,43.8,11/30/2019,95.54
List of state visits received by Elizabeth II,48.6,11/05/2019,96.2,11/29/2019,97.94
Lithgow Plot,41.6,11/01/2019,147.4,11/18/2019,254.33
Radio Times,227.8,11/18/2019,309.0,11/26/2019,35.65
Paul Sparks,0.0,10/20/2019,1170.6,10/24/2019,0
ER (TV series),2122.2,12/10/2019,2449.0,11/08/2019,15.4
Richard Roxburgh,740.0,12/10/2019,1422.6,10/22/2019,92.24
Eileen Atkins,1346.2,12/12/2019,3274.0,11/20/2019,143.2
Tom Brooke,111.6,12/05/2019,147.0,11/02/2019,31.72
Bertie Carvel,249.6,11/05/2019,289.6,11/02/2019,16.03
Queen's Anniversary Prize,0.0,10/20/2019,58.6,11/21/2019,0
List of events during the Silver Jubilee of Elizabeth II,26.0,11/03/2019,249.6,11/24/2019,860.0
Queen of Ghana,0.0,10/20/2019,90.2,12/01/2019,0
Lesley Manville,816.8,12/13/2019,0.0,10/20/2019,-100.0
55th Primetime Emmy Awards,45.8,11/15/2019,78.8,12/11/2019,72.05
12th Primetime Emmy Awards,14.0,10/25/2019,21.8,11/21/2019,55.71
Ben Daniels,490.2,10/30/2019,6911.0,11/17/2019,1309.83
Game of Thrones (season 3),611.4,10/24/2019,768.6,11/27/2019,25.71
"Sir John Riddell, 13th Baronet",7.6,10/26/2019,18.2,11/18/2019,139.47
RadioTimes,5.2,10/27/2019,7.2,11/18/2019,38.46
Clancy Brown,2989.8,12/10/2019,6001.0,12/14/2019,100.72
Mannix (season 5),13.4,11/10/2019,15.8,11/08/2019,17.91
The Bold Ones: The Senator,16.6,10/28/2019,24.8,11/30/2019,49.4
Queen of Kenya,28.0,10/30/2019,57.6,11/25/2019,105.71
Game of Thrones (season 8),2636.8,11/15/2019,3877.0,10/30/2019,47.03
President of the United States,9321.6,10/26/2019,13625.4,11/20/2019,46.17
Elizabeth R: A Year in the Life of the Queen,18.6,10/23/2019,166.2,11/18/2019,793.55
1992 Windsor Castle fire,0.0,10/20/2019,1002.6,11/20/2019,0
List of things named after Elizabeth II,63.2,10/31/2019,185.4,11/21/2019,193.35
NBC News,903.8,10/29/2019,1193.2,12/06/2019,32.02
19th Primetime Emmy Awards,18.4,10/25/2019,29.8,11/26/2019,61.96
This Is Us,3345.2,12/13/2019,8311.6,11/20/2019,148.46
Somebody Feed Phil,151.6,12/10/2019,222.0,11/03/2019,46.44
Winnie-the-Pooh Meets the Queen,26.6,10/26/2019,0.0,10/20/2019,-100.0
List of Thirtysomething episodes,35.4,11/24/2019,48.0,12/13/2019,35.59
Tanya Seghatchian,0.0,10/20/2019,38.2,11/18/2019,0
Oz (TV series),1120.6,11/29/2019,1366.2,11/17/2019,21.92
Dunfermline (horse),0.0,10/20/2019,23.4,11/24/2019,0
Princess Margaret,1379.6,11/01/2019,9455.2,11/18/2019,585.36
Diamond Jubilee of Elizabeth II,353.6,11/01/2019,1673.6,11/24/2019,373.3
Queen of Sierra Leone,13.4,10/24/2019,17.6,10/27/2019,31.34
Commonwealth realm,1899.2,10/31/2019,3582.4,11/24/2019,88.63
24 (season 2),253.8,10/22/2019,289.0,12/05/2019,13.87
30th Primetime Emmy Awards,30.0,11/18/2019,32.8,11/25/2019,9.33
Chip and Potato,143.6,11/14/2019,552.0,12/01/2019,284.4
Welsh language,2095.8,10/31/2019,6601.4,11/25/2019,214.98
UHDTV,16.6,12/13/2019,50.6,11/03/2019,204.82
British Board of Film Classification,633.0,11/22/2019,927.2,10/28/2019,46.48
Bohemian Rhapsody (film),5734.2,11/14/2019,8893.6,12/01/2019,55.1
The Deal (2003 film),102.8,10/31/2019,153.2,12/13/2019,49.03
48th Primetime Emmy Awards,32.2,10/25/2019,48.2,11/30/2019,49.69
Monarchy of Saint Vincent and the Grenadines,0.0,10/20/2019,173.0,11/21/2019,0
The X-Files (season 5),161.2,11/28/2019,256.4,10/31/2019,59.06
Falklands War,3769.2,10/26/2019,7634.0,11/18/2019,102.54
Baki the Grappler,592.0,12/14/2019,1272.8,11/11/2019,115.0
Queen Elizabeth II Diamond Jubilee Medal,238.4,10/25/2019,514.6,11/10/2019,115.86
Elizabeth Cross,35.2,10/24/2019,100.2,11/10/2019,184.66
Russian Doll (TV series),1507.2,11/01/2019,2405.4,12/11/2019,59.59
John Major,1953.4,10/26/2019,7828.6,12/13/2019,300.77
Greg Wise,1683.4,10/24/2019,4314.8,12/02/2019,156.31
The Queen in Australia,10.6,11/07/2019,0.0,10/21/2019,-100.0
Jaguar Cars,2364.6,10/27/2019,2832.8,11/25/2019,19.8
Elizabeth Debicki,2154.0,12/12/2019,3637.2,12/01/2019,68.86
The Shield,929.6,12/10/2019,0.0,10/20/2019,-100.0
Edward VII,10517.4,10/31/2019,20928.6,11/24/2019,98.99
List of participants in the coronation procession of Elizabeth II,0.0,10/20/2019,87.8,12/01/2019,0
Doctor Who,6152.0,11/06/2019,8553.4,11/23/2019,39.03
Gemma Whelan,662.0,10/23/2019,2885.8,11/06/2019,335.92
Dookie (dog),34.2,11/02/2019,53.4,11/26/2019,56.14
62nd Primetime Emmy Awards,83.2,10/30/2019,114.6,10/24/2019,37.74
"Prince Philip, Duke of Edinburgh",16537.2,11/01/2019,112597.2,11/18/2019,580.87
The Jury (TV serial),73.4,12/05/2019,98.0,12/01/2019,33.51
Royal corgis,445.2,10/31/2019,1956.8,11/26/2019,339.53
26th Primetime Emmy Awards,24.2,12/09/2019,28.8,12/06/2019,19.01
35th Primetime Emmy Awards,20.8,10/29/2019,107.0,11/16/2019,414.42
List of Dynasty (1981 TV series) episodes,111.2,12/11/2019,214.4,11/17/2019,92.81
George VI,17123.8,10/31/2019,62030.4,11/24/2019,262.25
List of Netflix original programming,9.6,10/26/2019,13.6,11/07/2019,41.67
"Prince Andrew, Duke of York",5944.4,11/01/2019,138900.8,11/18/2019,2236.67
Olivia Williams,903.0,12/03/2019,1462.0,10/26/2019,61.9
Marie Claire,258.6,11/17/2019,529.0,11/24/2019,104.56
Police Story (1973 TV series),153.0,10/22/2019,221.0,11/03/2019,44.44
Ely Cathedral,389.4,12/06/2019,436.6,11/27/2019,12.12
"Jubilee Gardens, Lambeth",17.8,11/10/2019,32.2,12/10/2019,80.9
Mountbatten-Windsor,622.8,10/25/2019,3174.2,11/24/2019,409.67
Emily in Paris,160.2,12/06/2019,316.2,11/15/2019,97.38
List of state visits made by Elizabeth II,124.0,10/30/2019,724.0,11/18/2019,483.87
The X-Files,2694.2,11/15/2019,3016.8,11/03/2019,11.97
Paris,7034.6,10/26/2019,9189.8,12/12/2019,30.64
The Last King of Scotland (film),720.2,12/13/2019,1516.6,11/27/2019,110.58
Monarchy of Papua New Guinea,159.4,12/10/2019,0.0,10/21/2019,-100.0
Breaking Bad,7696.0,12/12/2019,0.0,10/20/2019,-100.0
Colditz (2005 TV series),40.6,11/25/2019,53.0,11/17/2019,30.54
61st Primetime Emmy Awards,83.6,10/27/2019,176.4,12/03/2019,111.0
Charles III,14.4,12/07/2019,29.8,11/06/2019,106.94
Suez Crisis,2595.2,10/26/2019,3830.2,10/29/2019,47.59
Virgin River (TV series),267.6,11/05/2019,47266.2,12/08/2019,17563.0
Monarchy of Barbados,142.4,11/16/2019,137.6,10/27/2019,-3.37
CSI: Crime Scene Investigation (season 5),86.4,12/08/2019,130.8,11/03/2019,51.39
64th Primetime Emmy Awards,131.6,12/04/2019,246.8,11/24/2019,87.54
Michael Maloney,145.8,10/25/2019,1442.8,11/18/2019,889.57
John Heffernan (actor),165.8,10/24/2019,952.6,10/28/2019,474.55
Spriggan (manga),84.8,11/16/2019,104.0,12/07/2019,22.64
Monarchy of Antigua and Barbuda,111.2,10/25/2019,176.6,11/20/2019,58.81
Shōgun (1980 miniseries),209.8,12/13/2019,429.8,11/01/2019,104.86
Personality and image of Elizabeth II,179.0,11/08/2019,843.2,11/18/2019,371.06
The Special Relationship (film),143.6,10/31/2019,240.4,11/24/2019,67.41
Sweet Magnolias,175.6,10/23/2019,411.0,12/08/2019,134.05
The West Wing (season 1),169.8,12/13/2019,270.2,10/28/2019,59.13
Metacritic,0.0,10/20/2019,3401.0,11/24/2019,0
Monarchy of Grenada,100.4,10/30/2019,0.0,10/20/2019,-100.0
Profumo affair,1245.8,10/31/2019,33839.0,11/17/2019,2616.25
Playhouse 90,110.4,10/22/2019,222.4,12/03/2019,101.45
Englefield House,60.8,12/05/2019,158.0,10/30/2019,159.87
8th Primetime Emmy Awards,23.2,12/09/2019,27.0,11/09/2019,16.38
Review aggregator,586.4,10/29/2019,791.0,12/04/2019,34.89
Brooklyn Museum,170.8,12/14/2019,569.8,10/22/2019,233.61
ER (season 1),212.6,12/03/2019,343.0,10/24/2019,61.34
Mannix,407.0,12/09/2019,481.2,11/01/2019,18.23
Studio One (American TV series),20.0,10/24/2019,44.6,12/01/2019,123.0
33rd Primetime Emmy Awards,26.0,11/06/2019,39.2,11/19/2019,50.77
King George VI,1739.2,11/01/2019,6344.4,11/27/2019,264.79
7th Primetime Emmy Awards,28.2,11/18/2019,31.4,11/07/2019,11.35
Queen Elizabeth cake,37.8,11/01/2019,51.8,12/02/2019,37.04
George V,12844.0,10/31/2019,29393.4,11/24/2019,128.85
Timothy Dalton,2464.4,10/22/2019,4040.8,12/04/2019,63.97
Queer Eye (2018 TV series),1802.2,12/06/2019,6366.8,11/03/2019,253.28
CSI: Crime Scene Investigation (season 4),76.4,10/29/2019,100.6,11/10/2019,31.68
Hasnat Khan,990.6,11/08/2019,2004.6,11/24/2019,102.36
Marion Crawford,108.6,11/01/2019,403.2,11/17/2019,271.27
Elizabeth line,33.2,12/12/2019,47.2,12/01/2019,42.17
"King's College, London",0.0,10/20/2019,163.8,12/11/2019,0
Matt Smith,59.2,12/13/2019,0.0,10/20/2019,-100.0
Homeland (season 2),237.4,11/01/2019,286.4,12/01/2019,20.64
Explained (TV series),672.0,12/14/2019,3345.4,11/01/2019,397.83
Andrew Buchan,281.6,11/07/2019,2516.6,11/18/2019,793.68
Harry S. Truman,5100.8,10/26/2019,6346.0,11/12/2019,24.41
The Queen's Birthday Party,148.4,10/28/2019,266.8,11/25/2019,79.78
"Love, Death & Robots",1726.2,12/13/2019,3110.0,11/03/2019,80.16
Jane Lapotaire,109.0,10/29/2019,5556.4,11/18/2019,4997.61
Ben Miles,831.0,10/31/2019,2611.6,11/24/2019,214.27
54th Primetime Emmy Awards,55.2,11/22/2019,105.4,11/18/2019,90.94
True Detective (season 1),1488.0,10/25/2019,1892.8,12/02/2019,27.2
Oliver Dowden,466.8,10/27/2019,525.8,10/29/2019,12.64
Kengan Ashura,1249.8,10/22/2019,6994.4,11/01/2019,459.64
Mark Phillips,1080.2,11/08/2019,13652.4,11/18/2019,1163.88
The Americans (season 6),207.6,12/13/2019,0.0,10/20/2019,-100.0
4 route du Champ d'Entraînement,166.6,11/01/2019,1376.8,11/24/2019,726.41
BuzzFeed,1080.2,10/26/2019,1593.6,11/05/2019,47.53
Game of Thrones (season 5),709.0,11/13/2019,795.2,11/27/2019,12.16
Instagram,8399.6,12/13/2019,17344.2,11/13/2019,106.49
Aggretsuko,714.0,11/27/2019,0.0,10/20/2019,-100.0
Winston Churchill,17242.0,10/31/2019,55614.0,11/17/2019,222.55
Elizabeth R,62.0,10/23/2019,270.2,12/08/2019,335.81
True Detective,2817.6,11/21/2019,3532.0,12/01/2019,25.35
51st Primetime Emmy Awards,38.2,10/28/2019,46.8,11/30/2019,22.51
Lost (season 6),258.6,11/01/2019,322.6,12/09/2019,24.75
St. Elsewhere,0.0,10/20/2019,576.2,12/14/2019,0
Alan Lascelles,1038.4,10/31/2019,5713.6,11/18/2019,450.23
Mad Men,4611.0,11/29/2019,5572.4,11/11/2019,20.85
Royal Christmas Message,1148.2,10/25/2019,1258.2,10/27/2019,9.58
Marcia Warren,61.0,12/11/2019,498.0,10/31/2019,716.39
Mohamed Al-Fayed,1278.2,11/08/2019,2039.0,11/24/2019,59.52
13th Primetime Emmy Awards,29.2,11/28/2019,115.6,11/01/2019,295.89
Six Feet Under (TV series),1364.0,12/12/2019,1490.2,10/29/2019,9.25
Succession (TV series),7128.6,11/22/2019,0.0,10/20/2019,-100.0
1999 Australian republic referendum,219.8,12/07/2019,652.0,11/06/2019,196.63
Prince Charles,538.2,10/31/2019,3256.4,11/18/2019,505.05
Khalid Abdalla,143.6,12/13/2019,271.0,11/13/2019,88.72
Royal tours of Canada,14.8,11/04/2019,24.2,11/18/2019,63.51
MacCormick v Lord Advocate,21.6,10/23/2019,33.6,11/11/2019,55.56
Borehamwood,157.4,12/13/2019,384.0,10/23/2019,143.96
This Is Us (season 1),197.2,12/14/2019,756.4,11/20/2019,283.57
A Royal Night Out,138.2,10/30/2019,262.2,11/02/2019,89.73
Dorgi,11.8,10/31/2019,19.4,11/24/2019,64.41
47th Primetime Emmy Awards,45.4,11/22/2019,103.6,11/26/2019,128.19
Mad Men (season 1),459.4,10/25/2019,544.6,11/30/2019,18.55
Boomtown (2002 TV series),87.0,11/01/2019,136.8,11/30/2019,57.24
"Prince Harry, Duke of Sussex",7013.0,11/01/2019,0.0,10/21/2019,-100.0
Michael Shea (diplomat),12.4,11/06/2019,33.2,12/08/2019,167.74
Homeland (TV series),3987.0,11/22/2019,5278.6,11/30/2019,32.4
British royal family,2574.6,11/01/2019,12961.2,11/21/2019,403.43
29th Primetime Emmy Awards,30.2,12/09/2019,66.4,11/03/2019,119.87
Coronation gown of Elizabeth II,66.2,11/08/2019,147.8,11/24/2019,123.26
Estimate (horse),17.6,11/09/2019,62.4,11/18/2019,254.55
