File,Baseline,Baseline Date,Peak,Peak Date,Percent Increase
Companies House,323.0,11/30/2019,432.8,10/22/2019,33.99
"Edward Fitzalan-Howard, 18th Duke of Norfolk",441.0,11/14/2019,618.8,12/01/2019,40.32
David Bernstein (executive),0.0,10/19/2019,169.8,12/10/2019,0
Windsor Great Park,232.4,11/15/2019,489.2,11/24/2019,110.5
Master of the Household in Scotland,0.0,10/19/2019,4.6,11/18/2019,0
IMDb,10248.4,10/29/2019,13579.4,12/05/2019,32.5
Gideon Henderson,8.2,10/27/2019,12.0,11/20/2019,46.34
Harald V of Norway,1046.4,11/05/2019,1698.6,11/12/2019,62.33
Leon Black,374.2,12/07/2019,724.0,10/24/2019,93.48
Willem-Alexander of the Netherlands,846.4,12/13/2019,2136.8,11/12/2019,152.46
Westminster Hall,137.6,10/26/2019,208.0,11/05/2019,51.16
Woking,422.2,10/26/2019,1711.4,11/17/2019,305.35
Canadian Forces' Decoration,0.0,10/20/2019,124.6,11/26/2019,0
Eli Yablonovitch,0.0,10/19/2019,38.4,11/20/2019,0
Wedding of Prince Andrew and Sarah Ferguson,61.2,11/02/2019,869.2,11/18/2019,1320.26
Royal Society,922.0,10/26/2019,1239.6,11/28/2019,34.45
Personal aide-de-camp,0.0,10/20/2019,614.0,11/21/2019,0
Edoardo Mapelli Mozzi,403.0,11/08/2019,2518.4,11/25/2019,524.91
Ebenezer Cobb Morley,76.0,10/23/2019,103.6,12/12/2019,36.32
Prince Alfred of Great Britain,64.0,12/13/2019,167.6,11/24/2019,161.88
Death of Jeffrey Epstein,0.0,10/19/2019,46534.6,11/05/2019,0
Range Rover,1968.8,12/11/2019,3646.8,11/10/2019,85.23
Graham Kelly (football administrator),18.0,12/06/2019,86.6,10/28/2019,381.11
Greg Dyke,118.6,11/21/2019,160.2,12/04/2019,35.08
Les Wexner,651.2,10/26/2019,2941.6,11/22/2019,351.72
Order of St. Olav,107.2,11/15/2019,218.0,11/24/2019,103.36
"Frederick, Prince of Wales",885.2,10/24/2019,913.2,10/22/2019,3.16
George J. Mitchell,358.2,10/26/2019,617.6,11/06/2019,72.42
"Department for Business, Innovation and Skills",0.0,10/19/2019,486.0,12/11/2019,0
Martin Green (professor),0.0,10/19/2019,23.2,11/19/2019,0
The New Republic,1169.4,12/08/2019,1646.2,10/22/2019,40.77
Freedom of the City,523.2,12/09/2019,804.0,10/21/2019,53.67
Peerage of Scotland,228.2,10/29/2019,285.8,11/19/2019,25.24
Ian Watmore,20.0,10/25/2019,24.0,10/23/2019,20.0
"Prince Edward, Duke of York and Albany",60.2,12/12/2019,107.4,11/30/2019,78.41
Home Office,549.4,11/16/2019,729.6,12/08/2019,32.8
William Pickford,4.6,11/05/2019,6.8,11/10/2019,47.83
Chris Bryant,159.2,11/22/2019,7584.2,11/04/2019,4663.94
Glenn Dubin,0.0,10/19/2019,926.6,11/17/2019,0
Crime Victims' Rights Act,28.2,11/29/2019,120.6,11/05/2019,327.66
"John Morris, Baron Morris of Aberavon",41.4,10/29/2019,82.8,10/22/2019,100.0
Operation Midland,121.8,10/24/2019,612.0,11/13/2019,402.46
Government of Canada,1197.2,11/23/2019,3815.4,10/22/2019,218.69
Gloria Allred,529.0,11/15/2019,1744.0,11/19/2019,229.68
Sub-lieutenant,122.0,10/25/2019,165.4,11/04/2019,35.57
Officer and Aircrew Selection Centre,13.2,11/02/2019,31.2,11/18/2019,136.36
Royal Regiment of Scotland,223.8,10/27/2019,354.8,11/10/2019,58.53
Governess,257.4,10/23/2019,430.4,11/17/2019,67.21
"David Manners, 11th Duke of Rutland",111.8,12/13/2019,392.4,12/06/2019,250.98
Wanderers F.C.,174.8,11/05/2019,622.0,11/11/2019,255.84
Coat of arms of England,18.8,10/29/2019,0.0,10/20/2019,-100.0
Ted Croker,15.0,10/24/2019,57.0,11/23/2019,280.0
Roy Black (attorney),59.2,10/21/2019,152.0,11/19/2019,156.76
Tarō Asō,225.4,12/07/2019,387.2,11/30/2019,71.78
Eamon Martin,30.6,10/28/2019,80.2,11/03/2019,162.09
"Prince Augustus Frederick, Duke of Sussex",197.8,12/13/2019,415.0,12/06/2019,109.81
Duke of York Stakes,4.8,10/26/2019,7.4,10/22/2019,54.17
"Ernest Augustus, King of Hanover",885.8,10/31/2019,1173.0,11/03/2019,32.42
Westland Lynx,430.8,12/07/2019,0.0,10/20/2019,-100.0
The Sun (United Kingdom),1376.8,11/02/2019,2958.6,11/12/2019,114.89
List of dukes in the peerages of Britain and Ireland,600.0,12/06/2019,789.2,11/11/2019,31.53
Roundel (heraldry),43.8,12/03/2019,75.2,11/21/2019,71.69
Charles Clegg (footballer),11.8,10/28/2019,27.8,11/14/2019,135.59
Prince George William of Great Britain,61.0,12/05/2019,157.6,11/04/2019,158.36
"Torquhil Campbell, 13th Duke of Argyll",200.4,11/07/2019,274.4,12/03/2019,36.93
Minehunter,80.0,10/24/2019,125.0,11/24/2019,56.25
Nicholas Lydon,13.0,10/23/2019,15.4,11/04/2019,18.46
"Valerie Amos, Baroness Amos",100.8,11/16/2019,111.4,11/07/2019,10.52
Footman,252.4,12/09/2019,260.4,12/11/2019,3.17
Joint Services School of Intelligence,4.8,11/08/2019,28.8,11/17/2019,500.0
"Prince Richard, Duke of Gloucester",1104.2,11/01/2019,3926.2,11/24/2019,255.57
Elliott Lieb,4.2,10/24/2019,23.6,12/12/2019,461.9
York Central (UK Parliament constituency),0.0,10/20/2019,1116.0,12/12/2019,0
Herbert N. Straus House,0.0,10/19/2019,1346.4,11/19/2019,0
Rishi Sunak,274.6,10/27/2019,11396.2,11/29/2019,4050.11
Tramp (nightclub),40.0,10/27/2019,1455.4,11/17/2019,3538.5
David Davies (football administrator),22.6,10/23/2019,57.6,11/13/2019,154.87
George W. Buckley,0.0,10/19/2019,52.6,10/31/2019,0
Gilles Brassard,65.6,12/13/2019,98.4,12/11/2019,50.0
Lady Elizabeth Bowes-Lyon,396.8,10/25/2019,1859.6,11/16/2019,368.65
Royal Dornoch Golf Club,15.4,12/08/2019,17.2,11/25/2019,11.69
UK Trade & Investment,68.8,12/07/2019,166.8,11/18/2019,142.44
Diamond Jubilee of Elizabeth II,0.0,10/19/2019,1673.6,11/24/2019,0
Commonwealth realm,1899.2,10/31/2019,3582.4,11/24/2019,88.63
Graham Doggart,6.0,10/27/2019,17.0,11/21/2019,183.33
Stephen Cottrell,14.0,10/25/2019,19.0,11/15/2019,35.71
"Ernest Augustus, Duke of York and Albany",0.0,10/19/2019,47.6,10/28/2019,0
London Metropolitan University,215.0,10/26/2019,0.0,10/19/2019,-100.0
Kingdom of Great Britain,1797.6,10/26/2019,2432.2,11/04/2019,35.3
Captain (Royal Navy),0.0,10/19/2019,204.2,11/10/2019,0
John Savill,0.0,10/19/2019,15.0,11/24/2019,0
St James's Palace,784.0,10/25/2019,2439.2,11/24/2019,211.12
"John Seymour, 19th Duke of Somerset",152.8,12/06/2019,182.8,11/03/2019,19.63
Robert Jobson,10.0,10/24/2019,36.6,11/18/2019,266.0
Falklands War,3769.2,10/26/2019,7634.0,11/18/2019,102.54
Small Arms School Corps,0.0,10/19/2019,51.2,11/20/2019,0
Queen Elizabeth II Diamond Jubilee Medal,0.0,10/19/2019,514.6,11/10/2019,0
John Major,1953.4,10/26/2019,6180.8,12/13/2019,216.41
The New Zealand Herald,361.4,11/16/2019,595.6,10/26/2019,64.8
Prince Andrew High School,15.4,11/11/2019,45.8,11/20/2019,197.4
Edward VII,10517.4,10/31/2019,20928.6,11/24/2019,98.99
Peking University,513.2,11/02/2019,727.8,11/05/2019,41.82
Timothy Duke,6.8,12/11/2019,11.8,11/07/2019,73.53
NATO,6295.0,11/23/2019,27666.8,12/04/2019,339.5
Douglas Stephan,8.0,10/27/2019,9.4,10/25/2019,17.5
Libby Purves,47.4,11/12/2019,317.2,10/22/2019,569.2
Newsweek,0.0,10/19/2019,1370.2,12/04/2019,0
RNAS Lee-on-Solent (HMS Daedalus),50.8,11/02/2019,123.2,11/17/2019,142.52
"Prince Philip, Duke of Edinburgh",16537.2,11/01/2019,112597.2,11/18/2019,580.87
Donald Trump,73128.2,11/10/2019,131546.2,10/21/2019,79.88
"Prince Edward, Duke of Kent and Strathearn",1299.0,10/31/2019,2364.4,11/24/2019,82.02
United States diplomatic cables leak,397.8,12/07/2019,708.2,10/23/2019,78.03
TeenTech,2.4,11/04/2019,13.4,11/26/2019,458.33
Jean-Paul Vincent,0.0,10/19/2019,16.2,12/07/2019,0
George VI,17123.8,10/31/2019,62030.4,11/24/2019,262.25
Gareth Roberts (statistician),0.0,10/19/2019,19.4,12/02/2019,0
"Prince Andrew, Duke of York",0.0,10/19/2019,138900.8,11/18/2019,0
Lakefield College School,108.2,10/23/2019,414.8,11/22/2019,283.36
Lord Steward,69.2,10/28/2019,167.2,11/17/2019,141.62
New Zealand 1990 Commemoration Medal,16.4,11/06/2019,36.8,10/26/2019,124.39
Tabloid journalism,521.4,11/09/2019,821.0,11/25/2019,57.46
Mountbatten-Windsor,622.8,10/25/2019,3174.2,11/24/2019,409.67
Charles I of England,7885.8,10/31/2019,11821.4,11/03/2019,49.91
"Richard of Shrewsbury, Duke of York",245.8,12/06/2019,346.2,11/26/2019,40.85
"Mervyn King, Baron King of Lothbury",121.4,12/12/2019,0.0,10/20/2019,-100.0
Lieutenant commander (Royal Navy),82.0,10/26/2019,142.2,11/10/2019,73.41
Princess Victoria Mary of Teck,48.0,11/07/2019,109.2,11/23/2019,127.5
Speaker of the House of Commons (United Kingdom),1041.2,11/30/2019,19561.2,11/04/2019,1778.72
Koo Stark,425.6,10/26/2019,17644.8,11/18/2019,4045.86
Geoffrey Berman,134.0,11/02/2019,211.2,12/07/2019,57.61
Charles III,14.4,12/07/2019,29.8,11/06/2019,106.94
Le Temps,63.8,12/07/2019,77.6,11/13/2019,21.63
Harold Warris Thompson,14.6,12/02/2019,22.0,11/11/2019,50.68
US Attorney,7.6,11/03/2019,14.6,11/07/2019,92.11
Kenneth Marra,0.0,10/19/2019,131.8,11/19/2019,0
Sakher El Materi,19.2,11/03/2019,30.0,11/20/2019,56.25
Southern California,1509.2,12/07/2019,1518.6,12/08/2019,0.62
Royal Air Force,2400.6,12/07/2019,3342.6,11/12/2019,39.24
Lord Mayor of Belfast,28.0,10/23/2019,68.2,12/13/2019,143.57
John Stanley Pottinger,15.0,11/03/2019,563.6,12/01/2019,3657.33
Eva Andersson-Dubin,0.0,10/19/2019,3060.8,11/19/2019,0
Lady Victoria Hervey,104.8,11/12/2019,5842.4,11/20/2019,5474.81
Kevin Spacey,6669.4,12/06/2019,7681.4,10/30/2019,15.17
Surbiton F.C.,5.0,10/21/2019,7.4,11/03/2019,48.0
"David Carnegie, 4th Duke of Fife",119.0,10/24/2019,212.6,11/09/2019,78.66
Lady Colin Campbell,1140.8,10/25/2019,13564.4,11/18/2019,1089.03
Patronage,517.4,10/26/2019,784.2,12/11/2019,51.57
Thomas Dunne (Lord Lieutenant),17.0,10/26/2019,43.0,11/28/2019,152.94
Keith Martin Ball,9.4,10/23/2019,0.0,10/20/2019,-100.0
Financial Times,1313.0,11/16/2019,2020.2,12/12/2019,53.86
Margaret Buckingham,4.4,10/25/2019,276.4,12/11/2019,6181.82
"Staff College, Camberley",40.2,10/24/2019,77.0,11/10/2019,91.54
George II of Great Britain,4534.0,10/31/2019,5142.8,10/22/2019,13.43
Carl XVI Gustaf,0.0,10/19/2019,418.8,11/18/2019,0
"Princess Alexandra, The Honourable Lady Ogilvy",1050.8,11/07/2019,4125.8,11/24/2019,292.63
Surrey,1629.4,10/31/2019,1912.6,11/11/2019,17.38
Princess Eugenie,157.2,11/09/2019,573.0,11/18/2019,264.5
The TerraMar Project,66.2,10/27/2019,794.2,11/17/2019,1099.7
House of Commons of the United Kingdom,4715.8,10/26/2019,16965.6,12/13/2019,259.76
"George Lascelles, 7th Earl of Harewood",555.6,11/08/2019,1340.6,12/01/2019,141.29
Trooping the Colour,216.6,11/02/2019,505.2,11/21/2019,133.24
National Reorganization Process,306.6,11/09/2019,409.6,12/11/2019,33.59
Massage,1478.6,11/09/2019,1884.4,10/21/2019,27.44
David Conner (bishop),26.8,11/12/2019,346.8,11/18/2019,1194.03
York,1618.0,11/15/2019,1895.0,11/05/2019,17.12
"Prince William, Duke of Cumberland",229.6,12/06/2019,344.2,11/04/2019,49.91
Princess Michael of Kent,472.2,11/01/2019,1620.6,11/24/2019,243.2
George V,12844.0,10/31/2019,29393.4,11/24/2019,128.85
Crystal Palace F.C. (1861),20.2,11/26/2019,45.2,11/12/2019,123.76
Princess Victoria of Hesse and by Rhine,963.8,11/08/2019,15289.4,11/18/2019,1486.37
Stephen Simpson (professor),9.6,11/14/2019,9.8,11/15/2019,2.08
"Prince Henry, Duke of Gloucester",1537.6,11/01/2019,6747.0,11/18/2019,338.8
Lord High Commissioner to the General Assembly of the Church of Scotland,22.2,11/06/2019,32.8,11/21/2019,47.75
"Henry FitzRoy, 12th Duke of Grafton",138.8,12/06/2019,180.6,11/22/2019,30.12
The Queen's York Rangers (1st American Regiment) (RCAC),0.0,10/19/2019,53.4,11/11/2019,0
Mutual legal assistance treaty,107.4,11/09/2019,195.0,12/05/2019,81.56
News of the World,474.2,10/25/2019,912.0,11/24/2019,92.32
"Johann Leopold, Hereditary Prince of Saxe-Coburg and Gotha",106.0,10/24/2019,169.4,11/23/2019,59.81
Mary Fagan,30.4,11/06/2019,39.6,11/12/2019,30.26
Nigel Glover,3.0,10/29/2019,6.8,11/05/2019,126.67
Fleet Air Arm,196.6,12/13/2019,410.2,11/27/2019,108.65
Kingdom of Ireland,586.4,11/15/2019,814.0,11/04/2019,38.81
Daniel Burley Woolfall,17.0,11/06/2019,28.4,11/19/2019,67.06
Colonel-in-Chief,29.4,10/23/2019,56.2,11/24/2019,91.16
Coronet,319.0,10/25/2019,467.4,12/04/2019,46.52
Ministry of Defence (United Kingdom),627.4,12/07/2019,809.6,11/12/2019,29.04
Raymond E. Goldstein,0.0,10/20/2019,23.4,12/01/2019,0
Mary Peters (athlete),88.6,10/31/2019,249.6,11/22/2019,181.72
"Charles Kay-Shuttleworth, 5th Baron Shuttleworth",29.6,11/15/2019,35.0,11/30/2019,18.24
Exocet missile,15.4,10/26/2019,206.8,11/17/2019,1242.86
"Prince Harry, Duke of Sussex",7013.0,11/01/2019,12836.2,10/21/2019,83.03
Guy Lloyd-Jones,6.8,10/27/2019,16.2,11/01/2019,138.24
Francis Maule Campbell,0.0,10/20/2019,11.4,11/29/2019,0
"Edward, 2nd Duke of York",39.6,10/21/2019,356.6,11/03/2019,800.51
Public relations,1689.4,10/26/2019,4464.4,11/13/2019,164.26
Mark Palios,29.2,10/29/2019,103.6,11/17/2019,254.79
Canadian Airborne Regiment,95.4,10/21/2019,174.0,11/11/2019,82.39
Garter Principal King of Arms,45.6,10/27/2019,73.6,12/07/2019,61.4
Polity (publisher),46.8,11/23/2019,160.0,11/26/2019,241.88
Lord Carrington,9.6,11/02/2019,28.2,11/18/2019,193.75
Lord Chamberlain,258.6,10/26/2019,412.0,11/21/2019,59.32
"Murray Beauclerk, 14th Duke of St Albans",91.0,11/07/2019,160.6,11/26/2019,76.48
Jack Brooksbank,471.8,11/01/2019,4448.8,11/21/2019,842.94
Sub Lieutenant,8.8,12/04/2019,17.0,11/18/2019,93.18
"James Graham, 8th Duke of Montrose",70.0,10/27/2019,107.6,11/25/2019,53.71
Nigger in the woodpile,296.0,10/27/2019,6523.6,11/18/2019,2103.92
Cunt,1821.8,10/29/2019,2206.6,11/13/2019,21.12
Prince Harry,967.0,11/01/2019,2406.0,11/22/2019,148.81
List of Ambassadors and High Commissioners to the United Kingdom,38.4,11/09/2019,52.8,11/05/2019,37.5
Handicap (golf),600.8,11/23/2019,911.0,11/17/2019,51.63
Royal Standard of the United Kingdom,316.8,11/15/2019,544.6,11/23/2019,71.91
Daily Mail,2735.4,11/16/2019,3328.4,11/14/2019,21.68
Crusaders F.C. (London),5.6,11/01/2019,8.4,12/08/2019,50.0
Casualty evacuation,84.0,11/23/2019,104.8,11/11/2019,24.76
City of London,2485.6,12/06/2019,3066.4,11/29/2019,23.37
Mid and East Antrim Borough Council,14.0,10/26/2019,21.4,12/12/2019,52.86
The Princess Louise Fusiliers,0.0,10/20/2019,35.4,11/11/2019,0
Order of the Aztec Eagle,176.4,11/16/2019,230.8,12/11/2019,30.84
Royal Lodge,260.2,10/25/2019,3059.6,11/21/2019,1075.86
Gordonstoun,0.0,10/19/2019,3850.4,11/18/2019,0
Standard Chartered,1406.8,11/17/2019,1813.2,11/20/2019,28.89
Jeffrey Epstein VI Foundation,0.0,10/20/2019,1498.8,11/19/2019,0
Orders of precedence in the United Kingdom,284.2,10/26/2019,486.6,11/10/2019,71.22
Humboldt Prize,27.4,10/25/2019,125.0,12/03/2019,356.2
