File,Percent Increase
Cubesat,85.0
Dragon Spacecraft Qualification Unit,883.84
Lemur-2,2415.52
Eutelsat 117 West B,169.57
Hispasat,224.77
AsiaSat 8,80.85
List of Galileo satellites,47.18
Larry Ellison,21.95
Internet meme,22.26
Amber Heard,146.54
Heliocentric orbit,2242.98
GPS III,375.86
Mars 1,111.76
ExoMars,52.99
GSAT-7A,158.23
Geostationary orbit,109.84
Crew Dragon,10062.24
MAVEN,92.5
Formosat-5,774.12
Demonstration and Science Experiments,453.33
Apollo 12,81.62
KhalifaSat,236.46
GeekWire,20.11
International Designator,181.08
CFNY-FM,43.36
List of SES satellites,228.43
Grimes,48.49
Celestis,363.35
Innovative Space-based Radar Antenna Technology,3274.14
Epoch (astronomy),37.73
Franz von Holzhausen,162.29
Arcsecond,6.33
Arabsat-6A,16450.88
Astronomical unit,55.33
Marcel Duchamp,18.89
Information Gathering Satellite,440.0
GSAT-6A,152.63
List of artificial objects in heliocentric orbit,3714.67
Boilerplate (spaceflight),6464.33
IRVINE01,702.7
Falcon 9 Full Thrust,788.42
Green Propellant Infusion Mission,1297.77
List of BeiDou satellites,80.15
List of Falcon 9 and Falcon Heavy launches,357.55
Live streaming,13.02
Kimbal Musk,758.63
Emirates Mars Mission,946.53
Diwata-2,140.0
Kepler Communications,150.98
Arnnon Geshuri,216.99
GSAT-29,275.81
List of missions to Mars,133.15
Hakuto,257.98
2017 in spaceflight,-100.0
Half-life,34.03
Composante Spatiale Optique,61.11
Eutelsat 115 West B,8.2
Ars Technica,-100.0
Jim Keller (engineer),54.6
Astrobiology Field Laboratory,0
List of Kosmos satellites (2501–2750),113.33
Chevrolet Corvette,32.29
Felix Baumgartner,64.51
Icebreaker Life,61.04
JCSAT-16,200.0
"Elon Musk: Tesla, SpaceX, and the Quest for a Fantastic Future",259.25
Eutelsat,36.04
InSight,67.45
Lori Garver,1713.64
BeiDou,178.18
Falcon 1,812.38
Biological Oxidant and Life Detection,83.93
List of artificial objects on Mars,97.57
Blagovest,116.67
Exploration of Mars,102.22
Flickr,10.19
Mariner 3,102.68
Dawn (spacecraft),91.52
Intelsat 35e,590.77
Gigafactory,132.86
Hot Wheels,29.3
Deep Space 2,38.1
Heavy Metal (film),290.66
Deep Space Atomic Clock,3383.82
Kennedy Space Center Launch Complex 39,776.01
Deep Space Climate Observatory,548.26
Mariner 4,54.72
Falcon 9 flight 20,904.13
Kosmos 419,102.86
Marketing,12.49
Kounotori 7,61.39
Falcon Heavy,4222.51
Galileo (satellite navigation),17.5
GSAT-11,628.27
List of Intelsat satellites,36.53
David Bowie,-100.0
Elon Musk,1228.74
2019 in spaceflight,72.51
Mariner 8,100.0
Alice Gorman,468.42
Falcon 9 flight 10,212.0
Koreasat 5A,588.06
Aerial Regional-scale Environmental Survey,121.92
BulgariaSat-1,217.24
Cosmic radiation,171.96
GLONASS-M,26.32
DSCOVR,171.84
ICESat-2,32.06
Business Insider,-19.87
Flinders University,20.14
Mariner 9,25.53
List of Mars orbiters,140.95
Escape velocity,163.04
EROS (satellite),89.43
Mars-Grunt,92.5
LiveScience,74.07
Falcon 9,900.26
2018 in spaceflight,145.72
Elliptic orbit,142.32
Jay Vijayan,215.79
Artificial satellite,21.23
Ecliptic plane,60.0
JPL Horizons On-Line Ephemeris System,123.33
Aviation Week & Space Technology,126.82
ABS-3A,85.94
J. B. Straubel,128.24
Brand management,22.39
Commercial Spaceflight Federation,99.28
Asteroid Terrestrial-impact Last Alert System,37.21
Earth,8.99
Forbes (magazine),23.74
Kilometre,12.76
MELOS,107.79
Falcon 9 v1.0,683.58
Future Imagery Architecture,641.84
Bangabandhu-1,48.41
Hyperloop,278.43
Falcon 9 v1.1,619.86
Apparent magnitude,39.63
Mars-Aster,66.67
Charon (moon),62.02
Astrometry,9.66
Carbon–carbon bond,29.64
Gimmick,0.29
Apsis,205.72
Dmitry Rogozin,46.5
High-altitude platform station,147.14
Foundation series,230.16
Human mission to Mars,131.14
Jonathan McDowell,297.06
Lyndon Rive,669.42
Fobos-Grunt,57.04
Lada,15.79
Areocentric orbit,619.44
Elon Musk's Tesla Roadster,7324.46
Douglas Adams,45.87
Chang'e 4,42.35
Found object,35.64
Chris Lattner,9.86
FalconSAT,-6.02
COSMO-SkyMed,26.09
Autonomous things,66.13
CASSIOPE,580.65
Dubbo,20.99
Jason-3,101.01
Hornsdale Power Reserve,160.87
List of USA satellites,-100.0
Curiosity (rover),174.79
Kennedy Space Center,246.26
Fountain (Duchamp),34.45
GRACE-FO,34.29
Joe Gebbia,56.14
BepiColombo,50.36
Al Yah 3,863.64
Justine Musk,940.04
Astronomical units,65.55
Fengyun,11.32
Carbon fiber reinforced polymer,34.83
FalconSAT-2,589.29
Aphelion,363.45
Mariner 6 and 7,44.57
James Murdoch,112.46
ISS,60.36
Horizons-3e,90.38
Cygnus CRS OA-9E,58.14
Iridium NEXT,536.81
Beagle 2,55.94
Beagle 3,38.16
Colonization of Mars,348.92
Falcon 9 Block 5,801.59
Capella Space,107.89
LightSail 2,2373.78
AsiaSat 6,18.52
Instagram,12.98
Mars,49.54
Europa Clipper,91.79
Advertising Age,-30.88
Lagrange point,98.32
ADM-Aeolus,20.63
Defence Intelligence Fusion Centre,63.11
Graveyard orbit,108.14
Marc Tarpenning,334.5
EchoStar 23,464.29
Inspiration Mars Foundation,325.86
Evening Standard,30.77
2001 Mars Odyssey,80.72
List of passive satellites,407.25
List of GLONASS satellites,42.86
