File,Percent Increase
United States Department of Justice,0
COVID-19 pandemic in Maine,105.02
2020 North Carolina lieutenant gubernatorial election,1179.77
2020 United States elections,1295.23
List of presidents of the United States,856.47
Green Party of the United States,2351.38
COVID-19 pandemic in Wyoming,69.72
Timeline of protests against Donald Trump,1804.53
Christians,0
HuffPost,104.84
2019 North Korea–United States Hanoi Summit,45.06
2020 Wisconsin State Senate election,0
"Notre Dame, Indiana",300.26
Barack Obama 2008 presidential campaign,1202.8
Brock Pierce,2345.13
White House Coronavirus Task Force,919.23
2020 Iowa elections,126.79
San Francisco Chronicle,32.13
The Guardian,90.45
Ken Paxton,511.04
2020 United States House of Representatives elections in Virginia,586.99
Zoom Video Communications,15.75
2020 Utah Senate election,0
Cancer Breakthroughs 2020,109.32
Red states and blue states,4084.52
74th Tony Awards,0
Voice of America,60.65
Maryanne Trump Barry,1066.26
2020 Iowa House of Representatives election,0
Trump tariffs,177.96
2020 Washington State Senate election,547.92
Forbes,23.9
United States presidential debates,-100.0
Florida,388.41
2020 Illinois Senate election,117.61
2012 United States presidential debates,776.4
Alex Azar,173.93
Vote counting,5251.21
Flag of India,30.5
Classified Information Procedures Act,223.08
Michigan,501.41
Equality Act (United States),468.78
Liberty Union Party,251.15
Confirmation (film),119.82
Family of Donald Trump,820.64
2020 Kansas elections,226.67
Timeline of the Donald Trump presidency (2017 Q3),280.51
Moderates,268.18
Ronald Reagan,317.69
Elizabeth Warren,0
Mike Pence,2248.04
COVID-19 pandemic in North Dakota,146.81
"Donald Trump's speech in Warsaw, Poland",112.22
Jerome Segal,3594.91
COVID-19 pandemic in the Navajo Nation,267.61
National Post,54.37
2020 Wisconsin elections,2610.47
Oregon Progressive Party,791.03
2020 Phoenix mayoral election,1833.75
Marla Maples,1543.47
Governor of Indiana,385.3
Philip N. Howard,15.75
Asian American,381.08
Alaska Native,84.98
Federal Election Commission,1225.83
Oglala,52.06
Nick Fuentes,151.66
Business Today (India),235.92
Emily W. Murphy,111960.38
Eastern States Multi-state Council,431.11
Joe Schriner,641.67
Fort Belknap Indian Reservation,31.58
Jill Biden,4368.02
United States presidential elections in North Carolina,6904.9
Sarah Palin,634.32
JW Marriott Hotels,168.15
Climate change mitigation,53.62
270toWin,7090.37
Respect for Marriage Act,183.49
Timeline of the COVID-19 pandemic in Boston,451.19
2020 Republican Party presidential primaries,1399.54
Marianne Williamson,147.85
Karen Pence,2202.83
2020 United States presidential election in Hawaii,0
List of nicknames used by Donald Trump,934.7
Political positions of the 2020 Democratic Party presidential primary candidates,482.46
2020 Missouri Attorney General election,740.0
2020 Iowa Senate election,66.37
Wealth of Donald Trump,1492.49
Running mate,789.18
Irreligion,329.13
List of federal judges appointed by Donald Trump,547.54
Japanese Americans,4.87
Amy Coney Barrett,2466.12
Third party and independent candidates for the 2020 United States presidential election,5079.1
2020 Maryland elections,100.0
John F. Harris,422.46
Families First Coronavirus Response Act,172.9
Miami,43.07
2020 United States House of Representatives election in Wyoming,0
Face masks during the COVID-19 pandemic in the United States,19.68
Efforts to impeach Donald Trump,424.21
2020 North Carolina's 11th congressional district election,785.42
National Garden of American Heroes,250.0
1976 United States presidential election,1652.9
2018 State of the Union Address,260.49
1Malaysia Development Berhad scandal,380.22
2020 Montana elections,365.22
2020 Massachusetts general election,185.01
Political positions of Kamala Harris,4507.81
"Jacksonville, Florida",68.53
2020 San Diego mayoral election,339.47
United States presidential elections in Vermont,1024.34
Jeremy Gable,173.81
Steve Bullock (American politician),966.93
1980 United States presidential election,1689.77
United States Constitution,337.1
2020 United States Senate election in New Mexico,370.76
Philadelphia City Commissioners,3671.88
1836 United States presidential election,1140.63
Donald Trump photo op at St. John's Church,463.47
Prohibition Party,1047.07
2020 United States presidential election in Maryland,944.1
Protests against Donald Trump,955.6
COVID-19 pandemic in New Hampshire,158.21
2020 Oklahoma Senate election,139.34
2020 North Carolina Attorney General election,186.92
2020 United States Shadow Senator election in the District of Columbia,1278.26
Dario Hunter,1152.8
Crossfire Hurricane (FBI investigation),607.48
United States presidential elections in Minnesota,2679.68
Rudy Giuliani,995.45
1972 United States presidential election,1630.46
2020 Pennsylvania House of Representatives election,640.97
COVID-19 pandemic in Washington (state),105.13
COVID-19 pandemic in Tennessee,61.32
Robert R. Redfield,-100.0
Situation Room (photograph),256.13
Maine Republican Party,155.05
John Hickenlooper,894.9
Justin Amash,979.81
1908 United States presidential election,1324.33
United States presidential elections in Iowa,2301.8
Deccan Herald,43.65
United States Congress,876.6
Supreme Court of the United States,546.41
Blue shift (politics),2901.32
Memorial Day,404.63
Statewide opinion polling for the 2020 Democratic Party presidential primaries,798.94
Ohio,183.22
United States Capitol,102.34
Bernie Sanders 2020 presidential campaign,789.22
Home Movie: The Princess Bride,47.18
Timeline of the Donald Trump presidency (2018 Q1),258.73
Bill Weld 2020 presidential campaign,493.62
1832 United States presidential election,1079.09
Hunter Biden,3788.13
Pennsylvania House of Representatives,456.83
Pete Gaynor,160.84
United States presidential elections in Maryland,1932.61
Rasmussen Reports,3613.43
Lumbee,245.61
Rocky De La Fuente,4281.8
Maine Secretary of State,182.76
2019 Koreas–United States DMZ Summit,42.56
1984 United States presidential election,2530.43
1848 United States presidential election,1102.78
2020 Washington lieutenant gubernatorial election,796.8
The Washington Post,99.52
"United States redistricting, 2022",956.86
Hatching,65.57
"2020 Richmond, Virginia mayoral election",1329.81
Ballot Access News,101.82
2020 Democratic Party vice presidential candidate selection,2359.26
Andrew Johnson,287.1
1996 United States Senate election in Delaware,499.45
Nevada presidential caucuses,2676.6
January 2018 United States federal government shutdown,138.05
Postgraduate education,6.61
Nebraska,349.95
List of things named after Joe Biden,1627.78
2020 North Carolina gubernatorial election,252.3
"Austin, Texas",0
Sic,30.97
March 2020 Oval Office Address,97.84
New York (magazine),34.44
List of Donald Trump 2016 presidential campaign primary endorsements,118.93
2020 United States Senate election in South Carolina,590.3
2020 United States Senate election in Kansas,294.39
2008 United States presidential election,2787.46
2020 United States House of Representatives elections in Mississippi,202.14
2019 opinion polling on the Donald Trump administration,80.84
2020 New Mexico State Senate election,632.56
Blackfeet Nation,36.29
2020 Ohio elections,685.51
Trump: The Art of the Comeback,485.56
Shyamala Gopalan,21854.22
Phil Murphy,216.27
Steve Scully,11493.83
2020 New Hampshire gubernatorial election,241.81
Hugo Chávez,358.91
Nationwide opinion polling for the 2020 United States presidential election,4761.4
Ashley Biden,14729.35
2020 United States Senate election in Oregon,155.21
International reactions to the 2016 United States presidential election,1379.15
Northern Cheyenne Indian Reservation,150.83
2020 Tennessee Senate election,82.35
Constitution Party (United States),2640.99
The Daily Telegraph,39.8
Mexican Americans,25.67
Howdy Modi,518.75
2020 United States House of Representatives elections in Rhode Island,201.16
United States Electoral College,7379.13
Presidential transition of Donald Trump,2467.34
Formation of Donald Trump's Cabinet,434.64
2020 United States Senate election in Virginia,219.38
Sesame Street: Elmo's Playdate,13.8
2020 Democratic Party presidential primaries,634.49
Hopi Reservation,42.95
2020 United States state legislative elections,0
Hope Hicks,-100.0
Brian Kemp,1515.15
2020 Utah elections,472.5
The Truths We Hold,3459.12
Rick Bright,2713.94
2020 United States Senate election in Massachusetts,243.86
2020 United States House of Representatives elections in West Virginia,158.84
Gregory Meeks,81.43
Indiana,285.62
List of honors and awards received by Donald Trump,1425.51
Yaneer Bar-Yam,77.35
NPR,119.1
Never Trump movement,400.93
Coattail effect,307.78
Trading up the chain,0
Brookings Institution,156.07
Ivanka Trump,928.08
2020 Democratic Party presidential candidates,1224.5
HEALS Act,-100.0
COVID-19 pandemic in Idaho,98.84
Death and state funeral of Ruth Bader Ginsburg,235.53
COVID-19 pandemic in Rhode Island,60.25
Dear Class of 2020,64.64
Stars and Stripes (newspaper),-100.0
PMID (identifier),323.74
Axios (website),146.22
The America We Deserve,115.33
2020 United States presidential election in New Hampshire,2888.78
2020 United States Senate election in Texas,274.07
Bloomberg News,71.18
Cleveland,49.16
News media endorsements in the 2020 United States presidential primaries,2284.48
Michael Bloomberg,148.79
Hair dye,50.0
Postal voting,1684.12
CNN,847.63
2020 Baton Rouge mayoral election,899.25
Mar-a-Lago,439.12
Digital Drag Fest,36.84
Rosebud Indian Reservation,16.02
Electoral Count Act,962.09
2020 United States presidential election in Iowa,1237.65
WBMA-LD,94.07
Fortune (magazine),120.06
2020 Missouri lieutenant gubernatorial election,443.16
William Barr,526.3
Michael Georg Link,2939.53
2020 United States Senate election in Alaska,492.25
COVID-19 pandemic on USS Theodore Roosevelt,129.95
2020 Arkansas Senate election,250.0
2020 Michigan House of Representatives election,515.51
United States presidential elections in New Hampshire,5419.5
2020 United States presidential election in Tennessee,0
Amy Acton,358.36
2020 Puerto Rico Senate election,427.27
COVID-19 pandemic in Maryland,81.55
Jade Simmons,2357.36
1872 United States presidential election,1082.59
Milwaukee Journal Sentinel,116.86
Paycheck Protection Program,107.67
Black people,55.3
Chinese Americans,30.02
2020 United States presidential election in Connecticut,0
Statewide opinion polling for the 2020 United States presidential election,9918.54
Susan Page,49799.23
St. Louis Post-Dispatch,39.41
Snopes,170.01
Convention bounce,182.47
1808 United States presidential election,1160.84
Campaign finance in the United States,392.14
Rust Belt,0
Associated Press,1212.7
Andrew Yang 2020 presidential campaign,400.84
COVID-19 pandemic on Grand Princess,0
Adam Kokesh,325.36
Vermin Supreme,709.02
"Salt Lake City, Utah",37.07
Crippled America,191.73
"Ann Arbor, Michigan",0
2020 Vermont gubernatorial election,0
2020 United States House of Representatives election in the District of Columbia,-100.0
2020 United States Senate election in Montana,276.82
Trump Tower wiretapping allegations,380.7
United States presidential elections in Pennsylvania,4055.22
Fort Trump,700.0
2020 South Carolina elections,127.7
Geng Shuang,55.67
Green Party of Alaska,0
Timeline of investigations into Donald Trump and Russia,88.89
2020 South Carolina Senate election,1053.52
2020 United States House of Representatives elections in Idaho,206.47
1932 United States presidential election,956.22
S2CID (identifier),346.26
2020 United States Postal Service crisis,716.23
Residences of Donald Trump,2595.81
Timeline of the Donald Trump presidency (2017 Q4),171.92
Scott Pelley,1941.19
1972 United States Senate election in Delaware,2068.96
1884 United States presidential election,1135.06
1948 United States presidential election,1049.2
United States presidential elections in Wisconsin,3705.03
United States recognition of Jerusalem as capital of Israel,315.57
2020 Pennsylvania elections,708.12
John Delaney 2020 presidential campaign,121.32
BJP,0
2020 United States House of Representatives elections in Kentucky,381.54
2020 United States presidential election in Vermont,908.65
University of Notre Dame,122.16
Alliance Party (United States),3033.77
Georgia General Assembly,986.73
2020 Hawaii House of Representatives election,672.38
COVID-19 pandemic in Ohio,0
2020 United States House of Representatives elections in Massachusetts,312.21
2020 United States Senate election in West Virginia,200.75
List of U.S. presidential campaign slogans,429.83
2020 United States House of Representatives election in Guam,1672.41
2020 Maryland's 7th congressional district special election,1030.29
Impact of the COVID-19 pandemic on foster care in the United States,410.11
United States presidential elections in Michigan,6399.2
List of short-tenure Donald Trump political appointments,432.02
KUTV,21.54
Clemson University,387.26
Lindsey Graham,3378.19
National Space Council,175.76
Trump wall,466.04
2020 United States House of Representatives elections in South Carolina,329.34
1944 United States presidential election,1183.33
1888 United States presidential election,1146.84
2020 United States presidential election in Nebraska,0
The News Minute,13.64
Elizabeth Warren 2020 presidential campaign,237.82
2020 Green National Convention,337.08
Scott Atlas,81.17
Strikes during the COVID-19 pandemic,101.61
Josh Dawsey,434.41
African American,218.04
COVID-19 pandemic in Montana,68.87
January 2019 Oval Office address,42.45
"Cheyenne, Wyoming",207.81
The Atlantic,44.41
Donald Trump filmography,294.31
1804 United States presidential election,1142.69
San Francisco District Attorney's Office,1309.74
Microsoft Teams,-100.0
2020 United States House of Representatives elections in Missouri,624.16
Republican Party (United States),817.34
Income tax in the United States,125.25
Open the States,163.64
Nancy Messonnier,299.7
United States presidential election,4962.72
2020 United States presidential election in Wisconsin,3303.4
Natalie Dean,238.57
Robert Trump,1093.0
Joe Biden 2008 presidential campaign,2583.03
2020 United States presidential election in Arkansas,0
Donald J. Trump Foundation,-100.0
Republican Voters Against Trump,540.51
COVID-19 Congressional Oversight Commission,106.67
2020 Honolulu mayoral election,562.92
Havan,42.0
Super Tuesday,521.74
Safe Drinking Water Act,99.66
List of vice presidents of the United States,1615.57
2020 Ohio House of Representatives election,346.39
Make It Work!,70.74
2020 United States presidential election in the District of Columbia,0
"Garfield County, Montana",0
George Stephanopoulos,604.4
South Carolina General Assembly,99.35
Bob Ely,113.67
Navajo Nation,195.37
Sabato's Crystal Ball,1272.17
Concession (politics),4419.84
2020 Constitution Party presidential primaries,1880.38
Michael D. Shear,-100.0
Political positions of Tulsi Gabbard,382.22
List of Donald Trump nominees who have withdrawn,182.29
2008 United States presidential debates,826.46
COVID-19 pandemic in South Carolina,73.01
Emmett Till Antilynching Act,56.92
Saving Our Selves,34.21
John G. Trump,166.65
United States presidential elections in Texas,9625.82
Commission on Presidential Debates,9041.87
Annie Karni,1714.05
2020 United States Senate election in Oklahoma,249.25
2020 United States presidential election in South Dakota,912.72
Matthew Dunlap,373.81
United States presidential elections in Tennessee,1310.76
Detroit Free Press,242.59
Josh Shapiro,4678.64
New York (state),370.96
Paycheck Protection Program and Health Care Enhancement Act,128.76
COVID-19 pandemic in Minnesota,108.95
"Dane County, Wisconsin",526.22
Political positions of Amy Klobuchar,505.18
COVID-19 pandemic in the United States,267.6
BBC News,113.93
COVID-19 pandemic in the United States Virgin Islands,52.07
2020 United States Senate election in Colorado,209.86
Yahoo! News,35.2
2019 State of the Union Address,182.98
2020 South Carolina House of Representatives election,180.0
2020 Georgia State Senate election,0
Kochi,22.66
Crime in the United States,-100.0
Jacob Hornberger,1007.3
COVID-19 pandemic in Wisconsin,72.94
Twitter,0
2020 Trump Tulsa rally,-100.0
2008 Democratic Party vice presidential candidate selection,2745.86
Redistricting commission,273.93
J. B. Pritzker,125.28
Trump peace plan,476.33
Brett Kavanaugh Supreme Court nomination,640.62
1992 United States presidential election in Georgia,0
2020 United States House of Representatives elections in Ohio,236.29
Dominion Voting Systems,97241.58
Superheroes Are Everywhere,4408.43
Dana Rohrabacher,152.45
Global Goal: Unite for Our Future,109.0
List of Amy Klobuchar 2020 presidential campaign endorsements,0
Trump: Surviving at the Top,260.22
2020 United States presidential election in Alabama,924.09
Botnet,35.21
"Lumberton, North Carolina",664.62
2020 United States House of Representatives elections in Indiana,514.09
2020 United States House of Representatives elections in Illinois,400.29
Time to Get Tough,187.94
Presidential transition of Barack Obama,1862.91
2020 Florida House of Representatives election,426.51
Sinclair Broadcast Group,0
Filipino Americans,8.55
John Durham,155.81
Shashi Tharoor,119.56
2020 Alaska Senate election,315.07
Timeline of the Donald Trump presidency (2019 Q1),153.54
2020 United States presidential election in Minnesota,738.15
2020 Minnesota House of Representatives election,259.76
"Miami, Florida",0
HEROES Act,-100.0
2020 United States House of Representatives election in North Dakota,256.0
2004 United States presidential election,2370.58
Vermin Supreme 2020 presidential campaign,1589.93
2020 United States House of Representatives election in Montana,413.41
2020 United States presidential election in Arizona,4123.56
2020 Colorado Senate election,427.41
Donald Trump 2016 presidential campaign,652.38
United States presidential primary,1619.31
United States Postmaster General,372.99
Melania Trump,1525.93
Politifact,300.0
Foreign policy of the Donald Trump administration,596.91
Cyberwarfare by Russia,123.88
Retirement,367.0
2020 Maine Democratic primary,233.33
First 100 days of Donald Trump's presidency,421.58
Ned Lamont,0
Vivek Murthy,11459.12
2020 Nevada Assembly election,321.05
Tax returns of Donald Trump,1047.83
2020 New York's 27th congressional district special election,228.99
Korean Americans,0
1844 United States presidential election,1060.26
1988 United States presidential election,1895.86
J. Reuben Clark Law School,787.57
Brokered convention,-100.0
The Washington Times,347.89
2021 United States elections,1159.09
Local government in the United States,139.26
Steven Sund,101.52
MarketWatch,48.09
Methane emissions,843.09
"Roberts County, Texas",913.48
Chuck Schumer,437.45
COVID-19 pandemic in Michigan,48.13
Medicare for All,469.07
2020 Hawaii Senate election,0
Frederick Trump,901.45
Nebraska's 3rd congressional district,1359.15
White supremacist,50.13
Klete Keller,122.22
Abraham Accords,797.22
List of proclamations by Donald Trump,105.58
2020 Vermont elections,289.11
1904 United States presidential election,1209.77
Bahrain–Israel normalization agreement,124.01
2020 Nebraska State Legislature election,384.0
David Lazer,128.57
A Killer Party,451.55
COVID-19 pandemic in Indiana,63.64
COVID-19 recession,12.18
Julian Castro,347.11
Central Daylight Time,417.2
2020 Green Party presidential primaries,2124.37
Green New Deal,700.56
State-sponsored Internet propaganda,104.89
Donald Trump judicial appointment controversies,203.29
Dick Cheney,593.44
Geraldine Ferraro,2615.87
Paris Agreement,445.6
Reason (magazine),31.45
Political appointments by Donald Trump,271.36
2020 United States presidential election in Florida,2762.13
United States Capitol Police,108.08
2020 Florida Senate election,382.59
2012 United States presidential election,2726.28
Mark Sanford,144.17
2012 Indiana gubernatorial election,326.19
List of presidential nominating conventions in the United States,362.32
2020 West Virginia elections,271.54
2020 Miami-Dade County mayoral election,1255.56
Salt Lake City,157.48
Brad Parscale,1103.86
MSNBC,794.83
Ruben Gallego,712.88
Party for Socialism and Liberation,1748.39
Second Lady of the United States,2165.27
Space policy of the Donald Trump administration,168.18
United States presidential elections in Montana,0
Merrick Garland Supreme Court nomination,1169.51
2020 Washington gubernatorial election,420.34
2020 Virginia Beach mayoral election,448.7
Timeline of the Donald Trump presidency (2019 Q2),161.18
Brian Stelter,142.97
Biden-Sanders Unity Task Forces,393.56
2020 Montana gubernatorial election,268.08
2020 United States Senate election in South Dakota,7.03
List of Cory Booker 2020 presidential campaign endorsements,111.26
List of people granted executive clemency by Donald Trump,759.42
Maine Legislature,0
1968 United States presidential election,1323.4
Jack Fellure,159.07
U.S. federal government response to the COVID-19 pandemic,58.82
Voter suppression in the United States,1314.74
2020 United States House of Representatives elections in Maryland,421.58
COVID-19 pandemic in Utah,193.04
Unpledged elector,1572.23
Andy Slavitt,323.15
2016 Republican Party vice presidential candidate selection,282.78
Peaceful transition of power,329.48
Amy Klobuchar 2020 presidential campaign,265.38
South America,15.68
Timeline of the Donald Trump presidency (2018 Q3),143.56
Indiana's 2nd congressional district,290.61
Donald Trump Supreme Court candidates,1179.75
"2020 Clearwater, Florida municipal elections",56.25
List of Andrew Yang 2020 presidential campaign endorsements,0
Political positions of Kirsten Gillibrand,215.34
Dismissal of James Comey,-100.0
2020 Wisconsin's 7th congressional district special election,118.72
"Prince George's County, Maryland",63.04
1912 United States presidential election,870.72
Australian Broadcasting Corporation,90.61
U.S. senator,933.99
Mike Gravel 2020 presidential campaign,228.12
1828 United States presidential election,918.17
Joe Biden (The Onion),1263.17
List of United States major party presidential tickets,708.8
2020 West Virginia Senate election,389.33
Perry Caravello,11.06
COVID-19 pandemic in Delaware,101.09
2010 California Attorney General election,535.65
1978 United States Senate election in Delaware,593.32
