File,Percent Increase
Opposition to multiculturalism,47.73
Opinion poll,0
Trade deficits,263.41
Articles of impeachment,1175.18
Personal bankruptcy,0
United States antitrust law,0
List of Mad episodes,138.46
Private military company,0
Jason Burke,83.22
Andrew Jackson,0
Graeme Wood (journalist),80.73
Michael Crowley (journalist),144.26
FBI,0
Taliban,0
IndustryWeek,0
Keystone Pipeline,6738.07
Make America Great Again,454.69
Liberal democracy,0
Toronto Star,0
The Hill (newspaper),0
ESPN,0
Elliott Broidy,1010.91
National Geographic Society,0
House Judiciary Committee,138.65
Bernard Kerik,0
Trip Gabriel,388.57
Intermediate-Range Nuclear Forces Treaty,832.5
American Enterprise Institute,0
Junk bonds,345.92
Marc Hetherington,220.93
Thomas Jefferson,0
Las Vegas (In the Hills of Donegal),111.11
Business career of Donald Trump,611.88
Legal affairs of Donald Trump,379.47
2000 United States presidential election,210.87
Paula White,0
Wisconsin,108.43
Joint resolution,227.6
CNN Money,23.77
Ulysses S. Grant,0
People (magazine),4.88
Donald Trump Jr.,1832.18
James Comey,0
Presidency of John F. Kennedy,184.05
List of things named after Donald Trump,463.24
Bronx,0
NBC,0
Tony Schwartz (author),208.42
Director of National Intelligence,0
Theodore Roosevelt,0
National Urban League,156.59
Reuters,145.75
Pandemic,0
Trump: The Art of the Deal,244.07
Majestic Star II,0
Zachary Taylor,0
Maggie Haberman,1293.1
Mark Mazzetti,851.18
Deutsche Bank,51.61
Oval Office,0
"Riverside South, Manhattan",0
Pennsylvania,15.22
Freedom of Information Act (United States),0
Boardwalk Hall,64.07
Inauguration of Donald Trump,6577.03
Subpoena,0
Sanjay Gupta,0
Los Angeles Times,0
Fox News,0
White House,0
Dan Quayle,0
United States Supreme Court,467.31
New York State Department of Taxation and Finance,0
Mary Anne MacLeod Trump,2142.14
John M. Dowd,35.37
Neo-nationalism,39.22
Office of the Pardon Attorney,337.1
Frameup,8.54
Helene Cooper,0
Cameo appearances,65.28
Tina Brown,0
Economic policy of Donald Trump,0
2015 San Bernardino attack,0
Eric P. Schmitt,88.33
Robert Mueller,0
Big lie,0
Hollywood Walk of Fame,0
Congressional Review Act,0
Democratic Party (United States),0
WWE,0
Dwight D. Eisenhower,0
The Wall Street Journal,0
New York City Department of Health and Mental Hygiene,0
Member states of NATO,194.48
World Health Organization,0
Presidency of William McKinley,0
Judicial independence,0
Class action,0
Donald Trump (song),0
Trump Tower,543.3
Xi Jinping,0
Joe Arpaio,75.23
General Services Administration,0
David E. Sanger,754.33
FactCheck.org,0
KTVK,0
Deadline Hollywood,60.42
Veto override,42.63
CBS News,0
The Intercept,368.06
"Jamaica Estates, Queens",158.57
Iran nuclear deal,235.29
United States Department of Justice,0
Infrastructure-based development,0
The Art of the Deal,192.68
List of presidents of the United States,150.0
Kim Kardashian,92.6
David Philipps,63.89
Franklin D. Roosevelt,0
Rojava,56.26
Stun grenade,0
The Guardian,41.91
United States Department of Defense,0
U.S. Securities and Exchange Commission,0
Ghostwriters,22.58
C-SPAN,0
CrowdStrike,511.89
Maryanne Trump Barry,1471.28
Forbes,26.58
Alex Azar,1040.91
Immigration to the United States,0
Gallup's most admired man and woman poll,0
Michigan,0
Family of Donald Trump,5511.57
Ronald Reagan,379.56
Mike Pence,0
"Nationwide opinion polling for the United States presidential election, 2016",22.73
Political action committee,0
Craig Whitlock,74.42
Marla Maples,2626.36
Kurds in Syria,-100.0
Stormy Daniels,22.22
Calvin Coolidge,0
Federal Election Commission,0
The New Yorker,0
Whistleblower protection in the United States,0
Roger Stone,0
Mass shootings in the United States,244.9
Make America Psycho Again,29.2
Wharton School of the University of Pennsylvania,0
Trumped!,370.53
Non-interventionism,97.88
Mexico–United States border,0
Lee Atwater,0
"American Media, Inc.",46.43
United States presidential elections in which the winner lost the popular vote,1859.82
Common Core,630.34
Biff Tannen,0
Lisa de Moraes,60.98
Million Dollar Loan,182.8
Presidency of Ronald Reagan,0
Canadian Broadcasting Corporation,84.12
Facebook,0
Terminal High Altitude Area Defense,536.23
Divided government in the United States,141.91
Alt-right,0
Charles Kushner,1057.17
The Daily Beast,0
Presidency of Woodrow Wilson,0
Fahd of Saudi Arabia,0
Herbert Hoover,0
North Carolina Republican Party,54.15
Michael S. Schmidt,2247.83
Euronews,96.06
Presidency of John Adams,0
Osama bin Laden death conspiracy theories,0
Grand Central Terminal,8.41
Non-denominational Christian,0
UBS,0
Protests against Donald Trump,1372.57
David Weigel,45.87
Andrzej Duda,-100.0
Make Everything Great Again,230.77
Sanctions against North Korea,0
District of Columbia,51.77
Qatar,39.49
Midtown Manhattan,0
The Sydney Morning Herald,40.67
Sunday school,-100.0
The New York Times Best Seller list,0
Former Presidents Act,0
Mike Pompeo,3625.17
Gun control,0
Nancy Pelosi,0
Country Grammar (Hot Shit),0
Arms Control Association,266.27
United States Congress,0
Supreme Court of the United States,0
Illegal entry,473.61
United States Capitol,0
The Conversation (website),0
Simon & Schuster,0
A Dangerous Game (2014 film),84.15
Hunter Biden,3834.31
40 Wall Street,122.77
David Folkenflik,1531.08
Chapter 11 bankruptcy,147.8
The Washington Post,0
State of emergency,0
Far-right politics,275.86
Media bias,0
Ballot Access News,137.5
Andrew Johnson,280.98
Pew Research,36.73
Mark Landler,93.75
John Tyler,324.23
Centers for Disease Control and Prevention,0
Sic,0
Wuhan,0
United States Agency for International Development,0
Arash Markazi,42.05
Joshua Keating,212.9
New York (magazine),0
Denuclearization,22.73
Campaign Speech,0
Gina Kolata,45.95
Presidency of Jimmy Carter,0
Jimmy Carter,0
Harrah's at Trump Plaza,542.11
Right-wing,0
Matthew Rosenberg,-100.0
Atlantic City,57.47
Presidency of Calvin Coolidge,707.95
Philadelphia (magazine),0
Fast Company (magazine),0
Economic expansion,0
Al Jazeera,0
Jane Mayer,0
United States Electoral College,196.93
Presidential transition of Donald Trump,694.4
Gallup (company),0
Hope Hicks,1010.22
Brian Kemp,102.44
The Making of Donald Trump,89.96
NPR,0
Fox & Friends,38.38
Never Trump movement,24.49
Senior Advisor to the President of the United States,0
Donald Trump (disambiguation),1166.41
Brookings Institution,0
Ivanka Trump,1797.59
Antonin Scalia,2100.31
European Union,0
White nationalist,0
Michael Kranish,143.1
List of richest American politicians,0
United Arab Emirates,0
The America We Deserve,0
Bloomberg News,0
The Local,0
CNN,0
Vladimir Putin,49.64
Scientific consensus on climate change,140.78
Mar-a-Lago,955.61
United States non-interventionism,0
Trump Organization,843.26
Fossil fuel,0
Economics,111.49
The Week,0
Fortune (magazine),0
Global warming conspiracy theory,0
James Buchanan,339.12
Religion News Service,20.35
Birthright citizenship in the United States,0
Univision,0
List of United States Republican Party presidential tickets,294.11
Al-Qaeda,0
Associated Press,12.17
Crippled America,190.87
Congressional Budget Office,0
Impeachment in the United States,0
United States District Court for the Southern District of New York,91.07
Trump Shuttle,276.14
George Washington,0
Pornographic film actor,0
Scott Pelley,155.22
United States Reports,0
Hillary Clinton email controversy,111.45
Presidency of Chester A. Arthur,857.14
MS-13,0
Martin Van Buren,0
Mark A. Milley,188.25
Bloomberg L.P.,0
Bachelor of Science,0
Arctic Refuge drilling controversy,0
Trump wall,1052.73
Hilton Worldwide,0
Alma mater,0
James Monroe,0
Presidency of James Monroe,109.23
The Atlantic,0
Presidency of George W. Bush,0
Donald Trump filmography,-100.0
Never Enough: Donald Trump and the Pursuit of Success,0
"Lafayette Square, Washington, D.C.",0
Republican Party (United States),0
New Jersey Generals,139.29
China–United States relations,52.61
Presidency of Gerald Ford,0
Donald J. Trump Foundation,-100.0
Tour de France,0
Safe Drinking Water Act,0
Arab League,0
Norman Vincent Peale,222.9
Presidential Records Act,1581.99
Trump family,3966.82
John G. Trump,743.02
Joint Comprehensive Plan of Action,0
NFL,107.15
Group of Seven,104.76
Internet Archive,0
Eastern Air Lines Shuttle,101.77
John F. Kennedy,0
Town & Country (magazine),5.27
BBC News,0
Angie Drobnic Holan,34.37
Yahoo! News,0
Chris Cillizza,0
The Nation,0
Trumped! (book),67.39
AP News,38.75
Twitter,0
Quinnipiac University Polling Institute,2688.03
Epidemiological,17.12
Chester A. Arthur,0
Agence France-Presse,32.33
Name-calling,24.49
Presidency of George Washington,0
"Lincoln Square, Manhattan",33.04
The New England Journal of Medicine,61.65
Reformed Church in America,265.35
Political Science Quarterly,86.49
United States Secretary of Health and Human Services,0
David Duke,268.73
The Independent,86.14
Presidency of James Madison,0
New York Attorney General,0
Miss Teen USA,0
Tax fraud,32.67
Plaza Hotel,-100.0
Moral equivalence,0
"McAllen, Texas",39.39
Dakota Access Pipeline,2364.36
Melania Trump,3348.12
PolitiFact,47.15
First 100 days of Donald Trump's presidency,0
U.S. national debt,242.86
Analytic confidence,0
Timothy Noah,84.01
Carol D. Leonnig,0
Shane Harris,162.5
Al Gore,0
Maria Konnikova,212.88
Amy Chozick,0
