File,Percent Increase
Reform Party (United States),299.35
Elections in Maryland,326.0
"United States presidential election, 1876",908.5
George Washington,193.04
Hillary Clinton email controversy,3303.26
Northern Democrats,137.69
Elections in Connecticut,575.68
Martin Van Buren,243.35
United States presidential elections in Wisconsin,496.59
List of United States presidential candidates,2248.02
William Plumer,97.71
Ketanji Brown Jackson,1030.2
Elections in Pennsylvania,1109.68
Governor of Georgia,177.78
Liberal Republican Party (United States),213.67
List of U.S. presidential campaign slogans,584.92
Winfield Scott,65.95
"United States presidential election, 1872",701.85
United States presidential elections in Michigan,0
John Milton (Georgia politician),54.29
Secretary of State of Michigan,67.65
Thomas E. Watson,74.87
Henry Clay,96.48
Governor of North Carolina,571.44
"United States presidential election, 2016",1717.29
Attorney General of Texas,85.25
Lieutenant Governor of Alabama,29.29
James Monroe,215.87
Charles Evans Hughes,139.9
Richard M. Nixon,309.15
Governor of Wyoming,85.61
Secretary of State of Pennsylvania,42.86
"United States presidential election, 1912",622.1
John B. Anderson,567.67
Republican Party (United States),1266.61
John W. Davis,51.89
Garret Hobart,384.15
China–United States relations,248.15
Thomas E. Dewey,344.51
Super Tuesday,933.78
Nathaniel Macon,0
Voting,583.07
Governor of Missouri,375.46
Elections in South Carolina,0
Anti-Administration Party (United States),115.26
United States presidential elections in Texas,0
Group of Seven,0
United States presidential elections in Tennessee,320.63
Clarence Thomas,166.97
New York (state),90.19
Governor of Utah,103.91
John F. Kennedy,282.51
United States Secretary of State,325.38
Arena,0
Attorney General of Montana,42.11
Mississippi,75.1
Twitter,34.47
Elections in Ohio,545.26
Estes Kefauver,79.98
Chester A. Arthur,216.7
NARA,57.14
John McCain,467.58
Social media,33.68
Third Party System,178.52
United States and the United Nations,73.81
Henry A. Wallace,596.01
Nineteenth Amendment to the United States Constitution,1323.89
Adlai Stevenson II,158.95
2004 United States presidential election,73.68
John Hancock,40.05
Thomas R. Marshall,196.4
FairVote,410.2
United States presidential primary,835.52
State Auditor of Alabama,137.14
James Iredell,69.0
William L. Dayton,31.25
"United States presidential election, 1904",724.64
Aaron Burr,121.92
President-elect of the United States,7271.39
Elections in Michigan,0
Frank Knox,13.53
Lieutenant Governor of Nevada,67.65
1988 United States presidential election,349.09
Brokered convention,254.3
"United States presidential election, 2000",2063.21
Elections in New Hampshire,4304.84
George H. Pendleton,76.56
Local government in the United States,115.33
List of federal agencies in the United States,82.74
John Nance Garner,167.44
Al Gore,454.29
Chuck Schumer,452.07
William Orlando Butler,62.04
Millard Fillmore,280.9
Governor of Washington,100.0
Executive Office of the President of the United States,216.56
Governor of American Samoa,44.52
Ohio Department of Education,382.69
Fourth Party System,282.98
James Madison,125.45
Lieutenant Governor of Texas,78.62
"United States presidential election, 1864",588.58
Paleoconservatism,201.41
Governor of Illinois,189.98
Governor of New Jersey,350.33
Congressional district,686.91
Bandwagon effect,21.92
Edward Telfair,39.26
"United States presidential election, 1896",550.53
State court (United States),-15.09
Mike Padden,688.06
Governor of Maryland,222.34
Dick Cheney,328.79
Geraldine Ferraro,350.84
Secretary of State of Montana,340.0
Non-voting members of the United States House of Representatives,341.0
Attorney General of New Mexico,39.76
2012 United States presidential election,227.22
William H. Crawford,96.93
George H. W. Bush,676.5
United States presidential elections in Montana,0
Governor of Ohio,700.97
Secretary of State of South Carolina,96.67
William Wilkins (U.S. politician),120.61
Jacksonian democracy,157.47
Strom Thurmond,123.36
Madison Square Garden,216.09
Attorney General of Ohio,0
Connecticut,51.68
Elections in Louisiana,711.63
John Eager Howard,38.65
Kansas State Department of Education,73.77
John W. Kern,71.82
"United States presidential election, 1920",714.25
"United States presidential election, 1908",863.45
Elections in Montana,121.82
Stephen A. Douglas,65.18
Libertarianism in the United States,256.37
Treasurer of Pennsylvania,114.29
Earl Warren,114.43
Unpledged elector,1648.37
Elections in Delaware,134.21
George Washington Julian,34.29
Know Nothing,146.69
Oklahoma,58.54
List of United States major party presidential tickets,541.53
Elections in West Virginia,1085.51
Attorney General of South Carolina,293.33
"United States presidential election, 1840",604.53
Samuel Alito,224.09
Canada–United States relations,144.89
2008 Republican National Convention,157.2
"United States presidential election, 1868",653.57
Ron Paul,280.82
Secretary of State of Rhode Island,303.0
State Attorney General,109.09
Lieutenant Governor of Delaware,135.79
Secretary of State of Kentucky,215.38
Term limit,338.16
Secretary of state (U.S. state government),266.97
Governor of Vermont,504.26
United States presidential elections in Delaware,310.53
John Roberts,224.76
Hannibal Hamlin,219.89
List of elections in the United States,1718.94
"United States presidential election, 1856",553.9
Iowa caucuses,378.82
Taxation in the United States,97.82
Annenberg Public Policy Center,173.65
United States presidential elections in Kentucky,710.2
Elections in Indiana,372.73
Plurality (voting),381.03
Whig Party (United States),414.3
Horse trading,87.71
Maine,147.61
Attorney General of Kentucky,49.02
Voter registration in the United States,1094.4
Kevin McCarthy,146.77
Fifteenth Amendment to the United States Constitution,407.9
"United States presidential election, 1936",1071.73
Vanity Fair (magazine),19.72
Elections in New Jersey,1761.64
Alben W. Barkley,2176.84
Mayor of the District of Columbia,111.75
Antony Blinken,95.83
Lieutenant Governor of Washington,296.67
Hugh Lawson White,42.92
Adlai Stevenson I,260.43
Republic,247.28
Richard Rush,146.84
Secretary of State of Indiana,104.27
Benjamin Lincoln,36.05
Office of the Clerk,264.29
Governor of Tennessee,157.3
Voter turnout,1044.52
Superintendent of Public Instruction of Wisconsin,3.39
New York City,38.3
Elections in Utah,373.81
Citizenship of the United States,281.94
Willie Person Mangum,93.1
"Washington, D.C.",225.61
Mitch McConnell,1493.7
Interregional Primary Plan,0
Guam,152.04
Elections in Puerto Rico,1325.87
South Carolina,40.15
Henry G. Davis,68.91
"United States presidential election, 1788–89",800.02
John Adams,158.18
Attorney General of California,247.66
Bernie Sanders,1165.65
Herschel V. Johnson,59.68
United States presidential elections in Indiana,462.71
United States presidential elections in Massachusetts,352.38
American election campaigns in the 19th century,358.28
Harry F. Byrd,162.24
"United States presidential election, 1880",712.87
Socialism in the United States,307.69
Federal tribunals in the United States,59.9
Samuel Johnston,21.74
Secretary of State of Oregon,64.71
"United States presidential election, 1884",742.14
Comptroller of Maryland,288.06
Libertarian Party (United States),1697.38
Winona LaDuke,186.04
Herschel Vespasian Johnson,110.71
Daniel Rodney,178.72
U.S. state,214.74
Louisiana,47.15
Amos Ellmaker,82.98
Elections in Illinois,392.11
Modern liberalism in the United States,311.22
Secretary of State of Kansas,1005.08
Lyndon B. Johnson,223.85
Horace Greeley,92.03
United States presidential elections in Idaho,219.18
Governor of Maine,194.52
Progressivism in the United States,176.88
Elena Kagan,304.51
Governor of Michigan,306.64
Constitutional Union Party (United States),-100.0
Elections in Mississippi,167.74
United States presidential elections in South Carolina,238.46
William Howard Taft,485.8
Nathan Sanford,0
"United States presidential election, 1932",767.74
Secretary of State of Missouri,325.0
Socialist Party of America,157.04
Governor of Wisconsin,315.66
Republicanism in the United States,344.73
National primary,164.0
James K. Polk,256.76
State legislature (United States),249.27
County seat,42.2
Henry Cabot Lodge Jr.,261.02
Curtis LeMay,22.32
United States presidential elections in Missouri,1490.4
Lieutenant Governor of Missouri,75.0
List of current United States governors,690.09
Elections in Guam,387.16
William E. Miller,83.95
Attorney General of Missouri,183.33
William Henry Harrison,313.58
United States presidential elections in West Virginia,405.56
Electoral College (United States),4810.88
"United States presidential election, 1852",627.17
United Kingdom–United States relations,106.09
Revolving Door (advertisement),120.79
Franklin Pierce,258.1
DeWitt Clinton,121.45
Independent (politician),200.29
Neoconservatism,314.07
John Marshall,142.04
James Stockdale,162.23
Elections in Missouri,316.22
Treasurer of Illinois,144.44
Resident Commissioner of Puerto Rico,301.52
Lieutenant Governor of California,266.77
Conservatism in the United States,284.81
James Armstrong (Georgia),60.0
"United States presidential election, 1844",591.26
"Saint Paul, Minnesota",22.78
Virginia,103.56
Secretary of State of Wisconsin,1249.18
Governor of Rhode Island,87.59
Elections in California,0
Secretary of State of Nevada,168.53
Woodrow Wilson,197.32
Election recount,12485.57
John Kasich,402.43
James G. Blaine,114.56
Attorney General of Washington,56.52
"United States presidential election, 2008",4447.26
Governor of Minnesota,390.69
Superdelegate,1095.17
Federal Election Campaign Act,127.11
Electoral vote changes between United States presidential elections,1589.01
Willis Benson Machen,61.82
United States presidential elections in Rhode Island,0
Elections in Rhode Island,225.0
Lieutenant Governor of Idaho,24.0
Michigan Department of Education,115.87
"United States presidential election, 1924",802.65
Benjamin Harrison,461.81
Governor of Arizona,0
List of diplomatic missions in the United States,-100.0
United States presidential elections in Illinois,340.3
President of the Senate,396.4
John Sergeant (politician),0
Joe Biden,1512.14
Charles Francis Adams Sr.,246.32
Secretary of State of Illinois,106.98
Governor of Alabama,0
Elections in Washington (state),336.54
Convention center,13.88
Surplusage,60.98
Attorney General of Nevada,38.1
Rufus King,81.88
Lieutenant Governor of Georgia,0
Barry Goldwater,316.94
Attorney General of Illinois,19.44
Hillary Clinton,2484.3
"United States presidential election, 1892",714.51
United States presidential elections in Colorado,382.54
President of the United States,1263.57
October surprise,2008.42
Alton B. Parker,117.84
United Nations Security Council,29.96
John Edwards,363.32
Feminism in the United States,96.75
Texas Education Agency,111.29
"United States presidential election, 1836",710.79
Delaware,90.7
United States House of Representatives,926.61
David Davis (Supreme Court justice),37.95
Charles W. Bryan,80.69
Kentucky,86.7
Interstate compact,264.97
List of diplomatic missions of the United States,21.27
Governor of United States Virgin Islands,70.83
Massachusetts,78.67
George Wallace,233.67
Secretary of State of Colorado,92.49
Independent (United States),81.63
American Independent Party,681.48
Elections in Iowa,522.45
Elections in Oklahoma,375.0
Attorney General of Colorado,96.15
United States passport,40.27
United States–European Union relations,157.74
List of United States presidential election results by state,3692.62
Secretary of State of California,153.39
"United States presidential election, 1956",965.59
Susan Collins,200.04
"United States presidential election, 1980",1264.83
Mitt Romney,387.04
Elections in Hawaii,119.44
United States presidential elections in Alaska,398.63
Texas Comptroller of Public Accounts,-23.94
Governor of New Hampshire,488.42
Secretary of State of Georgia,98.06
Political parties in the United States,625.55
Bill Clinton,1415.02
United States courts of appeals,37.0
United States presidential elections in Wyoming,320.63
Burton K. Wheeler,-4.47
State Auditor,66.67
G20,59.26
Thomas H. Werdel,134.62
Secretary of State of Wyoming,60.71
United States presidential elections in Nevada,245.16
William Wirt (Attorney General),2171.23
NATO,140.02
Morning in America,456.85
United States presidential elections in Georgia,321.79
Jo Jorgensen,241.76
Voting rights in the United States,815.3
Maria Cantwell,230.91
John C. Breckinridge,112.21
Cabinet of the United States,494.86
1960 United States presidential election,3806.45
Jared Ingersoll,50.95
Nullifier Party,221.54
Elections in Texas,312.09
John Jay,50.97
William A. Wheeler,206.96
"Donald Trump presidential campaign, 2016",860.75
Maine's 2nd congressional district,1282.0
Herman Talmadge,46.41
Glen H. Taylor,91.95
Donald Trump,2282.94
Neil Gorsuch,3130.46
George B. McClellan,-2.97
Law of the United States,87.56
Superintendent of Public Instruction,-3.23
Patty Murray,459.68
List of United States presidential elections by popular vote margin,3665.73
Independent politician,611.96
Governor of North Dakota,228.46
Allen G. Thurman,130.1
United States presidential elections in North Dakota,350.91
Governor of Arkansas,461.95
United States presidential elections in Mississippi,350.85
Write-in candidate,1861.39
Joseph Taylor Robinson,943.61
Rutherford B. Hayes,369.19
John A. Logan,18.39
"United States presidential election, 1996",1507.68
Suffrage,193.47
Green Party (United States),549.54
Two-party system,282.83
Absolute majority,483.47
W. F. Turner,160.42
Attorney General of Pennsylvania,117.14
Arthur Sewall,113.51
India–United States relations,83.28
President pro tempore of the United States Senate,208.41
James M. Cox,132.88
Elections in North Dakota,177.14
Vox (website),208.06
John C. Calhoun,58.97
"United States presidential election, 1940",932.96
Charles Curtis,12.1
Twentieth Amendment to the United States Constitution,323.87
"United States presidential election, 1968",919.81
Ajamu Baraka,1331.82
George Clinton (vice president),276.93
Robert H. Harrison,104.6
Secretary of State of New Mexico,554.69
Alabama,75.19
George W. Romney,201.05
Abraham Lincoln,171.46
Reform Party of the United States of America,1149.06
John Quincy Adams,387.38
New York State Comptroller,93.2
Daniel D. Tompkins,127.23
United States presidential elections in Kansas,475.93
Elections in Colorado,225.35
Attorney General of Oklahoma,209.48
Russia–United States relations,276.65
John C. Frémont,44.67
Grover Cleveland,361.12
Political ideologies in the United States,201.62
Email,13.83
John P. Hale,70.62
United States presidential elections in Oklahoma,362.67
Lieutenant Governor of Oklahoma,309.78
Governor of Nebraska,73.13
California,155.61
Internet,29.62
Secretary of State of Texas,184.5
"United States presidential election, 1820",700.39
Protectionism in the United States,598.93
John Henry (Maryland politician),200.0
"United States presidential election, 1808",720.77
William McKinley,284.53
Governor of Idaho,67.0
United States presidential elections in Maine,538.71
Gerald Ford,354.32
Chief Justice of the United States,280.35
Richard Nixon,331.48
United States presidential elections in Oregon,335.38
Al Smith,9317.43
Littleton W. Tazewell,0
Lieutenant Governor of Virginia,144.17
United States presidential elections in Florida,678.49
Samuel Adams,19.76
United States presidential elections in Virginia,565.52
FiveThirtyEight,1242.75
National Popular Vote Interstate Compact,17837.04
"United States presidential election, 1824",693.86
John W. Bricker,51.68
Primary election,559.01
Attorney General of Arizona,388.89
Jack Kemp,119.43
Attorney General of Alabama,1014.93
Henry D. Irwin,5.56
Vice President of the United States,519.35
Visa requirements for United States citizens,30.05
Edward Everett,122.93
Winfield Scott Hancock,65.32
Article Five of the United States Constitution,330.66
Election Day (United States),6914.49
Indirect election,1101.24
Henry Wilson,57.1
Fixed-term election,175.32
Swing state,4442.05
Read my lips: no new taxes,207.47
Latin America–United States relations,80.29
Joint session of the United States Congress,235.1
Attorney General of Virginia,50.0
PollyVote,1075.79
Faithless elector,2703.43
Federal judiciary of the United States,105.5
"United States presidential election, 1944",935.48
George W. Bush,789.26
Federalist Party,208.06
Attorney General of Connecticut,0
Attorney General of New York,85.71
Public policy of the United States,53.46
Harry S. Truman,262.54
Illinois,128.56
"United States presidential election, 1992",1396.19
Elections in American Samoa,444.9
Warren G. Harding,332.64
Territories of the United States,175.82
Barack Obama,916.69
T. Coleman Andrews,0
Hakeem Jeffries,361.47
Andrew Jackson Donelson,175.86
Elections in Florida,2913.04
Secretary of State of Washington,219.8
Brett Kavanaugh,-100.0
John Floyd (Virginia politician),91.82
Lieutenant Governor of American Samoa,78.05
James A. Garfield,293.13
Anarchism in the United States,102.67
United States presidential elections in New York,415.12
William Jennings Bryan,197.5
List of United States presidential elections by Electoral College margin,2532.7
John Hospers,314.45
Iowa,87.88
Vermont,146.84
Federalism in the United States,87.21
Executive branch of the United States,60.0
Direct election,2085.52
Georgia (U.S. State),57.05
Charles Cotesworth Pinckney,275.0
United States presidential elections in Louisiana,368.63
West Virginia,100.9
Pat Choate,460.89
William Smith (South Carolina senator),121.33
Nebraska's 2nd congressional district,1325.64
Congressional Research Service,43.63
National Union Party (United States),397.01
New Jersey,54.14
United States presidential elections in Ohio,864.04
"United States presidential election, 1984",2464.29
Dixiecrat,207.1
Lieutenant Governor of North Carolina,211.14
Abolitionism in the United States,286.55
Ticket (election),429.72
Governor of Hawaii,150.91
Officer of the United States,169.44
Elections in the District of Columbia,251.58
2016 United States elections,733.33
"United States presidential election, 1952",764.32
United States presidential nominating convention,423.77
2016 United States presidential election,1444.3
State governments of the United States,136.23
Missouri,57.46
United States midterm election,1806.11
Nathaniel P. Banks,22.59
Governor of Connecticut,134.09
Governor of South Carolina,1376.38
Francis Preston Blair Jr.,0
Elections in Virginia,1499.05
State Auditor of Missouri,0
John Bell (Tennessee politician),105.85
Fifth Party System,194.87
Natural-born-citizen clause,430.2
Electoral-vote.com,2254.57
Oliver Ellsworth,89.43
United States Senate,645.03
Socialist Party USA,689.96
Kamala Harris,0
Twenty-third Amendment to the United States Constitution,394.16
George McGovern,314.2
"United States presidential election, 1832",599.37
Benjamin Gratz Brown,0
Charles G. Dawes,151.26
James B. Weaver,90.77
Twenty-second Amendment to the United States Constitution,696.14
Rhode Island,73.54
Political culture of the United States,206.31
