File,Percent Increase
I can't breathe,1186.37
George Floyd protests in Australia,158.77
Newshub,-15.34
Military Police Corps (United States),85.75
Metropolitan State University,5865.75
The New York Times,15.71
George Floyd protests in Rhode Island,229.55
George Floyd protests in the San Francisco Bay Area,304.81
George Floyd protests in New Hampshire,168.75
The Mercury News,13.27
Depraved-heart murder,4239.78
2020 American athlete strikes,383.1
Shooting of Jacob Blake,1260.73
Aiding and abetting,631.64
George Floyd protests in Germany,187.78
George Floyd protests in Montana,171.43
George Floyd protests in North Carolina,542.19
George Floyd protests in Kentucky,134.94
Solitary confinement,155.77
George Floyd protests in Mississippi,175.0
George Floyd protests in Delaware,0
Operation Legend,249.24
