File,Baseline,Baseline Date,Peak,Peak Date,Percent Increase
1984 Winter Olympics,0.0,06/25/2021,2418.4,08/08/2021,0
Fukushima Prefecture,405.4,06/29/2021,390.6,06/28/2021,-3.65
1940 Summer Olympics,513.6,07/01/2021,4983.0,07/23/2021,870.21
Wanima,20.8,06/29/2021,42.2,07/23/2021,102.88
Croatia at the 2020 Summer Olympics,145.4,08/19/2021,8560.4,07/29/2021,5787.48
Pyeongchang County,0.0,06/25/2021,2147.0,07/24/2021,0
Boxing at the 2020 Summer Olympics – Qualification,69.4,08/19/2021,2643.8,07/24/2021,3709.51
Camp Asaka,0.0,06/25/2021,203.0,07/24/2021,0
2020 FIBA Women's Olympic Qualifying Tournaments – Belgrade 2,7.6,08/18/2021,84.2,07/01/2021,1007.89
Simon Wiesenthal Center,188.2,07/09/2021,439.0,07/22/2021,133.26
Sportsnet,117.2,08/18/2021,293.4,07/24/2021,150.34
Virgin Islands at the 2020 Summer Olympics,40.0,08/18/2021,574.8,07/23/2021,1337.0
Iwate Prefecture,219.6,08/14/2021,499.0,07/13/2021,127.23
Algeria at the 2020 Summer Olympics,0.0,06/26/2021,1452.6,07/23/2021,0
1976 Winter Olympics,0.0,06/25/2021,1456.8,08/08/2021,0
Gannett Company,100.8,07/16/2021,381.8,08/02/2021,278.77
North Korea at the Olympics,353.0,06/27/2021,9347.0,07/24/2021,2547.88
Social distancing,570.8,07/03/2021,776.0,06/27/2021,35.95
2032 Summer Olympics,2041.4,08/19/2021,69660.4,07/21/2021,3312.38
Switzerland at the 2020 Summer Olympics,122.6,08/19/2021,3897.4,07/31/2021,3078.96
Erwin Schrott,64.6,08/05/2021,104.2,07/10/2021,61.3
Enoshima,0.0,06/26/2021,705.2,08/01/2021,0
Ngwenyama,0.0,06/26/2021,586.8,06/29/2021,0
People (magazine),1524.6,07/12/2021,2079.8,07/01/2021,36.42
1908 Summer Olympics,0.0,06/25/2021,6570.2,08/08/2021,0
1924 Winter Olympics,0.0,06/25/2021,1735.8,08/08/2021,0
Bahamas at the 2020 Summer Olympics,110.4,07/11/2021,1950.6,08/06/2021,1666.85
Syria at the 2020 Summer Olympics,0.0,06/25/2021,2362.0,08/04/2021,0
Botswana at the 2020 Summer Olympics,0.0,06/26/2021,1337.6,08/07/2021,0
Yumenoshima Park,24.0,08/18/2021,674.8,07/23/2021,2711.67
Finland at the 2020 Summer Olympics,0.0,06/25/2021,2359.4,07/29/2021,0
NBC,2512.6,06/27/2021,5823.8,08/01/2021,131.78
Fencing at the 2020 Summer Olympics – Qualification,53.2,08/19/2021,2032.8,07/24/2021,3721.05
Madrid,3529.2,07/10/2021,5720.2,07/02/2021,62.08
Sakura,81.4,08/01/2021,99.6,07/23/2021,22.36
YouTube,0.0,06/26/2021,102273.2,07/23/2021,0
Saitama Super Arena,196.0,08/17/2021,2183.2,07/25/2021,1013.88
Théâtre de Liège,21.0,07/01/2021,208.0,07/23/2021,890.48
2020 Summer Olympics closing ceremony,0.0,06/26/2021,16466.8,08/08/2021,0
Aljazeera.com,19.2,06/27/2021,73.6,08/16/2021,283.33
Reuters,0.0,06/26/2021,4368.4,07/16/2021,0
Disability,907.2,08/15/2021,1418.8,06/29/2021,56.39
Democratic Republic of the Congo at the 2020 Summer Olympics,0.0,06/26/2021,533.2,07/23/2021,0
2028 Summer Olympics,3409.2,08/18/2021,51132.2,08/08/2021,1399.83
South Africa at the 2020 Summer Olympics,0.0,06/25/2021,5648.0,07/30/2021,0
1912 Summer Olympics,0.0,06/25/2021,5303.4,08/08/2021,0
National Olympic Committee,382.8,07/10/2021,3685.8,07/24/2021,862.85
1896 Summer Olympics,0.0,06/25/2021,17859.6,08/08/2021,0
Sapporo,0.0,06/25/2021,5360.0,08/07/2021,0
Guyana at the 2020 Summer Olympics,25.8,08/19/2021,1082.4,07/24/2021,4095.35
2020 Summer Olympics Parade of Nations,443.4,08/19/2021,112200.0,07/23/2021,25204.47
Wrestling at the 2020 Summer Olympics – Qualification,151.6,08/18/2021,4631.2,08/04/2021,2954.88
Ireland at the 2020 Summer Olympics,215.4,08/19/2021,9285.2,07/29/2021,4210.68
Angola at the 2020 Summer Olympics,52.6,08/15/2021,472.6,07/23/2021,798.48
Dezeen,18.6,06/27/2021,17.2,08/19/2021,-7.53
Iceland at the 2020 Summer Olympics,109.6,08/17/2021,1201.8,07/23/2021,996.53
List of Olympic Games host cities,8024.8,07/01/2021,141790.6,07/24/2021,1666.91
Olympic diploma,19.4,07/11/2021,879.8,08/07/2021,4435.05
Belarus,6366.4,07/18/2021,46823.8,08/02/2021,635.48
Americas,2745.0,08/14/2021,3532.8,07/29/2021,28.7
Myanmar at the 2020 Summer Olympics,42.4,08/19/2021,1108.2,07/23/2021,2513.68
Softball at the 2020 Summer Olympics – Qualification,41.6,08/15/2021,900.4,07/21/2021,2064.42
Bids for the 2020 Summer Olympics,159.4,07/01/2021,1815.4,07/23/2021,1038.9
Estonia at the 2020 Summer Olympics,76.2,08/19/2021,3204.6,07/27/2021,4105.51
Toshirō Mutō,4.6,07/04/2021,237.2,07/20/2021,5056.52
Pfizer–BioNTech COVID-19 vaccine,8279.4,08/16/2021,22923.2,08/07/2021,176.87
Brunei at the 2020 Summer Olympics,42.6,08/18/2021,967.2,07/23/2021,2170.42
Chronological summary of the 2020 Summer Olympics,10.2,07/03/2021,17499.8,08/07/2021,171466.67
Koichi Sugiyama,158.2,06/30/2021,2093.0,07/23/2021,1223.01
Los Angeles Times,0.0,06/26/2021,1646.2,08/01/2021,0
Tuvalu at the 2020 Summer Olympics,58.4,08/17/2021,1368.6,07/23/2021,2243.49
NBCNews.com,45.8,07/11/2021,66.0,08/12/2021,44.1
Softball at the 2020 Summer Olympics,364.0,08/18/2021,20193.2,07/27/2021,5447.58
Tsunekazu Takeda,22.8,06/29/2021,95.4,08/08/2021,318.42
8K resolution,822.2,08/13/2021,1100.4,07/30/2021,33.84
Golf at the 2020 Summer Olympics – Qualification,85.0,08/15/2021,3087.0,07/29/2021,3531.76
Honduras at the 2020 Summer Olympics,57.8,08/16/2021,833.6,07/24/2021,1342.21
Bosnia and Herzegovina at the 2020 Summer Olympics,36.0,08/19/2021,1425.4,07/24/2021,3859.44
Diving at the 2020 Summer Olympics,0.0,06/25/2021,24803.4,07/26/2021,0
"Olympia, Greece",0.0,06/26/2021,3395.0,08/08/2021,0
Cuba at the 2020 Summer Olympics,0.0,06/26/2021,6724.2,08/08/2021,0
Venezuela at the 2020 Summer Olympics,169.4,06/28/2021,3726.2,08/01/2021,2099.65
Pakistan at the 2020 Summer Olympics,0.0,06/25/2021,23354.4,08/07/2021,0
2006 Winter Olympics,582.0,07/01/2021,3714.2,08/08/2021,538.18
International Paralympic Committee,136.0,06/28/2021,909.0,08/08/2021,568.38
Rowing at the 2020 Summer Olympics,0.0,06/26/2021,29821.2,07/28/2021,0
Morocco at the 2020 Summer Olympics,0.0,06/26/2021,1978.2,08/02/2021,0
Sailing at the 2020 Summer Olympics,0.0,06/26/2021,21933.6,08/01/2021,0
Tokyo Metropolitan Gymnasium,56.0,08/18/2021,838.6,07/27/2021,1397.5
Japanese language,0.0,06/25/2021,0.0,06/26/2021,0
1972 Winter Olympics,0.0,06/25/2021,1800.6,08/08/2021,0
Saint Lucia at the 2020 Summer Olympics,36.8,08/17/2021,469.6,07/23/2021,1176.09
Japanese Olympic Committee,45.2,07/07/2021,297.0,08/08/2021,557.08
Foshan,0.0,06/26/2021,395.4,07/01/2021,0
The Wall Street Journal,1301.8,06/27/2021,2041.6,07/26/2021,56.83
Naoki Satō,126.2,06/29/2021,540.6,08/08/2021,328.37
Naomi Osaka,0.0,06/26/2021,192627.6,07/24/2021,0
The BMJ,253.4,07/03/2021,382.2,07/06/2021,50.83
World Health Organization,4824.6,08/14/2021,5407.4,07/22/2021,12.08
Emperor of Japan,2022.2,08/18/2021,12536.4,07/23/2021,519.94
Warsaw,0.0,06/26/2021,2908.4,08/02/2021,0
Odaiba Marine Park,12.4,06/27/2021,212.0,07/26/2021,1609.68
Makuhari Messe,0.0,06/25/2021,1290.6,08/05/2021,0
Tanzania at the 2020 Summer Olympics,48.4,08/16/2021,862.2,07/23/2021,1681.4
Plywood,823.6,07/03/2021,5280.0,07/22/2021,541.09
Burkina Faso at the 2020 Summer Olympics,0.0,06/26/2021,2155.0,08/05/2021,0
Sony Corporation,47.8,08/14/2021,138.8,07/24/2021,190.38
1944 Summer Olympics,234.8,07/01/2021,2088.2,08/08/2021,789.35
Jolanda Neff,48.8,07/18/2021,5301.4,07/27/2021,10763.52
List of IOC country codes,0.0,06/25/2021,26616.2,07/25/2021,0
1998 Winter Olympics,0.0,06/25/2021,3549.4,08/08/2021,0
Laos at the 2020 Summer Olympics,43.4,08/17/2021,535.2,07/23/2021,1133.18
Olympic sports,0.0,06/25/2021,30958.0,07/25/2021,0
Samoa at the 2020 Summer Olympics,24.8,08/19/2021,712.6,07/23/2021,2773.39
Lesotho at the 2020 Summer Olympics,18.6,08/19/2021,750.4,07/23/2021,3934.41
Landing slot,37.2,07/18/2021,52.6,06/30/2021,41.4
Yuriko Koike,167.8,08/19/2021,1118.8,08/08/2021,566.75
East Asia,0.0,06/26/2021,2929.4,08/01/2021,0
Tokyo Organising Committee of the Olympic and Paralympic Games,76.0,07/05/2021,590.2,07/23/2021,676.58
Japan,0.0,06/26/2021,38308.8,07/23/2021,0
L'Équipe,111.8,08/04/2021,288.6,06/29/2021,158.14
Shelly-Ann Fraser-Pryce,1084.0,07/18/2021,53648.4,07/31/2021,4849.11
Sailing at the 2020 Summer Olympics – Qualification,53.2,08/14/2021,922.4,07/25/2021,1633.83
1980 Winter Olympics,0.0,06/25/2021,2486.4,08/08/2021,0
2018 Winter Olympics,2447.4,07/01/2021,21771.0,08/08/2021,789.56
Miyagi Prefecture,0.0,06/25/2021,596.0,07/28/2021,0
Sport climbing,226.4,06/27/2021,2168.4,08/04/2021,857.77
Kenya at the 2020 Summer Olympics,0.0,06/25/2021,5551.0,08/08/2021,0
Istanbul bid for the 2020 Summer Olympics,0.0,06/26/2021,341.6,07/23/2021,0
List of participating nations at the Summer Olympic Games,0.0,06/26/2021,19323.4,07/23/2021,0
The Guardian,3210.4,06/27/2021,5251.6,07/19/2021,63.58
Togo at the 2020 Summer Olympics,32.6,08/17/2021,374.8,07/23/2021,1049.69
Nomura Research Institute,43.8,08/12/2021,67.0,07/24/2021,52.97
Concerns and controversies at the 2016 Summer Olympics,32.0,08/19/2021,544.4,07/25/2021,1601.25
Guam at the 2020 Summer Olympics,30.4,08/19/2021,735.2,07/23/2021,2318.42
Board of Audit (Japan),6.6,08/11/2021,15.8,07/24/2021,139.39
Swimming at the 2008 Summer Olympics,194.8,07/09/2021,3262.6,08/01/2021,1574.85
Unmanned aerial vehicle,1986.6,07/10/2021,2519.0,06/28/2021,26.8
Florida,6572.2,07/11/2021,0.0,06/25/2021,-100.0
Bicycle helmet,96.8,08/14/2021,0.0,06/26/2021,-100.0
Athletes,24.6,07/10/2021,241.6,07/23/2021,882.11
Basketball at the 2020 Summer Olympics – Women's 3x3 qualification,38.6,08/15/2021,924.6,07/24/2021,2295.34
2002 Winter Olympics,772.4,06/30/2021,4487.0,08/08/2021,480.92
Field hockey at the 2020 Summer Olympics – Men's qualification,71.4,08/19/2021,2777.0,07/30/2021,3789.36
Baseball at the 2020 Summer Olympics – Qualification,66.0,08/19/2021,1746.6,07/28/2021,2546.36
Palau at the 2020 Summer Olympics,28.8,08/18/2021,478.6,07/23/2021,1561.81
Law360,22.6,07/03/2021,54.4,07/20/2021,140.71
Archery at the 2020 Summer Olympics – Qualification,158.8,08/15/2021,2395.4,07/23/2021,1408.44
Football at the 2020 Summer Olympics – Men's qualification,68.4,08/19/2021,5802.0,07/22/2021,8382.46
Volleyball at the 2020 Summer Olympics – Men's qualification,111.6,08/15/2021,1632.6,07/24/2021,1362.9
Saudi Arabia at the 2020 Summer Olympics,0.0,06/26/2021,2663.0,08/07/2021,0
Athletics at the 2020 Summer Olympics – Women's 100 metres,0.0,06/25/2021,22430.4,07/31/2021,0
Cook Islands at the 2020 Summer Olympics,28.0,08/18/2021,1058.6,07/23/2021,3680.71
Canada at the 2020 Summer Olympics,0.0,06/25/2021,15364.4,08/06/2021,0
2020 Olympics,58.8,06/27/2021,728.0,07/24/2021,1138.1
Kenji Utsunomiya,18.2,07/19/2021,34.4,07/24/2021,89.01
Athletics at the 2020 Summer Olympics – Qualification,418.4,08/19/2021,13655.8,07/31/2021,3163.81
Tokyo bid for the 2020 Summer Olympics,0.0,06/26/2021,1121.6,07/23/2021,0
Cayman Islands at the 2020 Summer Olympics,50.4,08/17/2021,494.4,07/23/2021,880.95
Oman at the 2020 Summer Olympics,38.2,08/19/2021,550.4,07/23/2021,1340.84
5G,4115.8,07/11/2021,4871.6,07/29/2021,18.36
Prime Minister of Japan,0.0,06/26/2021,2199.6,07/23/2021,0
Hepburn romanization,1506.8,08/12/2021,1965.2,08/04/2021,30.42
Surfing,0.0,06/25/2021,2420.0,07/27/2021,0
Monaco at the 2020 Summer Olympics,75.6,08/17/2021,1044.8,07/23/2021,1282.01
Peru at the 2020 Summer Olympics,59.2,08/19/2021,2962.4,07/25/2021,4904.05
List of Olympic Games scandals and controversies,0.0,06/25/2021,2217.2,08/08/2021,0
Federated States of Micronesia at the 2020 Summer Olympics,36.6,08/16/2021,608.4,07/23/2021,1562.3
1916 Summer Olympics,0.0,06/25/2021,2211.6,08/08/2021,0
Istanbul,5285.8,06/30/2021,6174.2,08/16/2021,16.81
Canadian Broadcasting Corporation,2831.0,07/11/2021,4301.8,08/17/2021,51.95
1968 Winter Olympics,175.2,06/30/2021,1062.2,08/08/2021,506.28
Malawi at the 2020 Summer Olympics,21.6,08/19/2021,393.0,07/23/2021,1719.44
Prespa agreement,109.0,08/16/2021,268.4,07/23/2021,146.24
List of Olympic venues,0.0,06/26/2021,1155.2,08/08/2021,0
3x3 basketball,460.4,08/17/2021,15767.2,07/24/2021,3324.67
The Daily Beast,0.0,06/26/2021,1330.0,08/17/2021,0
Yurikamome,0.0,06/26/2021,200.0,08/03/2021,0
Volleyball at the 2020 Summer Olympics – Women's qualification,136.0,08/15/2021,2254.6,07/29/2021,1557.79
Modern pentathlon at the 2020 Summer Olympics,0.0,06/25/2021,26575.2,08/06/2021,0
Polygonatum,116.4,08/17/2021,189.0,07/16/2021,62.37
City A.M.,36.4,07/11/2021,174.6,07/26/2021,379.67
Fukushima Daiichi nuclear disaster,0.0,06/26/2021,6221.8,07/23/2021,0
Mauritius at the 2020 Summer Olympics,75.8,08/17/2021,1018.0,07/23/2021,1243.01
Poland at the 2020 Summer Olympics,0.0,06/26/2021,13731.8,08/04/2021,0
2020 Winter Youth Olympics,0.0,06/26/2021,1394.8,08/04/2021,0
Sexist,25.6,08/08/2021,38.6,07/15/2021,50.78
Seychelles at the 2020 Summer Olympics,18.8,08/19/2021,451.0,07/23/2021,2298.94
Exhaustive ballot,33.6,08/16/2021,80.2,07/24/2021,138.69
RAI,769.2,08/11/2021,977.4,08/13/2021,27.07
Brazil at the 2020 Summer Olympics,0.0,06/26/2021,8217.6,08/07/2021,0
Attack on Pearl Harbor,6740.0,07/29/2021,0.0,06/26/2021,-100.0
Bids for Olympic Games,294.6,07/01/2021,5636.6,08/08/2021,1813.31
Diving at the 2020 Summer Olympics – Qualification,81.2,08/18/2021,1549.0,07/26/2021,1807.64
Olympic Games,0.0,06/26/2021,96103.6,08/08/2021,0
Lists of Olympic medalists,0.0,06/25/2021,3918.6,08/08/2021,0
Triathlon at the 2020 Summer Olympics,0.0,06/26/2021,18573.4,07/26/2021,0
Chinese Olympic Committee,28.2,06/28/2021,446.8,08/02/2021,1484.4
Pfizer,6491.4,06/27/2021,8826.8,07/29/2021,35.98
Tokyo,0.0,06/26/2021,37026.4,07/25/2021,0
The Conversation (website),0.0,06/26/2021,530.8,07/16/2021,0
Track and field,1686.8,07/10/2021,11526.4,08/07/2021,583.33
The Washington Post,0.0,06/26/2021,4306.6,07/26/2021,0
Russian Olympic Committee,0.0,06/25/2021,30609.6,07/27/2021,0
Munich massacre,2121.4,07/01/2021,30289.0,07/23/2021,1327.78
Judo at the 2020 Summer Olympics – Qualification,64.2,08/15/2021,1346.0,07/24/2021,1996.57
Freestyle BMX,0.0,06/25/2021,1561.4,08/01/2021,0
Central Circular Route (Shuto Expressway),8.2,07/05/2021,24.0,07/24/2021,192.68
Football at the 2020 Summer Olympics – Women's qualification,51.0,08/15/2021,1567.6,07/21/2021,2973.73
Wuhan,2309.2,08/14/2021,3251.6,08/03/2021,40.81
Sweden at the 2020 Summer Olympics,0.0,06/25/2021,5731.4,08/01/2021,0
1952 Summer Olympics,0.0,06/26/2021,5921.2,08/08/2021,0
Football Federation Australia,32.6,08/13/2021,63.6,07/24/2021,95.09
Equestrian at the 2020 Summer Olympics – Qualification,51.6,08/14/2021,811.2,08/02/2021,1472.09
Seven Network,0.0,06/26/2021,2199.8,07/24/2021,0
Spain at the 2020 Summer Olympics,309.8,08/19/2021,7894.4,08/05/2021,2448.22
"Temple of Hera, Olympia",66.6,07/03/2021,377.0,07/23/2021,466.07
Traditional colors of Japan,204.0,08/14/2021,452.2,07/23/2021,121.67
Baku bid for the 2020 Summer Olympics,16.6,08/19/2021,159.2,07/03/2021,859.04
Jiji Press,20.2,07/11/2021,40.2,07/29/2021,99.01
Tamayo Marukawa,29.4,06/28/2021,170.8,07/06/2021,480.95
East Japan Railway Company,236.8,07/08/2021,293.0,07/27/2021,23.73
1964 Winter Olympics,179.8,06/30/2021,1028.2,08/08/2021,471.86
IOC,0.0,06/26/2021,444.8,08/08/2021,0
Field hockey at the 2020 Summer Olympics – Women's qualification,53.0,08/14/2021,1392.6,07/31/2021,2527.55
Olympic Stadium,0.0,06/25/2021,950.2,07/24/2021,0
Ken-Ō Expressway,0.0,06/26/2021,39.2,08/08/2021,0
ISBN (identifier),0.0,06/25/2021,9452.8,08/01/2021,0
Eritrea at the 2020 Summer Olympics,48.2,08/17/2021,744.6,07/23/2021,1444.81
Rwanda at the 2020 Summer Olympics,18.2,08/19/2021,426.4,07/24/2021,2242.86
2020 Summer Olympics,17854.8,08/19/2021,543588.2,07/24/2021,2944.49
Barbados at the 2020 Summer Olympics,21.8,08/19/2021,451.4,07/23/2021,1970.64
World War II,0.0,06/26/2021,23468.4,08/01/2021,0
1994 Winter Olympics,0.0,06/25/2021,3290.8,07/23/2021,0
Serbia at the 2020 Summer Olympics,323.0,08/18/2021,10174.6,07/24/2021,3050.03
1936 Winter Olympics,0.0,06/25/2021,1526.4,08/08/2021,0
Olympic Charter,0.0,06/26/2021,667.2,07/23/2021,0
Buenos Aires,0.0,06/26/2021,4487.8,07/11/2021,0
Prefectures of Japan,0.0,06/26/2021,2879.4,07/26/2021,0
Multi-sport event,0.0,06/26/2021,1706.0,08/08/2021,0
Russian Olympic Committee athletes at the 2020 Summer Olympics,0.0,06/25/2021,31597.0,07/25/2021,0
Belarus at the 2020 Summer Olympics,0.0,06/25/2021,5255.0,08/05/2021,0
1948 Summer Olympics,0.0,06/26/2021,7175.8,08/08/2021,0
125th IOC Session,0.0,06/25/2021,895.2,07/23/2021,0
Tonga at the 2020 Summer Olympics,49.0,08/18/2021,1308.4,07/23/2021,2570.2
1900 Summer Olympics,0.0,06/25/2021,9556.6,08/08/2021,0
PMID (identifier),872.4,06/27/2021,1543.2,07/20/2021,76.89
Karate at the 2020 Summer Olympics,0.0,06/26/2021,37391.4,08/05/2021,0
World Athletics,461.4,07/16/2021,2049.4,08/08/2021,344.17
2020 European Boxing Olympic Qualification Tournament,16.6,08/19/2021,251.2,07/30/2021,1413.25
2021 in Japan,157.2,07/20/2021,445.2,07/23/2021,183.21
University of Tokyo,0.0,06/26/2021,727.8,08/10/2021,0
"Naraha, Fukushima",11.4,06/28/2021,28.6,07/24/2021,150.88
Tactile graphic,16.4,07/11/2021,70.4,08/08/2021,329.27
Ivory Coast at the 2020 Summer Olympics,0.0,06/26/2021,1847.6,07/26/2021,0
SportsPro,0.0,06/26/2021,30.8,07/11/2021,0
Artistic swimming at the 2020 Summer Olympics,0.0,06/25/2021,10198.4,08/07/2021,0
Guinea at the 2020 Summer Olympics,37.4,08/17/2021,747.4,07/23/2021,1898.4
Wrestling at the 2020 Summer Olympics,0.0,06/26/2021,101399.0,08/04/2021,0
Rowing at the 2020 Summer Olympics – Qualification,96.0,08/12/2021,2333.6,07/23/2021,2330.83
Pay television,0.0,06/26/2021,736.0,07/07/2021,0
List of people who have kept the Olympic flag,17.0,06/29/2021,270.0,08/08/2021,1488.24
Crimson,435.2,08/06/2021,489.6,07/12/2021,12.5
Travel agent,11.6,07/10/2021,21.4,07/03/2021,84.48
Football at the 2020 Summer Olympics,1518.4,08/19/2021,84788.0,07/22/2021,5484.04
Podium sweep,23.0,07/16/2021,2381.0,08/08/2021,10252.17
Greater Tokyo Area,0.0,06/26/2021,2149.2,07/24/2021,0
Rugby sevens at the 2020 Summer Olympics,493.8,08/18/2021,30995.6,07/27/2021,6176.95
Associated Press,0.0,06/26/2021,2201.8,08/03/2021,0
Chad at the 2020 Summer Olympics,39.2,08/17/2021,437.8,07/23/2021,1016.84
Madagascar at the 2020 Summer Olympics,19.8,08/19/2021,322.6,07/23/2021,1529.29
Saint Kitts and Nevis at the 2020 Summer Olympics,26.2,08/18/2021,566.0,07/23/2021,2060.31
Colonialism and the Olympic Games,0.0,06/25/2021,109.2,08/08/2021,0
Baseball at the 2020 Summer Olympics,810.4,08/19/2021,33727.6,08/02/2021,4061.85
2014 Winter Olympics,0.0,06/26/2021,8756.0,08/08/2021,0
Washington Post,0.0,06/26/2021,193.6,08/19/2021,0
Kyoto University,0.0,06/26/2021,313.6,08/12/2021,0
Ajinomoto Stadium,71.6,08/19/2021,1694.4,07/27/2021,2266.48
S2CID (identifier),0.0,06/26/2021,1301.0,08/02/2021,0
India at the 2020 Summer Olympics,3161.0,08/19/2021,191348.2,08/05/2021,5953.41
Seiko Hashimoto,54.4,06/28/2021,2777.2,07/23/2021,5005.15
Panama at the 2020 Summer Olympics,68.4,08/16/2021,652.6,07/24/2021,854.09
Russian Anti-Doping Agency,0.0,06/25/2021,268.4,07/25/2021,0
Travel restrictions related to the COVID-19 pandemic,335.4,08/14/2021,800.2,07/21/2021,138.58
Solomon Islands at the 2020 Summer Olympics,27.4,08/18/2021,325.4,07/23/2021,1087.59
1960 Winter Olympics,0.0,06/25/2021,1666.0,08/08/2021,0
Venues of the 2012 Summer Olympics and Paralympics,0.0,06/25/2021,531.4,08/08/2021,0
Tunisia at the 2020 Summer Olympics,0.0,06/25/2021,8358.4,07/25/2021,0
Swiss Re,261.0,08/14/2021,374.8,07/06/2021,43.6
Kansai University,39.0,06/29/2021,109.2,08/05/2021,180.0
Chile at the 2020 Summer Olympics,92.6,08/18/2021,1358.2,07/23/2021,1366.74
San Marino at the 2020 Summer Olympics,0.0,06/26/2021,6134.8,07/29/2021,0
2024 Summer Olympics,0.0,06/25/2021,78002.0,08/08/2021,0
Italy at the 2020 Summer Olympics,0.0,06/25/2021,11817.4,08/01/2021,0
Doping at the Olympic Games,1011.8,06/30/2021,3321.4,07/26/2021,228.27
Chinese Taipei at the 2020 Summer Olympics,311.4,06/27/2021,14228.4,08/01/2021,4469.17
Timeline of the COVID-19 pandemic in Japan,86.6,07/03/2021,122.2,08/05/2021,41.11
1956 Summer Olympics,0.0,06/25/2021,7477.2,08/08/2021,0
Eswatini at the 2020 Summer Olympics,51.0,08/17/2021,884.0,07/23/2021,1633.33
The Asahi Shimbun,140.2,08/14/2021,252.2,07/06/2021,79.89
Eustoma,177.4,06/28/2021,759.0,08/12/2021,327.85
Empire of Japan,3211.2,07/10/2021,4302.6,07/26/2021,33.99
2020 Summer Olympics medal table,83.2,06/27/2021,139693.0,08/08/2021,167800.24
British Virgin Islands at the 2020 Summer Olympics,53.8,08/16/2021,496.4,07/23/2021,822.68
Olympic Athletes from Russia at the 2018 Winter Olympics,0.0,06/26/2021,2779.6,07/24/2021,0
1928 Winter Olympics,125.6,06/30/2021,913.8,08/08/2021,627.55
Doha bid for the 2020 Summer Olympics,0.0,06/26/2021,234.4,07/24/2021,0
Puerto Rico at the 2020 Summer Olympics,139.4,08/19/2021,3138.6,08/02/2021,2151.51
Behind closed doors (sport),271.4,06/28/2021,889.8,07/25/2021,227.86
Nigeria at the 2020 Summer Olympics,0.0,06/26/2021,3121.6,08/03/2021,0
Kasumigaseki Country Club,22.8,08/19/2021,2494.8,08/01/2021,10842.11
Dominican Republic at the 2020 Summer Olympics,0.0,06/25/2021,2428.0,07/31/2021,0
Kabuki,871.0,08/13/2021,1906.4,07/24/2021,118.87
Ariake Arena,87.6,06/29/2021,945.4,08/02/2021,979.22
Cycling at the 2020 Summer Olympics,0.0,06/26/2021,34449.4,08/07/2021,0
Olympic and Paralympic deaths,0.0,06/25/2021,4205.4,07/23/2021,0
Spain,0.0,06/26/2021,13487.8,07/06/2021,0
1992 Winter Olympics,0.0,06/25/2021,3065.6,08/08/2021,0
Baseball,2720.2,07/17/2021,4245.2,07/02/2021,56.06
Basketball at the 2020 Summer Olympics – Men's 3x3 qualification,77.4,08/15/2021,4246.0,07/24/2021,5385.79
Turkey at the 2020 Summer Olympics,286.0,08/19/2021,10348.4,08/07/2021,3518.32
Weightlifting at the 2020 Summer Olympics,0.0,06/26/2021,38371.0,08/02/2021,0
Group of Seven,2824.8,08/14/2021,4078.4,08/18/2021,44.38
Uruguay at the 2020 Summer Olympics,64.6,08/17/2021,642.0,07/23/2021,893.81
The Sports Network,320.6,08/16/2021,516.6,07/11/2021,61.14
Afghanistan at the 2020 Summer Olympics,0.0,06/26/2021,3394.6,08/16/2021,0
