File,Baseline,Baseline Date,Peak,Peak Date,Percent Increase
Montenegro at the 2022 Winter Olympics,11.2,03/02/2022,497.6,02/04/2022,4342.86
El Nuevo Día,31.6,01/15/2022,55.4,02/08/2022,75.32
Marco Rubio,1476.4,02/05/2022,3297.8,02/24/2022,123.37
2006 Winter Olympics,0.0,01/07/2022,8919.2,02/11/2022,0
Tehran Times,37.8,02/05/2022,44.2,02/13/2022,16.93
Ski jumping at the 2022 Winter Olympics – Qualification,14.6,03/02/2022,969.0,02/05/2022,6536.99
Bernama,56.2,01/22/2022,85.2,01/13/2022,51.6
Romania at the 2022 Winter Olympics,62.8,01/09/2022,1180.2,02/05/2022,1779.3
1972 Winter Olympics,0.0,01/07/2022,2587.6,02/08/2022,0
2036 Summer Olympics,778.4,03/02/2022,5364.0,02/20/2022,589.11
Norway,8740.4,01/15/2022,13783.8,02/20/2022,57.7
1944 Summer Olympics,0.0,01/08/2022,577.4,02/05/2022,0
Jules Boykoff,16.6,01/22/2022,82.0,02/08/2022,393.98
List of IOC country codes,443.2,01/09/2022,3209.8,02/11/2022,624.23
Xi Jinping,8444.4,01/15/2022,23191.4,02/04/2022,174.64
1998 Winter Olympics,570.8,01/13/2022,5359.4,02/05/2022,838.93
Slovakia at the 2022 Winter Olympics,52.8,01/09/2022,1576.0,02/19/2022,2884.85
Olympic sports,941.8,02/26/2022,2891.4,02/20/2022,207.01
Philippines at the 2022 Winter Olympics,52.4,03/02/2022,4708.4,02/05/2022,8885.5
East Asia,3064.0,02/26/2022,3655.6,01/21/2022,19.31
Collective agreement,111.4,01/23/2022,139.4,03/02/2022,25.13
Uyghur genocide,2918.4,01/09/2022,38493.2,02/05/2022,1218.98
Cyprus Mail,32.4,01/30/2022,47.4,01/11/2022,46.3
Innsbruck,609.0,03/02/2022,1430.8,02/05/2022,134.94
Japan,23352.2,01/15/2022,31221.2,02/25/2022,33.7
Zhangjiakou,211.2,01/14/2022,3851.2,02/05/2022,1723.48
1980 Winter Olympics,579.2,01/12/2022,4424.4,02/05/2022,663.88
Daily Nation,91.8,02/27/2022,175.4,02/24/2022,91.07
2018 Winter Olympics,1552.4,03/02/2022,52598.8,02/05/2022,3288.22
Diario AS,103.8,02/05/2022,114.8,03/02/2022,10.6
HuffPost,741.4,01/15/2022,1034.6,03/02/2022,39.55
List of participating nations at the Summer Olympic Games,181.4,01/09/2022,1187.8,02/05/2022,554.8
The Guardian,3941.8,01/22/2022,6014.6,02/13/2022,52.59
Cross-country skiing at the 2022 Winter Olympics,491.6,03/01/2022,14148.6,02/08/2022,2778.07
Wukesong Arena,0.0,01/08/2022,839.2,02/08/2022,0
Speed skating at the 2022 Winter Olympics – Men's mass start,7.2,01/14/2022,4950.8,02/19/2022,68661.11
Kazakhstan at the 2022 Winter Olympics,35.4,03/02/2022,572.4,02/05/2022,1516.95
North Macedonia at the 2022 Winter Olympics,0.0,01/08/2022,719.2,02/05/2022,0
Cross-country skiing at the 2022 Winter Olympics – Qualification,22.8,03/01/2022,897.2,02/05/2022,3835.09
List of Super Bowl lead-out programs,54.2,03/03/2022,1244.0,02/14/2022,2195.2
Athletes,35.0,01/18/2022,115.8,02/20/2022,230.86
2002 Winter Olympics,696.2,03/02/2022,8224.4,02/05/2022,1081.33
Kuyangshu Nordic Center and Biathlon Center,24.6,02/25/2022,785.8,02/05/2022,3094.31
Snowboarding at the 2022 Winter Olympics – Men's slopestyle,0.0,01/07/2022,11977.2,02/07/2022,0
Wukesong Sports Center,0.0,01/08/2022,271.0,02/27/2022,0
Cross-country skiing at the 2022 Winter Olympics – Women's 15 kilometre skiathlon,34.2,01/14/2022,4107.8,02/05/2022,11911.11
United States,52870.2,01/15/2022,74517.6,02/24/2022,40.94
Tonga at the 2018 Winter Olympics,11.2,02/28/2022,197.4,02/04/2022,1662.5
Big Air Shougang,0.0,01/08/2022,16288.4,02/08/2022,0
Skeleton at the 2022 Winter Olympics – Qualification,14.2,03/01/2022,484.0,02/11/2022,3308.45
Mongolia at the 2022 Winter Olympics,29.8,02/28/2022,653.8,02/05/2022,2093.96
List of Olympic Games scandals and controversies,0.0,01/08/2022,1271.4,02/20/2022,0
1916 Summer Olympics,0.0,01/08/2022,356.8,02/20/2022,0
Kyrgyzstan at the 2022 Winter Olympics,14.6,03/02/2022,435.4,02/04/2022,2882.19
2022 Winter Olympics medal table,97.2,01/13/2022,31076.6,02/20/2022,31871.81
1968 Winter Olympics,0.0,01/07/2022,1812.0,02/05/2022,0
Germany at the 2022 Winter Olympics,0.0,01/07/2022,7196.2,02/10/2022,0
List of Olympic venues,60.4,03/02/2022,386.0,02/05/2022,539.07
Beijing Organising Committee for the 2022 Olympic and Paralympic Winter Games,20.2,01/09/2022,270.2,02/04/2022,1237.62
Wayback Machine,4259.2,01/15/2022,12812.4,02/13/2022,200.82
Concerns and controversies at the 2022 Winter Olympics,0.0,01/07/2022,6075.8,02/04/2022,0
Cyprus at the 2022 Winter Olympics,15.4,03/02/2022,561.8,02/04/2022,3548.05
Super Bowl LVI,2625.4,03/03/2022,175380.6,02/14/2022,6580.15
Xiaohaituo Alpine Skiing Field,26.2,02/27/2022,2184.2,02/07/2022,8236.64
2022 Winter Olympics Parade of Nations,0.0,01/07/2022,11761.0,02/04/2022,0
2022 Winter Olympics opening ceremony,408.4,03/01/2022,20183.2,02/04/2022,4842.02
Freestyle skiing at the 2022 Winter Olympics,316.8,03/02/2022,15235.2,02/14/2022,4709.09
Snowboarding at the 2022 Winter Olympics – Qualification,29.8,02/27/2022,1610.2,02/09/2022,5303.36
Josep Borrell,305.6,02/05/2022,6183.2,02/28/2022,1923.3
Super Bowl,3124.6,03/02/2022,116590.0,02/14/2022,3631.36
Armenia at the 2022 Winter Olympics,34.4,03/01/2022,1077.0,02/05/2022,3030.81
National Hockey League,3944.0,01/11/2022,5657.6,02/13/2022,43.45
The Sydney Morning Herald,499.0,02/09/2022,724.6,02/13/2022,45.21
Japan at the 2022 Winter Olympics,0.0,01/07/2022,4614.2,02/07/2022,0
Beijing National Stadium,658.4,01/15/2022,10342.6,02/05/2022,1470.87
Bids for Olympic Games,153.4,01/14/2022,1457.6,02/05/2022,850.2
Olympic Games,4358.2,01/14/2022,20999.6,02/20/2022,381.84
Lists of Olympic medalists,142.4,01/18/2022,617.8,02/20/2022,333.85
Yanqing District,52.0,03/02/2022,3548.0,02/06/2022,6723.08
Chinese Olympic Committee,23.6,01/11/2022,145.0,02/07/2022,514.41
Messaging app,15.2,01/12/2022,61.4,03/03/2022,303.95
Ice hockey,2161.2,01/15/2022,6634.0,02/13/2022,206.96
Georgia at the 2022 Winter Olympics,37.8,01/09/2022,1077.6,02/04/2022,2750.79
Socialist Federal Republic of Yugoslavia,2758.2,01/21/2022,4966.0,01/11/2022,80.04
Germany,18000.2,01/15/2022,32336.0,02/27/2022,79.64
Snowboarding,0.0,01/07/2022,6265.0,02/11/2022,0
The Irish Times,442.6,02/27/2022,541.6,02/13/2022,22.37
The Washington Post,2297.4,01/15/2022,4119.0,02/13/2022,79.29
Russian Olympic Committee,113.4,01/13/2022,9283.0,02/07/2022,8086.07
TASS,0.0,01/08/2022,3495.8,02/28/2022,0
Luge at the 2022 Winter Olympics – Qualification,11.0,03/02/2022,632.8,02/05/2022,5652.73
Ukraine at the 2022 Winter Olympics,0.0,01/07/2022,1226.4,02/16/2022,0
Genting Snow Park,21.2,03/02/2022,1686.4,02/07/2022,7854.72
United States at the 2022 Winter Olympics,527.0,03/02/2022,16307.8,02/10/2022,2994.46
La FM,5.0,01/24/2022,14.8,02/09/2022,196.0
1952 Summer Olympics,360.8,01/12/2022,1073.8,02/10/2022,197.62
China Mobile,261.4,02/27/2022,376.4,02/04/2022,43.99
Togo at the 2018 Winter Olympics,0.0,01/07/2022,62.2,02/05/2022,0
Discovery+,536.0,03/03/2022,1159.2,02/05/2022,116.27
Shijingshan District,0.0,01/08/2022,1097.0,02/07/2022,0
Bio-secure bubble,137.2,02/11/2022,502.8,02/19/2022,266.47
1964 Winter Olympics,175.6,03/02/2022,1802.0,02/05/2022,926.2
Olympic Stadium,0.0,01/07/2022,272.0,02/21/2022,0
Chinese New Year,1826.0,02/27/2022,70322.8,02/01/2022,3751.19
Snowboarding at the 2022 Winter Olympics – Men's halfpipe,0.0,01/08/2022,19422.6,02/11/2022,0
Sporza,12.2,02/05/2022,18.4,01/20/2022,50.82
Kenya at the 2018 Winter Olympics,11.2,02/28/2022,108.2,02/04/2022,866.07
List of torchbearers who have lit the Olympic cauldron,124.0,01/11/2022,1200.2,02/04/2022,867.9
2020 Summer Olympics,4013.2,03/02/2022,19821.6,02/05/2022,393.91
Israel at the 2022 Winter Olympics,27.6,03/03/2022,2101.4,02/05/2022,7513.77
World War II,26339.6,01/15/2022,95591.0,02/24/2022,262.92
Canada,26939.4,01/15/2022,35034.4,02/24/2022,30.05
1994 Winter Olympics,560.6,01/13/2022,5656.4,02/05/2022,908.99
Chongli District,19.6,02/27/2022,1200.2,02/05/2022,6023.47
1936 Winter Olympics,250.6,01/13/2022,2051.2,02/05/2022,718.52
New Zealand at the 2022 Winter Olympics,0.0,01/07/2022,3265.8,02/06/2022,0
Olympic Charter,63.2,01/22/2022,320.8,02/08/2022,407.59
Kazakh TV,12.8,01/31/2022,0.0,01/07/2022,-100.0
Multi-sport event,253.0,01/22/2022,1414.6,02/20/2022,459.13
Russian Olympic Committee athletes at the 2020 Summer Olympics,217.2,01/14/2022,663.6,02/20/2022,205.52
Freestyle skiing,0.0,01/07/2022,5763.6,02/08/2022,0
1948 Summer Olympics,415.2,01/09/2022,1252.0,02/05/2022,201.54
Prime time,287.4,02/27/2022,410.0,02/08/2022,42.66
Beijing National Aquatics Center,99.6,03/03/2022,1579.0,02/05/2022,1485.34
Marita Kramer,40.6,01/11/2022,694.2,02/05/2022,1609.85
Cortina d'Ampezzo,620.6,01/11/2022,10611.0,02/21/2022,1609.8
Ice hockey at the 2022 Winter Olympics,553.4,03/03/2022,35062.0,02/16/2022,6235.74
1900 Summer Olympics,0.0,01/08/2022,1153.8,02/20/2022,0
Norway at the 2022 Winter Olympics,0.0,01/07/2022,7758.2,02/15/2022,0
PMID (identifier),1356.4,01/15/2022,17624.6,02/13/2022,1199.37
Axios (website),506.0,02/05/2022,854.6,03/02/2022,68.89
Beijing–Zhangjiakou intercity railway,40.0,02/27/2022,551.4,02/06/2022,1278.5
CNN,0.0,01/08/2022,12894.2,02/24/2022,0
Snowboarding at the 2022 Winter Olympics,300.6,03/02/2022,21486.8,02/09/2022,7047.97
Radio Poland,0.0,01/08/2022,48.0,02/08/2022,0
List of people who have kept the Olympic flag,16.6,01/26/2022,128.8,02/20/2022,675.9
Luxembourg at the 2022 Winter Olympics,13.8,03/02/2022,396.2,02/04/2022,2771.01
"Embassy of China, Washington, D.C.",34.4,01/18/2022,72.0,01/29/2022,109.3
Associated Press,1613.8,01/22/2022,2912.8,02/13/2022,80.49
IOC Session,30.6,01/20/2022,166.6,02/20/2022,444.44
Colonialism and the Olympic Games,0.0,01/08/2022,47.8,02/19/2022,0
2014 Winter Olympics,1127.2,01/12/2022,14799.0,02/05/2022,1212.9
S2CID (identifier),1053.2,01/15/2022,13098.8,02/13/2022,1143.71
Australia at the 2022 Winter Olympics,184.4,03/01/2022,4147.8,02/06/2022,2149.35
S&P Global Platts,71.4,01/23/2022,96.2,03/02/2022,34.73
Bolivia at the 2022 Winter Olympics,14.0,03/02/2022,657.8,02/05/2022,4598.57
Lithuania at the 2022 Winter Olympics,29.6,03/02/2022,1310.8,02/05/2022,4328.38
Bangkok Post,81.4,01/15/2022,113.4,01/26/2022,39.31
Russian Anti-Doping Agency,26.6,01/26/2022,558.8,02/11/2022,2000.75
Sarajevo,1962.2,01/21/2022,5929.2,03/01/2022,202.17
Yonhap News Agency,279.2,02/06/2022,823.8,02/28/2022,195.06
Haiti at the 2022 Winter Olympics,26.0,03/03/2022,1348.2,02/05/2022,5085.38
Czech Republic at the 2022 Winter Olympics,67.8,03/02/2022,1894.2,02/08/2022,2693.81
Azerbaijan at the 2022 Winter Olympics,0.0,01/08/2022,360.8,02/08/2022,0
1960 Winter Olympics,295.2,01/12/2022,3086.2,02/05/2022,945.46
Curling at the 2022 Winter Olympics – Qualification,197.4,01/12/2022,1587.4,02/06/2022,704.15
St. Moritz,262.8,03/03/2022,1289.0,02/04/2022,390.49
Garmisch-Partenkirchen,298.4,03/02/2022,1180.2,02/05/2022,295.51
2024 Summer Olympics,0.0,01/07/2022,21857.4,02/05/2022,0
Colombia at the 2022 Winter Olympics,31.2,03/02/2022,2428.4,02/05/2022,7683.33
Doping at the Olympic Games,166.8,01/23/2022,1640.6,02/20/2022,883.57
France,15771.6,01/15/2022,24194.8,02/24/2022,53.41
1956 Summer Olympics,0.0,01/08/2022,1684.6,02/05/2022,0
Bulgarian National Radio,0.0,01/08/2022,39.4,02/18/2022,0
Skeleton at the 2022 Winter Olympics,135.0,03/02/2022,9896.4,02/11/2022,7230.67
Belgium at the 2022 Winter Olympics,0.0,01/08/2022,1220.6,02/19/2022,0
Olympic Athletes from Russia at the 2018 Winter Olympics,171.2,01/12/2022,2053.2,02/07/2022,1099.3
1928 Winter Olympics,0.0,01/08/2022,1407.6,02/04/2022,0
Behind closed doors (sport),221.6,02/25/2022,384.6,01/14/2022,73.56
Hungarian Olympic Committee,9.6,01/13/2022,28.6,01/29/2022,197.92
Vancouver,2697.6,03/03/2022,5653.2,02/13/2022,109.56
Moscow Times,0.0,01/08/2022,72.8,02/24/2022,0
Nordic combined at the 2022 Winter Olympics – Qualification,7.2,03/02/2022,210.6,02/09/2022,2825.0
Skeleton (sport),657.8,01/13/2022,21014.0,02/12/2022,3094.59
Olympic and Paralympic deaths,0.0,01/07/2022,9228.8,02/04/2022,0
1992 Winter Olympics,499.2,01/13/2022,5172.6,02/05/2022,936.18
Central News Agency (Taiwan),28.2,01/09/2022,54.4,02/13/2022,92.91
Netherlands at the 2022 Winter Olympics,137.4,03/02/2022,4477.0,02/08/2022,3158.37
Beijing Institute of Fashion Technology,9.6,01/09/2022,20.8,03/01/2022,116.67
Bing Dwen Dwen and Shuey Rhon Rhon,310.8,01/15/2022,6123.0,02/07/2022,1870.08
China Standard Time,0.0,01/08/2022,64.2,01/11/2022,0
Thorsten Margis,0.0,01/07/2022,489.2,02/20/2022,0
CNN International,298.6,01/22/2022,568.4,02/10/2022,90.35
Global Times,275.2,01/22/2022,500.2,02/24/2022,81.76
South Africa at the 2018 Winter Olympics,11.4,01/09/2022,187.0,02/04/2022,1540.35
BBC News,2473.2,01/15/2022,6385.6,02/24/2022,158.19
President of the People's Republic of China,1390.6,01/14/2022,5605.8,02/04/2022,303.12
1988 Winter Olympics,526.4,01/11/2022,4471.8,02/05/2022,749.51
Haiti,4287.4,02/26/2022,5346.8,02/09/2022,24.71
Biathlon at the 2022 Winter Olympics,469.6,03/01/2022,11012.8,02/18/2022,2245.14
Bobsleigh at the 2022 Winter Olympics,182.2,03/03/2022,11393.6,02/19/2022,6153.35
Helsinki Times,28.2,01/10/2022,57.0,02/26/2022,102.13
Yahoo!,3572.6,02/26/2022,24596.4,02/04/2022,588.47
2010 Winter Olympics,0.0,01/07/2022,10051.8,02/04/2022,0
Albania at the 2022 Winter Olympics,31.4,03/01/2022,1005.4,02/05/2022,3101.91
Agence France-Presse,468.6,01/22/2022,946.8,02/24/2022,102.05
Social media,5383.8,01/15/2022,7367.0,02/23/2022,36.84
Olympic symbols,756.8,01/15/2022,4517.0,02/05/2022,496.86
Wang Yi (politician),221.6,01/22/2022,913.2,03/01/2022,312.09
Jeff Merkley,184.0,02/26/2022,710.2,01/20/2022,285.98
Youth Olympic Games,420.6,01/15/2022,977.0,02/24/2022,132.29
Thomas Bach,234.4,01/18/2022,8508.6,02/05/2022,3529.95
World War I,19414.6,01/15/2022,62302.0,02/24/2022,220.9
Austria at the 2022 Winter Olympics,0.0,01/07/2022,2865.8,02/10/2022,0
Andorra at the 2022 Winter Olympics,29.0,02/27/2022,482.4,02/05/2022,1563.45
Anadolu Agency,379.4,01/21/2022,663.0,02/28/2022,74.75
Israel Hayom,61.8,01/18/2022,84.8,01/29/2022,37.22
1904 Summer Olympics,0.0,01/08/2022,1613.8,02/05/2022,0
Alpine skiing,0.0,01/07/2022,7365.0,02/07/2022,0
Nikita Tregubov,7.6,01/10/2022,124.6,02/11/2022,1539.47
South Korea at the 2022 Winter Olympics,0.0,01/07/2022,3517.6,02/08/2022,0
Beijing North railway station,18.2,01/22/2022,56.4,02/04/2022,209.89
EU,117.0,01/22/2022,588.2,02/28/2022,402.74
Doping in Russia,330.2,01/15/2022,6421.2,02/10/2022,1844.64
Laura Barquero,0.0,01/07/2022,2615.2,02/19/2022,0
Frida Karlsson,55.0,01/13/2022,1033.8,02/08/2022,1779.64
Liechtenstein at the 2022 Winter Olympics,0.0,01/08/2022,558.6,02/05/2022,0
Bobsleigh at the 2022 Winter Olympics – Qualification,28.2,03/02/2022,1219.4,02/14/2022,4224.11
Pyeongchang,69.6,02/27/2022,1011.0,02/05/2022,1352.59
1932 Winter Olympics,0.0,01/07/2022,1861.6,02/05/2022,0
List of Olympians killed in World War I,25.6,01/30/2022,32.6,01/26/2022,27.34
List of most watched television broadcasts in the United States,710.0,03/03/2022,2617.4,01/24/2022,268.65
Canadian Press,27.8,01/16/2022,56.0,02/13/2022,101.44
Kosovo at the 2022 Winter Olympics,17.8,03/02/2022,478.2,02/04/2022,2586.52
Olympic cauldron,6.4,01/17/2022,57.8,02/06/2022,803.12
Austria,7919.8,01/15/2022,11688.6,02/28/2022,47.59
Jamie Anderson (snowboarder),65.8,03/03/2022,9077.2,02/06/2022,13695.14
Alpine skiing at the 2022 Winter Olympics – Men's downhill,0.0,01/08/2022,8987.8,02/07/2022,0
World Anti-Doping Agency,312.8,01/22/2022,1269.6,02/17/2022,305.88
New York Times,520.2,01/22/2022,1008.4,02/13/2022,93.85
List of participating nations at the Winter Olympic Games,0.0,01/07/2022,2620.0,02/04/2022,0
Serbia at the 2022 Winter Olympics,29.4,03/01/2022,1000.6,02/04/2022,3303.4
1996 Summer Olympics,0.0,01/07/2022,3207.6,02/05/2022,0
Paralympic Games,856.4,01/14/2022,2739.0,02/07/2022,219.83
Venues of the 2022 Winter Olympics and Paralympics,66.8,03/02/2022,4550.2,02/05/2022,6711.68
Russian Olympic Committee athletes at the 2022 Winter Olympics,0.0,01/07/2022,14315.8,02/07/2022,0
Belarus at the 2022 Winter Olympics,0.0,01/08/2022,750.8,02/08/2022,0
Kosova Press,4.4,01/21/2022,12.8,02/24/2022,190.91
Salt Lake City,1435.4,03/03/2022,3357.4,02/17/2022,133.9
Inside the Games,14.6,01/21/2022,303.4,02/09/2022,1978.08
Greece,9559.0,01/29/2022,11183.0,02/28/2022,16.99
Argentine Olympic Committee,4.8,01/10/2022,19.6,02/04/2022,308.33
National Hockey League Players' Association,64.2,01/16/2022,94.0,02/13/2022,46.42
Freestyle skiing at the 2022 Winter Olympics – Qualification,18.0,03/02/2022,719.2,02/10/2022,3895.56
Grenoble,0.0,01/08/2022,1196.8,01/19/2022,0
Quarantine,537.8,02/26/2022,1293.4,01/10/2022,140.5
Le Matin (Morocco),4.6,01/11/2022,13.8,02/07/2022,200.0
Canadian Olympic Committee,31.4,01/13/2022,194.8,02/09/2022,520.38
Curling,0.0,01/08/2022,55433.0,02/06/2022,0
Central Academy of Fine Arts,0.0,01/08/2022,51.2,02/04/2022,0
Olympic Committee of North Macedonia,3.0,01/10/2022,22.2,02/04/2022,640.0
Swedish Olympic Committee,43.4,01/09/2022,102.6,02/06/2022,136.41
Andorran Olympic Committee,8.6,01/11/2022,39.2,02/08/2022,355.81
Madagascar at the 2022 Winter Olympics,31.2,03/01/2022,657.6,02/04/2022,2007.69
Speed skating at the 2022 Winter Olympics – Men's 500 metres,15.2,01/12/2022,4305.2,02/12/2022,28223.68
Short track speed skating at the 2022 Winter Olympics – Qualification,13.8,03/01/2022,926.4,02/05/2022,6613.04
1964 Summer Olympics,452.0,01/13/2022,1346.6,02/05/2022,197.92
IIHF World Ranking,223.8,01/17/2022,2510.6,02/20/2022,1021.81
Slovenian Press Agency,0.0,01/07/2022,22.4,02/22/2022,0
Liechtenstein Olympic Committee,0.0,01/08/2022,28.2,02/08/2022,0
National Sliding Centre,9.6,03/02/2022,418.0,02/06/2022,4254.17
Chamonix,405.6,03/02/2022,1082.8,01/28/2022,166.96
2016 Summer Olympics,1499.8,01/09/2022,4337.8,01/30/2022,189.23
Hellenic Olympic Committee,13.8,01/13/2022,34.6,02/20/2022,150.72
Monobob,11.6,03/02/2022,361.6,02/14/2022,3017.24
1952 Winter Olympics,0.0,01/07/2022,1273.6,02/05/2022,0
Albertville,155.6,01/10/2022,1006.6,02/05/2022,546.92
Human rights in China,0.0,01/08/2022,1273.8,02/05/2022,0
India at the 2022 Winter Olympics,0.0,01/08/2022,6795.8,02/04/2022,0
Taizicheng,11.4,03/02/2022,712.4,02/05/2022,6149.12
Beijing National Aquatics Centre,5.8,01/13/2022,692.8,02/05/2022,11844.83
Brazil at the 2022 Winter Olympics,0.0,01/08/2022,1999.0,02/05/2022,0
Ice hockey at the 2022 Winter Olympics – Men's qualification,67.0,03/02/2022,3395.8,02/13/2022,4968.36
Nordic combined,195.6,03/01/2022,3957.0,02/09/2022,1923.01
All-time Olympic Games medal table,870.6,01/09/2022,14394.2,02/07/2022,1553.37
"Lake Placid, New York",274.6,03/03/2022,3100.8,02/05/2022,1029.21
North Korea at the 2018 Winter Olympics,59.8,03/02/2022,736.2,02/05/2022,1131.1
South Korea,11428.2,01/15/2022,15791.6,02/08/2022,38.18
¥,27.6,01/17/2022,41.8,02/26/2022,51.45
1948 Winter Olympics,0.0,01/07/2022,1414.4,02/05/2022,0
128th IOC Session,42.0,01/12/2022,408.4,02/04/2022,872.38
Kim Meylemans,7.2,01/11/2022,677.0,02/12/2022,9302.78
Western Hills,17.6,01/14/2022,287.6,02/27/2022,1534.09
1936 Summer Olympics,1351.4,01/09/2022,5428.8,02/05/2022,301.72
Figure skating at the Olympics,13.4,01/11/2022,114.2,02/20/2022,752.24
CBS,6781.4,01/15/2022,10675.4,01/30/2022,57.42
Sweden at the 2022 Winter Olympics,0.0,01/07/2022,7109.8,02/08/2022,0
Ski jumping at the 2022 Winter Olympics – Mixed team,16.8,01/12/2022,4812.0,02/07/2022,28542.86
The News International,101.4,01/22/2022,133.8,02/17/2022,31.95
Italian Olympic Committee,5.0,01/12/2022,12.0,02/07/2022,140.0
Biathlon at the 2022 Winter Olympics – Qualification,26.4,02/28/2022,823.0,02/05/2022,3017.42
International Skating Union,206.8,01/28/2022,1301.0,02/12/2022,529.11
The Economic Times,332.4,02/05/2022,494.8,02/24/2022,48.86
Chris Smith (New Jersey politician),0.0,01/08/2022,265.8,02/08/2022,0
Spain at the 2022 Winter Olympics,0.0,01/07/2022,1568.8,02/10/2022,0
South China Morning Post,710.6,02/19/2022,1106.2,02/28/2022,55.67
Participation of women in the Olympics,139.2,01/16/2022,448.6,02/10/2022,222.27
Synchronized skating,81.8,01/24/2022,320.2,02/12/2022,291.44
Jin Chinese,159.2,01/15/2022,136.0,03/03/2022,-14.57
Cross-country skiing (sport),381.8,01/15/2022,3971.6,02/06/2022,940.23
Joey Mantia,56.0,01/15/2022,1163.2,02/19/2022,1977.14
2022 Winter Olympics,0.0,01/07/2022,188107.0,02/04/2022,0
Johannes Lochner,0.0,01/07/2022,400.0,02/20/2022,0
Eritrea at the 2022 Winter Olympics,32.2,02/28/2022,777.0,02/04/2022,2313.04
