File,Percent Increase
Tim Rice,105.9
Gotye,161.17
Miss Cast Away and the Island Girls,31.96
The Way We Were (song),205.48
Mick Jagger,173.13
Little Richard,31.28
Lady Antebellum,305.36
Laurieann Gibson,175.74
John Deacon,225.75
List of most expensive music videos,69.09
Crash (computing),38.35
Donald Glover,569.28
"Santa Ynez, California",13.83
Glenn Frey,90.42
50 Cent,87.51
Masturbation,61.78
Robert F. Kennedy Memorial Stadium,-100.0
We Are the World,21.97
Sidney Lumet,34.54
This Place Hotel,40.25
In the Closet,133.55
Here I Am (Come and Take Me),104.64
You Can't Win (song),32.89
American Music Awards of 1984,0
MTV Europe Music Award for Best Male,31.25
Jesse Harris,31.91
"Encino, Los Angeles",37.95
I Want You Back! Unreleased Masters,95.38
Paul Simon,100.77
Jeff Silbar,-0.94
P.Y.T. (Pretty Young Thing),31.54
More of the Monkees,14.7
Erykah Badu,90.08
The Remix Suite,94.24
Life (magazine),58.18
The Clash,14.45
Brad Buxer,28.02
Please Read the Letter,22.83
Duffy (singer),45.64
Garth Brooks,34.92
Xscape (album),158.74
Destiny World Tour,41.09
Bill Monroe,9.32
The Blind Boys of Alabama,557.87
Secret World Live,25.26
Woody Guthrie,105.06
"Blood, Sweat & Tears (Blood, Sweat & Tears album)",17.22
Stevie Wonder,37.95
Estate tax in the United States,7.99
Artie Shaw,144.91
Sesame Street Presents: Follow That Bird,53.01
FBI,197.33
Florence and the Machine,429.71
Ma Rainey,208.44
Songwriters Hall of Fame,49.4
Heaven Can Wait (Michael Jackson song),25.68
Man in the Mirror,-100.0
Robin Gibb,171.06
David Paich,23.67
In-A-Gadda-Da-Vida (album),80.76
If I Ever Lose My Faith in You,-100.0
Le Journal de Montréal,59.78
Faith (George Michael album),22.18
Thomas W. Sneddon Jr.,232.32
Marian Anderson,11.32
John Coltrane,0
Lou Reed,177.99
Penguin Books,14.35
Jim Croce,13.11
Tina Landon,46.63
Neneh Cherry,-100.0
Another Part of Me,43.61
Michael Jackson,244.68
David Atkins,144.23
X&Y,18.61
List of dancers,31.86
Ubisoft,294.54
Rolling in the Deep,-100.0
Jagged Little Pill,41.07
Moving Violation,133.09
Johnny Mathis,123.32
Led Zeppelin,8.19
Steely Dan,101.01
Brendan O'Brien (record producer),3.45
3D film,9.55
Bridge over Troubled Water (song),-100.0
Visionary: The Video Singles,131.53
Mind Is the Magic: Anthem for the Las Vegas Show,42.47
Earth Song,17.17
Carousel,1.72
Neil Diamond,34.31
Jennifer Hudson,39.1
Google Doodle,68.03
Johnny Mercer,46.57
"La Vega, Dominican Republic",16.82
Move Like Michael Jackson,-100.0
Unforgettable (Nat King Cole song),132.62
Barefootin' (song),-100.0
Hello World: The Motown Solo Collection,98.6
Dr. Seuss,315.88
Parliament-Funkadelic,117.24
Papa Was a Rollin' Stone,46.13
The Gazette (Montreal),67.57
Lodi News-Sentinel,41.33
Billy Bass Nelson,-18.18
Suzuki,39.17
Cry (Michael Jackson song),27.85
Will Champion,51.04
Guinness World Records,-25.21
Teyana Taylor,1008.56
Hold My Hand (Michael Jackson and Akon song),68.58
Chester Thompson,32.35
Dreamcast Collection,49.74
It Was a Very Good Year,7.89
Gut Records,7.06
My Fair Lady (Broadway cast recording),162.81
Beck,123.63
Chris Tucker,62.22
Come and Get It: The Rare Pearls,112.07
The Music from Peter Gunn,36.88
China Internet Information Center,60.98
Toto IV,-100.0
Graham Nash,38.46
List of best-selling music artists,22.52
1989 (Taylor Swift album),25.0
Judy Garland,460.09
Newsbeat,-100.0
Anthony Hamilton (musician),27.99
Dua Lipa,64.45
World Vitiligo Day,5152.5
Peggy Lee,26.94
Marvin Miller (actor),147.1
Karl Böhm,42.47
Music video game,12.36
Sean Paul,30.48
India Today (TV channel),20.94
Scribd,30.39
Tom Hamilton (musician),51.28
Ebony (magazine),53.62
Lightnin' Hopkins,29.24
The Jackson 5 discography,126.26
D.S. (song),40.12
Iron Butterfly,44.45
Pete Seeger,32.37
ABC News (Australia),43.45
Barry Lather,55.0
Vladimir Horowitz,30.36
All Eyez on Me (song),44.72
Jimmy Driftwood,150.55
"Whatever People Say I Am, That's What I'm Not",62.37
Al Sharpton,156.64
35th Annual Grammy Awards,20.2
Unity Tour,0
Vaughn Meader,44.12
Johnny Mandel,25.92
Dean Martin,65.34
Jim Henson,33.81
Ten Summoner's Tales,16.38
Hank Williams,71.63
The Miami Herald,13.24
Paul Epworth,14.58
Pharrell Williams,21.81
The Clash: Westway to the World,93.41
Cavalry scout,26.52
Charley Pride,44.05
Sam Cooke,24.19
Spice (album),14.92
Sheikh Jackson,59.76
Rosanna (song),-100.0
James Fauntleroy,0
PepsiCo,0
Sgt. Pepper's Lonely Hearts Club Band,-100.0
Higher Love,51.68
The Ledger,9.44
Debbie Rowe,317.7
Reuters,67.46
No Strings Attached (NSYNC album),20.7
Charles Mingus,20.64
New jack swing,29.59
Shakira,351.74
Come Together,64.14
Thriller (Michael Jackson album),47.75
Return of the Moonwalker,91.01
The Way You Make Me Feel,26.18
Martin Bashir,52.13
It's Too Late (Carole King song),-100.0
Roy Acuff,8.94
Tapestry (Carole King album),21.62
Big Boy (song),457.5
Jamie Foxx,-100.0
Kenny Loggins,89.15
Runaround Sue,-100.0
Need You Now (Lady Antebellum song),38.17
What a Fool Believes,26.23
"Hello, Dolly! (song)",-100.0
Shobana,56.87
Ella Jenkins,62.33
Greatest Hits (The Jackson 5 album),92.95
George Wendt,70.79
The Michael Jackson Mix,23.4
Howard Ashman,10.67
Connie Chung Tonight,27.5
Count Basie,22.13
The Confessions Tour (album),28.06
This Is My Truth Tell Me Yours,41.84
Steeltown Records,273.29
Dan Wilson (musician),-100.0
Art Blakey,9.39
Come Dance with Me! (album),15.0
Billboard Hot 100,-100.0
Bad 25 (film),47.51
Light My Fire,29.99
Dangerous (Michael Jackson album),50.2
Brothers in Arms (album),-100.0
Diva (Annie Lennox album),19.59
Frank Zappa,22.49
Sonic the Hedgehog (character),32.37
John Mellencamp,212.99
Los Angeles Times,20.17
The Atlanta Journal-Constitution,23.48
That's What Friends Are For,-100.0
Julie Gold,54.31
White House,61.65
Marvin Gaye,172.91
ABC (The Jackson 5 album),79.31
Homicide,68.78
Jon Pareles,36.69
Christopher Cross,96.32
Phil Harvey (manager),35.82
Sarah Vaughan,29.05
Anthology (The Jackson 5 album),1.15
Walter Becker,23.08
Bollywood Movie Awards,93.75
Babyface (musician),11.38
"Walter ""Junie"" Morrison",327.78
West Side Story,20.12
We Are the World 25 for Haiti,35.36
Joyful Jukebox Music,115.93
Tabloid Junkie,42.28
From the Bottom of My Heart (Stevie Wonder song),91.67
Graceland (song),272.5
Bobby McFerrin,80.96
In Harmony (compilation albums),24.36
Jerry Lee Lewis,24.92
Scream (Michael Jackson album),120.96
Can You Feel the Love Tonight,14.29
The Doors,29.42
Albhy Galuten,51.72
Clash (magazine),34.62
Rosemary Clooney,50.53
Cassell (publisher),81.33
Mariah Carey (album),37.56
State of Shock (song),52.81
New York Daily News,381.69
Off the Wall,72.01
Come Away with Me,24.71
Neil McCormick,78.68
Jacqueline Kennedy Onassis,70.41
Hollywood Walk of Fame,179.49
Wade Robson,44.45
It's the Falling in Love,58.04
Pitchfork (website),73.88
Scarecrow (Oz),46.63
Beyoncé,143.04
Fulham F.C.,250.42
Victory (The Jacksons album),114.52
Ricky Martin,584.34
Bad (album),49.87
Asian News International,-100.0
Mýa,0
Sergei Prokofiev,30.91
The Jimi Hendrix Experience,14.41
Brenda Lee,47.24
Wesley Snipes,24.67
Janet Jackson's Rhythm Nation 1814,37.77
Burn,10.71
British Council,47.84
The Girl from Ipanema,21.17
Lucy Simon,61.88
The Wall Street Journal,48.52
Thrill the World,0
Louis Gossett Jr.,3.24
Night Time Lover,87.6
Camp Zama,-100.0
You Are Not Alone,25.83
Ben (song),6.23
Mel Tormé,36.13
John Hartman,98.49
(I Like) The Way You Love Me,41.06
Beatboxing,7.31
Fats Domino,3746.99
The Beatles Anthology,58.84
Phys.org,35.6
Chapter III (3T album),184.13
Michael Jackson: 30th Anniversary Celebration,238.13
Marilyn McCoo,5.54
Max Martin,177.75
The First of a Million Kisses,65.98
Smooth Criminal,22.8
Michael B. Jordan,306.27
Hopes and Fears,6.07
Just the Way You Are (Billy Joel song),59.65
Los Angeles County Coroner,91.67
VH1,6.58
Everything Must Go (Manic Street Preachers album),47.83
Involuntary manslaughter,43.68
Stranger in Moscow,38.03
Black or White,-100.0
The Last Days of Michael Jackson,-100.0
Jimmy Jam and Terry Lewis,62.59
R. Kelly,627.85
The Vancouver Sun,446.99
Tito Jackson,526.69
Vocal Group Hall of Fame,24.04
Ravi Shankar,51.54
"Oh, Pretty Woman",32.46
Randy Jackson (The Jacksons),823.64
National Film Registry,21.47
Everything Is Beautiful,-100.0
List of best-selling singles,26.18
The Darkness (band),45.92
Four Tops,41.71
Liza Minnelli,250.45
Shame (Tyrese song),0
"Don't Worry, Be Happy",29.25
List of unreleased songs recorded by Michael Jackson,170.16
The Baltimore Sun,2820.17
Why (3T song),60.0
Anthology (Michael Jackson album),63.42
Camille Saint-Saëns,19.77
The Christian Science Monitor,9.84
Mumford & Sons,-100.0
I Honestly Love You,137.08
Hank Jones,29.08
Slash (musician),138.49
Ritchie Valens,108.61
Jascha Heifetz,17.46
Sheryl Crow,33.53
Deadline Hollywood,26.63
Butterflies (Michael Jackson song),51.02
CBS News,11.96
Arnold Klein,225.09
Northern Songs,54.12
Blackstar (album),35.71
Adam and the Ants,94.64
Kent State University,50.38
Old Crow Medicine Show,53.03
Maclean's,-100.0
Slave to the Rhythm (Michael Jackson song),47.95
Grammy Awards,-28.68
Selena,28.84
Billboard 200,32.42
HuffPost,53.96
Parklife,36.9
Whatzupwitu,80.4
Mitch Miller,88.34
Wired (magazine),26.72
Dido (singer),-100.0
The First Family (album),0
The Guardian,25.94
Lou Rawls,0
Dodger Stadium,82.57
Zbigniew Rybczyński,32.63
Jimmie Rodgers (country singer),76.34
Russell Mulcahy,29.24
Don't Be Cruel (album),57.88
This Is It (Kenny Loggins song),127.38
Virgin Media,79.71
Just So Stories,21.2
BBDO,61.83
Antoine Fuqua,455.44
Wild Wild West (Will Smith song),-100.0
Dr. Dre,58.55
"David ""Honeyboy"" Edwards",100.0
Woody Herman,33.55
Future Nostalgia,17.31
You've Got a Friend,107.37
Forbes,0
PlayStation 3,35.2
Art Tatum,22.57
Chicago (band),75.81
Grammy Award for Best Spoken Word Album for Children,51.75
Ferris wheel,195.51
Finneas O'Connell,73.03
Greg Kurstin,73.06
Diana Ross Presents The Jackson 5,183.83
Legacy Recordings,123.98
Marvin Hamlisch,224.0
Green Eggs and Ham,47.93
Without You (Badfinger song),-100.0
From a Distance,19.53
Shrine Auditorium,32.75
"Grammy Award for Producer of the Year, Non-Classical",10.43
Isaac Hayes,-6.01
Mariah Carey,67.18
Ornette Coleman,18.7
Ronald Reagan,160.64
Rock with You (Michael Jackson song),38.61
Kim Carnes,87.21
Heal the World Foundation,39.91
Royals (song),37.74
Loving You (Michael Jackson song),53.28
Llama,20.01
Sesame Street discography,54.29
James Earl Jones,41.83
Ancient Egypt,33.19
Music and Me (Michael Jackson song),40.59
Queen Latifah,49.24
Natalie Maines,65.02
Cordell Mosson,11.67
Live in Bucharest: The Dangerous Tour,0
Seal (1991 album),-100.0
This Time Around (Michael Jackson song),47.3
Brit Award for British Album of the Year,324.29
Hyperbaric medicine,22.5
The Girl Is Mine,48.02
Sony,0
John Legend,96.42
Contactmusic.com,-100.0
International Business Times,31.5
Nicki Minaj,33.53
T Bone Burnett,38.43
WebMD,3.59
That's What Love Is Made Of,-3.23
Gotta Be You (3T song),0.0
Nile Rodgers,237.46
Songs in the Key of Life,23.25
Double Fantasy,0
Runnin' Down a Dream (film),16.54
Jacco Macacco,62.86
AOL Instant Messenger,4.26
Bruce Springsteen,355.67
Thriller (viral video),7.26
Jackson family,463.76
41st Annual Grammy Awards,14.33
Gone Too Soon,6.04
Due diligence,24.1
Mary Poppins (film),31.93
John Landis,-100.0
Dave Brubeck,14.95
Shawn Mendes,774.17
Sonny Rollins,0
The Stripped Mixes,100.73
Guinness World Record,10.7
Joni Mitchell,121.9
Pacific Time Zone,0
Child sexual abuse,8.95
Don't Stop 'Til You Get Enough,58.98
Oscar Peterson,10.59
Domenico Modugno,59.52
Bill Evans,-5.9
Phil Ramone,12.93
Maurice Gibb,192.67
Just Good Friends (song),15.92
MJ & Friends,0
Billy Dee Williams,363.01
Andrew Lloyd Webber,250.88
Off the Wall (Michael Jackson song),72.02
Omar Bongo,41.85
The Suburbs,61.32
Canadian Broadcasting Corporation,48.7
Prince Michael Jackson,47.17
Eagles (band),59.62
Lisa Marie Presley,65.62
MTV Video Music Award,0
Speed Demon (song),26.54
Michael (Glee),38.95
Will.i.am,233.36
Jerome Brailey,29.32
Midazolam,66.41
Dancing Machine (album),96.23
Michael Jackson: The Life of an Icon,348.19
The Louvin Brothers,21.73
Iggy Pop,21.62
Frampton Comes Alive!,30.68
Cannes Film Festival,49.37
Bubblegum music,34.29
Is It Scary,15.84
Walk On (U2 song),38.22
The Hollywood Reporter,1.28
Whitney Houston (album),103.82
Don't Stand Another Chance,34.15
Do the Bartman,304.59
Looking Back to Yesterday,68.84
The Times of India,22.35
Chet Atkins,43.13
Boulevard of Broken Dreams (Green Day song),26.65
NSYNC,78.33
Your Body Is a Wonderland,40.11
Thriller – Live,71.8
Clifton Chenier,116.55
Get Lucky (Daft Punk song),13.15
Give In to Me,37.5
David Winters (choreographer),235.44
Heal the World,32.5
Steve Lukather,46.18
"Glendale, California",11.2
Julio Iglesias,21.91
Maria Callas,22.28
National Museum of Dance and Hall of Fame,25.78
Pink Floyd,18.85
1996 Brit Awards,30.14
Jon Bon Jovi,-100.0
I Just Can't Stop Loving You,-100.0
Mel Brooks,117.25
Donny Hathaway,124.25
Aretha Franklin,24.08
Benefit concert,55.96
MTV Video Music Award for Best Choreography,89.61
Connie Chung,27.06
Against All Odds (Take a Look at Me Now),-100.0
Chuck Berry,26.79
The Sydney Morning Herald,-11.37
Foo Fighters: Back and Forth,0
This Is It (Michael Jackson song),318.0
Wayne Shorter,71.58
Peter Gabriel,49.84
Dangerous World Tour,94.65
Bobby Day,76.2
Rolling Stone,19.47
Deseret News,19.3
Disco,11.89
Never Can Say Goodbye: The Music of Michael Jackson,74.63
My Fair Lady,235.01
Formation (song),70.43
Itaal Shur,52.2
Got to Be There (song),53.74
The Wiz (soundtrack),42.93
Daily News (New York),56.41
Harlem,121.23
American Masters,-3.83
Charlie Haden,0.15
David Byrne,45.42
Bryan Adams,9.11
